Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
475,"Rewas Port Project
(Reliance Industries Ltd)
(400382)",Maharashtra,"12/2019
(01/2020)","03/2023
(-)","6000
(6000)",5999.89,88
476,"Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai
(Mumbai Port Trust [MPT])
(701586)",Maharashtra,"11/2020
(04/2021)","11/2026
(11/2026)","900
(900)",65,0
477,"Deepening and Optimization of Inner Harbour facilities including development of
Western Dock on BOT basis to handle Cape size vessels
(Paradip Port Trust [PPT])
(701574)",Odisha,"05/2022
(01/2023)","12/2027
(10/2028)","3004.63
(3004.63)",1277.52,50
478,"Berth No. 2 [previously Berth 3] of HDC Mechanization Project
(Haldia Dock Complex, Syama Prasad Mookerjee Port Authority)
(701576)",West Bengal,"11/2022
(03/2023)","09/2025
(01/2026)","298.26
(298.26)",457.85,99
479,"Shalukkhali Liquid Cargo Handling Facility Development Project
(Haldia Dock Complex, Syama Prasad Mookerjee Port Authority)
(701577)",West Bengal,"01/2022
(08/2022)","08/2025
(-)","253.65
(253.65)",9.28,0
,Total (9),,,,15124.41,8975.5,
,"Tourism, Hospitality & Wellness",,,,,,
480,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)",Gujarat,"02/2019
(01/2022)","03/2024
(09/2025)","573
(1238.05)",515.97,70
,Total (1),,,,573,515.97,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
481,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",142.16,7
,Total (1),,,,1700,142.16,
,Steel,,,,,,
482,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",20.98,20
483,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",161.45,51
484,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",530.05,82
485,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(12/2025)","2907
(5427)",3243.55,90
486,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)",Chhattisgarh,"NA
(10/2021)","01/2026
(-)","2718.84
(2718.84)",1396.9,78
487,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX
(National Mineral Development Corporation Limited [NMDC])
(709827)",Chhattisgarh,"NA
(10/2022)","12/2025
(-)","349.75
(349.75)",299.39,94
488,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",885.61,53
489,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",20.54,16
490,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",15.76,11
491,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)",Jharkhand,"08/2023
(03/2023)","07/2025
(11/2025)","513.82
(513.82)",310.02,76
492,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)",Jharkhand,"03/2024
(04/2024)","06/2026
(-)","260.37
(260.37)",58.19,25
493,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",169.38,49
494,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",320.8,40
495,"Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in
SMS-II at Rourkela Steel Plant
(Steel Authority of India Limited [SAIL])
(400065)",Odisha,"01/2022
(02/2022)","05/2025
(09/2025)","1105.23
(1105.23)",790.11,100
496,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)",West Bengal,"09/2023
(09/2023)","12/2026
(-)","916.78
(916.78)",154.56,21
