Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
686,"Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km]
(South Central Railway [SCR] - II)
(705613)
(N22000367)","Multi-States
(Maharashtra,
Telangana)","09/2016
(10/2016)","01/2025
(11/2025)","2595
(3071)",4108.55,94.6
687,"Narayangarh-Bhadrak 3rd line
(South Eastern Railway [SER] - I)
(705629)
(N22000506)","Multi-States
(Odisha, West
Bengal)","03/2019
(03/2017)","12/2025
(01/2027)","2400
(3425.32)",2542.79,75
688,"Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line
(Ministry of Railways)
(400223)
(N22000626)","Multi-States
(Puducherry, Tamil
Nadu)","07/2008
(01/2019)","03/2027
(03/2028)","713
(981)",633.24,80
689,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)
(N22000102)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877
(11775)",10618.63,92.5
690,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project
(Eastern Railway [ER] - I)
(602797)
(N22000631)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(12/2017)","03/2027
(03/2027)","461.64
(461.64)",238.93,20.5
691,"Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at
Barpali.
(South Eastern Railway [SER] - I)
(400006)
(-)",Odisha,"10/2021
(10/2021)","10/2025
(12/2026)","808.99
(808.99)",596.45,36
692,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)
(-)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
693,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)
(-)",Odisha,"08/2022
(06/2022)","12/2024
(12/2026)","210
(210)",38.26,50
694,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)
(-)",Odisha,"09/2022
(06/2022)","12/2024
(04/2026)","186.21
(186.21)",96.77,88
695,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)
(N22000521)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",224.43,52
696,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)
(-)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",105.8,80
697,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)
(-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",6.06,0
698,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)
(-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",1.96,0
699,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)
(-)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",30.86,5
700,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)
(-)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",0.1,10
701,"New Line between Junagarh - Nabarangpur [116.21 Km]
(Indian Railway)
(618995)
(-)",Odisha,"08/2024
(08/2025)","08/2030
(-)","2864.51
(2864.51)",0,0
702,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)
(220100284)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5585.85,91.5
703,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)
(220100328)",Odisha,"03/2004
(12/2004)","03/2025
(03/2029)","1928
(1928)",2079.48,54
704,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)
(N22000316)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1334.31,93.1
705,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)
(N22000379)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1932.52,73.4
706,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)
(N22000380)",Odisha,"11/2015
(12/2015)","11/2018
(03/2027)","1000
(810.02)",447.56,59
707,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)
(N22000381)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2098.98,87
708,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)
(N22000517)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",14.43,1.77
