Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Total (25),,,,21237.66,9260.93,
,Ministry of Coal,,,,,,
,Coal,,,,,,
26,"TIKAK EXTENSION OCP
(MIS MoCoal Integration Logins)
(615820)",Assam,"07/2022
(07/2022)","07/2031
(-)","159.77
(159.77)",81.47,88
27,"TIRAP OCP
(MIS MoCoal Integration Logins)
(615821)",Assam,"11/2022
(11/2022)","11/2030
(-)","289.46
(289.46)",105.61,3
28,"PORDA CHIMTAPANI OCP [10 MTY]
(South Eastern Coalfields Limited [SECL])
(400144)",Chhattisgarh,"12/2020
(12/2020)","03/2029
(-)","2310.12
(2310.12)",91.43,10
29,"BAROUD OC EXPANSION [3.0-10.0M
(South Eastern Coalfields Limited [SECL])
(400149)",Chhattisgarh,"08/2020
(08/2020)","03/2029
(-)","2309.8
(2309.8)",956.88,50
30,"DIPKA EXPANSION OCP [40 MTY]
(South Eastern Coalfields Limited [SECL])
(400354)",Chhattisgarh,"12/2020
(12/2020)","03/2029
(-)","5241.4
(5241.4)",2862.43,37
31,"GEVRA OC [70 MTY]
(South Eastern Coalfields Limited [SECL])
(400424)",Chhattisgarh,"03/2016
(03/2016)","03/2023
(03/2027)","11816.4
(11816.4)",6813.01,78
32,"AMERA OC RCE [1.0 MTY]
(South Eastern Coalfields Limited [SECL])
(613798)",Chhattisgarh,"02/2015
(02/2015)","03/2026
(-)","335.97
(335.97)",88.28,42
33,"AMGAON OC RCE [1.0 MTY]
(South Eastern Coalfields Limited [SECL])
(613799)",Chhattisgarh,"07/2015
(07/2015)","03/2026
(-)","316.11
(316.11)",188.72,78
34,"JAGANNATHPUR OC RCE PROJECT
(South Eastern Coalfields Limited [SECL])
(613800)",Chhattisgarh,"07/2016
(07/2016)","03/2025
(03/2026)","459.49
(459.49)",274.35,96
35,"MAHAMAYA OCP [1.50 MTY]
(South Eastern Coalfields Limited [SECL])
(613801)",Chhattisgarh,"05/2018
(05/2018)","03/2026
(03/2028)","410.26
(410.26)",183.37,54
36,"KATKONA RO UG MINE
(South Eastern Coalfields Limited [SECL])
(615191)",Chhattisgarh,"01/2023
(01/2023)","03/2029
(-)","329.21
(329.21)",61.34,2
37,"PELMA OC MDO
(South Eastern Coalfields Limited [SECL])
(616234)",Chhattisgarh,"10/2022
(10/2022)","03/2033
(-)","1725.04
(1725.04)",15.66,40
38,"KUSMUNDA OC EXPANSION PROJECT
(SECL - CIL)
(617287)",Chhattisgarh,"11/2024
(11/2024)","03/2030
(-)","4516.88
(4516.88)",783.28,21
39,"MANIKPUR OC EXPANSION PROJECT
(South Eastern Coalfields Limited [SECL])
(617288)",Chhattisgarh,"01/2025
(01/2025)","03/2029
(-)","382.61
(382.61)",113.03,21
40,"HURA C OCP
(ECL - CIL)
(400018)",Jharkhand,"08/2022
(08/2022)","03/2029
(-)","859.41
(859.41)",453,62
41,"KONAR EXPANSION OCP
(Ministry of Coal)
(400073)",Jharkhand,"01/2022
(01/2022)","03/2032
(-)","799.34
(799.34)",429.33,45
42,"KARO EXPANSION OCP
(Ministry of Coal)
(400074)",Jharkhand,"01/2022
(01/2022)","03/2029
(-)","908.47
(908.47)",269.26,22
43,"SANGHMITRA OC
(Ministry of Coal)
(400136)",Jharkhand,"03/2024
(03/2024)","03/2032
(-)","2660
(2660)",6.61,16
44,"CHANDRAGUPT OCP
(Ministry of Coal)
(400138)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","973.5
(973.5)",440.75,24
45,"KOTRE BASANTPUR PACHMO OCP
(Ministry of Coal)
(400139)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","861.06
(625.4)",455.95,42
46,"Pachwara South Coal Block
(NLC India Limited [NLCIL])
(400142)",Jharkhand,"03/2016
(11/2019)","09/2028
(-)","2242.9
(2242.9)",1253.92,74
47,"RPR MAGADH EXP OCP
(Ministry of Coal)
(400150)",Jharkhand,"08/2020
(08/2020)","03/2028
(-)","7254.37
(7254.37)",1599.39,38
48,"NORTH URIMARI EXPANSION OCP
(Ministry of Coal)
(400151)",Jharkhand,"07/2021
(07/2021)","03/2029
(-)","778.8
(778.8)",696.05,68
49,"EPR ROHINI - KARKETTA OCP
(Ministry of Coal)
(400153)",Jharkhand,"01/2021
(01/2021)","03/2028
(-)","1020.42
(1020.42)",84.74,21
50,"EPR PUNDI OCP
(Ministry of Coal)
(400154)",Jharkhand,"11/2020
(11/2020)","03/2027
(-)","713.35
(713.35)",236.58,10
51,"EPR ASHOK OC
(Ministry of Coal)
(400155)",Jharkhand,"05/2021
(05/2021)","03/2031
(-)","2898.28
(2898.28)",185.04,24
52,"EPR AMRAPALI OCP
(Ministry of Coal)
(400156)",Jharkhand,"02/2020
(02/2020)","03/2028
(-)","5136.15
(5136.15)",1257.44,42
53,"RAJRAPPA RCE OCP
(Ministry of Coal)
(400160)",Jharkhand,"12/2009
(12/2009)","03/2016
(03/2027)","510.85
(510.85)",488.69,76
54,"CHITRA EAST OC
(Eastern Coal Fields Limited [ECL])
(400172)",Jharkhand,"08/2018
(08/2018)","03/2026
(03/2028)","513.99
(513.99)",230.87,51
