Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
747,"Varanasi-Pt. Deen Dayal Upadhyaya multitracking 15km including construction of new
Rail-cum-Road Bridge across Ganga River.
(Northern Railways)
(617213)
(-) (-)",Uttar Pradesh,"10/2024
(10/2025)","10/2029
(-)","2464.46
(2464.46)",96.98,3.93
748,"Anandnagar - Ghugli via Maharajganj New line 52.7 km
(Construction NER)
(617252)
(-) (-)",Uttar Pradesh,"10/2023
(11/2023)","03/2028
(-)","958.27
(958.27)",640.17,24
749,"Chunar-Chopan doubling project
(North Central Railway)
(617284)
(-) (-)",Uttar Pradesh,"08/2023
(01/2025)","03/2028
(-)","1423.96
(1423.96)",151.57,18.5
750,"Surface triangle line bet. Bhadura stn and new crossing stn Karma
(East Central Railway [ECR] - I)
(617333)
(-) (-)",Uttar Pradesh,"10/2022
(05/2024)","02/2027
(-)","199.96
(199.96)",7.67,0.6
751,"Doubling between Jaunpur Jn - Zaffarabad 6.28 km
(M/S SRC company Infra Private Limited)
(617370)
(-) (-)",Uttar Pradesh,"03/2023
(02/2025)","01/2027
(-)","180.66
(180.66)",65.54,27.55
752,"Burhwal Gonda 3rd line
(North Eastern Railway [NER])
(705567)
(-) (-)",Uttar Pradesh,"11/2017
(07/2019)","03/2025
(05/2026)","1016
(1118)",1058.77,88.5
753,"Janghai-Pratapgarh- Amethi
(CAO/C/II/NR)
(705588)
(-) (-)",Uttar Pradesh,"11/2017
(03/2017)","03/2025
(03/2026)","722
(1194)",1729.27,70
754,"Lalitpur-Birari with flyover at Lalitpur- 16 Km
(North Central Railway)
(705766)
(-) (-)",Uttar Pradesh,"03/2017
(11/2017)","12/2024
(01/2026)","304.44
(356)",283.67,86
755,"Allahabad-Bamhrauli Flyover Construction & 4th Railway Line Project
(North Central Railway)
(705771)
(-) (-)",Uttar Pradesh,"04/2019
(10/2020)","03/2026
(03/2026)","494
(494)",410.3,80
756,"Mughalsarai-Allahabad, 3rd line
(North Central Railway)
(705772)
(-) (-)",Uttar Pradesh,"12/2015
(03/2016)","12/2026
(03/2027)","2649
(2649.44)",2024.65,74
757,"Aligarh -Daud Khan Flyover Construction & 3rd Railway Line Project
(CAO/C/NCR)
(705774)
(-) (-)",Uttar Pradesh,"04/2019
(09/2020)","01/2025
(03/2027)","758
(779.49)",511.12,83
758,"Bhandai - Flyover for Etawah bound down train- 10 Km
(North Central Railway [NCR] - II)
(705777)
(-) (-)",Uttar Pradesh,"07/2020
(04/2021)","02/2026
(02/2027)","250.18
(250.18)",163.27,9
759,"Bhatni-Aurnihar with electrification excluding Indara-Mau
(RVNL - I)
(705780)
(-) (-)",Uttar Pradesh,"03/2018
(03/2017)","12/2024
(06/2026)","2529
(2529.46)",2171.72,96.7
760,"Barabanki-Malhaur 3rd & 4th Railway Line Project
(Ministry of Railways)
(705782)
(-) (-)",Uttar Pradesh,"01/2019
(04/2017)","03/2025
(08/2026)","407
(407)",417.22,78
761,"Allahabad division - Aligarh - Harduaganj Flyover
(North Central Railway)
(705918)
(-) (-)",Uttar Pradesh,"04/2020
(02/2021)","10/2026
(03/2027)","1457
(1457)",400.19,36
762,"Rishikesh-Karnaprayag New Rail Line- 125 km
(RVNL - II)
(705429)
(-) (-)",Uttarakhand,"11/2016
(08/2018)","12/2025
(12/2028)","38953
(38953)",28828.18,77.5
763,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line
And Naihati-Ranaghat 3rd Line.
(Eastern Railway [ER] - I)
(400247)
(-) (-)",West Bengal,"07/2015
(11/2005)","02/2027
(03/2028)","1000
(1000)",1066.85,76
764,"Tarakeshwar-Bishnupur New Line [82.47 km]
(Eastern Railway [ER] - I)
(400273)
(-) (-)",West Bengal,"03/2001
(02/2008)","03/2019
(02/2026)","1189
(1542)",1390.59,96.9
765,"Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway
(RVNL - II)
(400277)
(-) (-)",West Bengal,"03/2010
(10/2011)","12/2025
(12/2027)","8964
(8964)",8984.66,87
766,"Construction of Balurghat-Hilli new BG Line
(Northeast Frontier Railway [NFR])
(612096)
(-) (-)",West Bengal,"12/2010
(12/2010)","03/2027
(03/2027)","1209
(1181.57)",518.15,18
767,"SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair
Car maintenance cum workshop depot.
(South Eastern Railway - JH)
(617345)
(-) (-)",West Bengal,"03/2024
(12/2024)","10/2026
(-)","226.87
(226.87)",86.69,50
768,"Joka-BBD Bag new metro project
(RVNL - II)
(705730)
(-) (-)",West Bengal,"03/2010
(04/2010)","12/2026
(12/2029)","4835
(10362)",5098.73,51
