Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
427,"Kanpur LPG Bottling Plant
(MinistryofPetroleumNaturalGas)
(619191)
(-) (-)",Uttar Pradesh,"09/2025
(09/2025)","09/2027
(09/2027)","202
(202)",130.8,60
428,"Bulk Loading Hub- Kanpur
(MinistryofPetroleumNaturalGas)
(619312)
(-) (-)",Uttar Pradesh,"09/2025
(09/2025)","09/2027
(09/2027)","186
(186)",95.21,60
429,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(MinistryofPetroleumNaturalGas)
(709781)
(-) (-)",Uttar Pradesh,"04/2022
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",24.1,55.7
430,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)
(-) (-)",Uttar Pradesh,"12/2022
(12/2022)","06/2030
(06/2030)","16654
(16654)",738.62,19
431,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Ministry of Petroleum & Natural Gas)
(617302)
(-) (-)",West Bengal,"03/2017
(03/2017)","12/2020
(09/2026)","1740
(2493.15)",2375.1,95.2
432,"Siliguri-Jhapa Pipeline Project
(Indian Oil Corporation Limited [IOCL])
(617828)
(-) (-)",West Bengal,"09/2024
(09/2024)","03/2029
(03/2029)","267
(267)",2.41,14.3
433,"Siliguri Marketing Terminal [SMT] Capacity Augmentation Project
(Ministry of Petroleum & Natural Gas)
(617837)
(-) (-)",West Bengal,"11/2021
(11/2021)","12/2025
(10/2026)","484
(484)",315.4,88.3
434,"Haldia Panagarh Pipeline Project
(Hindustan Petroleum Corporation Limited)
(709753)
(-) (-)",West Bengal,"11/2022
(11/2022)","11/2025
(08/2026)","1010
(1107)",865.19,97.2
435,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts
(MinistryofPetroleumNaturalGas)
(709772)
(-) (-)",West Bengal,"03/2022
(03/2022)","06/2031
(06/2031)","609
(609)",63.62,2.9
436,"City Gas Distribution Projects at Alipurduar and Cooch Behar
(Bharat Petroleum Corporation Limited [BPCL])
(709791)
(-) (-)",West Bengal,"12/2022
(12/2022)","03/2030
(03/2030)","1017
(1017)",232.5,43.7
,Total (91),,,,362124.04,386636.12,
,Ministry of Health & Family Welfare,,,,,,
,Healthcare,,,,,,
437,"AIIMS Darbhanga
(PMSSY AND Institute of NATIONAL Importance)
(701172)
(-) (-)",Bihar,"09/2020
(09/2020)","09/2024
(-)","1264
(1264)",27.81,0
438,"Establishment of new GMC Saran [Chhapara]
(Medical Education, Ministry of Health and Family Welfare)
(706965)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","189
(189)",113.4,0
439,"Establishment of new GMC Samastipur
(Medical Education, Ministry of Health and Family Welfare)
(706966)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","189
(189)",113.4,0
440,"Establishment of new GMC Sitamarhi
(Medical Education, Ministry of Health and Family Welfare)
(707016)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","250
(250)",150,0
441,"Establishment of new GMC Jhanjharpur
(Medical Education, Ministry of Health and Family Welfare)
(707017)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","250
(250)",150,0
442,"Establishment of new GMC Siwan
(Medical Education, Ministry of Health and Family Welfare)
(707018)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","250
(250)",150,0
443,"Establishment of new GMC Buxar
(Medical Education, Ministry of Health and Family Welfare)
(707019)
(-) (-)",Bihar,"NA
(01/1900)","01/1900
(-)","250
(250)",150,0
444,"Establishment of new GMC Jamui
(Medical Education, Ministry of Health and Family Welfare)
(707020)
(-) (-)",Bihar,"03/2019
(10/2022)","10/2025
(-)","250
(500)",103.21,50
445,"Establishment of new GMC Korba
(Medical Education, Ministry of Health and Family Welfare)
(707044)
(-) (-)",Chhattisgarh,"02/2023
(10/2023)","12/2026
(-)","325
(322.85)",178.49,54
446,"Establishment of new GMC Mahasamund
(Medical Education, Ministry of Health and Family Welfare)
(707045)
(-) (-)",Chhattisgarh,"10/2023
(10/2023)","05/2026
(-)","325
(325)",322.5,82
447,"Establishment of new GMC Kanker
(Medical Education, Ministry of Health and Family Welfare)
(707046)
(-) (-)",Chhattisgarh,"02/2020
(09/2024)","03/2027
(-)","325
(325)",36,59
