Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
296,"Jaunpur Sewerage Management Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702948)",Uttar Pradesh,"03/2017
(08/2019)","06/2023
(12/2025)","235.73
(235.73)",205.84,87
297,"Jhansi Water Supply Infrastructure Phase-II Project
(Ministry of Housing & Urban Affairs)
(702949)",Uttar Pradesh,"03/2017
(06/2019)","07/2023
(12/2025)","561.74
(561.74)",485.91,93
,Total (24),,,,5898.8,4331.96,
,Ministry of Mines,,,,,,
,Construction,,,,,,
298,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art
Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata
(Central Public Works Department (CPWD))
(617280)",West Bengal,"04/2019
(02/2020)","08/2026
(-)","255.37
(255.37)",85.9,46
,Total (1),,,,255.37,85.9,
,Metals & Mining,,,,,,
299,"Expansion of Malanjkhand Copper Project
(Hindustan Copper Limited [HCL])
(400426)",Madhya Pradesh,"09/2011
(04/2015)","04/2020
(04/2026)","1856.36
(1856.36)",947.42,82
300,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity
enhancement of 1.0 Million Tonee Per Annum
(National Aluminium Company Limited [NALCO])
(400141)",Odisha,"04/2017
(04/2017)","12/2022
(09/2025)","4103
(5677.4)",4310.44,79
301,"Pottangi Bauxite Mines Project
(National Aluminium Company Limited [NALCO])
(400299)",Odisha,"05/2018
(05/2018)","03/2025
(05/2026)","1381
(1960.77)",650.04,51
302,"CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE
TRAIN OF HRDS AND DCWS IN STREAMS 1 AND
(Ministry of Mines)
(709830)",Odisha,"NA
(04/2017)","11/2026
(-)","355
(581)",163.55,12
303,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA
REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES
(National Aluminium Company Limited [NALCO])
(709831)",Odisha,"11/2017
(11/2019)","05/2025
(06/2026)","483
(483)",414.75,91
304,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU
(National Aluminium Company Limited [NALCO])
(709832)",Tamil Nadu,"09/2017
(12/2017)","03/2025
(03/2026)","166
(166)",135,65
,Total (6),,,,8344.36,6621.2,
,Department of Higher Education,,,,,,
,Education,,,,,,
305,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",19.96,32
