Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
533,"RBMV Machine Procurement Project
(EDTK[MC]/RB)
(705712)",Delhi,"10/2019
(10/2019)","06/2024
(12/2027)","480
(480)",0.33,7
534,"SRGM Machine Procurement Project
(EDTK[MC]/RB)
(705717)",Delhi,"10/2019
(10/2019)","12/2023
(03/2026)","440
(440)",390.03,90
535,"WST Machine Procurement Project
(EDTK[MC]/RB)
(705720)",Delhi,"12/2019
(12/2019)","04/2024
(12/2026)","384
(384)",0,0
536,"DTS Machine Procurement Project
(EDTK[MC]/RB)
(705721)",Delhi,"12/2019
(12/2019)","12/2024
(12/2026)","447.6
(447.6)",0,0
537,"BRM Machine Procurement Project
(EDTK[MC]/RB)
(705722)",Delhi,"09/2019
(09/2019)","06/2024
(12/2027)","210
(210)",0.02,0
538,"Track Machine Procurement Project
(EDTK[MC]/RB)
(705726)",Delhi,"04/2020
(04/2020)","03/2025
(01/2028)","6339
(6339)",4166.47,41
539,"Kosamba Umarpada 70 Km
(PCE/WR)
(611918)",Gujarat,"07/2023
(07/2022)","03/2027
(-)","468
(468)",20,8
540,"Adraj Moti Vijapur 40 Kms
(Western Railway [WR] - II)
(611937)",Gujarat,"05/2022
(05/2022)","05/2026
(05/2026)","417.53
(417.53)",223,86
541,"Vijapur Ambliyasan 42 km
(PCE/WR)
(611938)",Gujarat,"05/2022
(05/2022)","05/2026
(05/2026)","415.38
(415.38)",364,96
542,"Himatnagar Khedbrahma 55 km
(Railway)
(611939)",Gujarat,"06/2022
(04/2017)","06/2001
(06/2026)","482.42
(482.42)",461,96
543,"New broad gauge line between Naliya Jakhau Port 25 Kms
(PCE/WR)
(611943)",Gujarat,"02/2023
(02/2023)","01/2028
(01/2028)","410.26
(410.26)",6,4
544,"Quadrupling between Gandhidham Adipur with Y connection at Adipur for providing
direct entry towards Mundra Port and Bhuj and high level platform at Gopalpur 11Kms
(PCE/WR)
(611944)",Gujarat,"02/2023
(02/2023)","03/2026
(03/2026)","152.44
(152.44)",20,68
545,"Petlad Bhadran 23 Kms
(PCE/WR)
(611945)",Gujarat,"05/2022
(05/2022)","05/2030
(05/2030)","307.11
(307.11)",82,17
546,"Samlaya Timba Road 54 km
(PCE/WR)
(611970)",Gujarat,"02/2023
(02/2023)","03/2030
(03/2030)","670.17
(670.17)",102,12
547,"Samni Jambusar 24 km
(PCE/WR)
(611971)",Gujarat,"05/2022
(05/2022)","03/2030
(03/2030)","350
(349.93)",87,31
548,"Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms
(PCE/WR)
(611974)",Gujarat,"08/2023
(08/2023)","12/2026
(-)","1430
(1430)",0,0
549,"Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives
Manufacturing at
(PCE/WR)
(611977)",Gujarat,"05/2022
(02/2023)","02/2025
(-)","487
(487)",108.69,0
550,"Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at
(PCE/WR)
(611978)",Gujarat,"11/2022
(03/2023)","03/2025
(-)","158
(158)",47.31,0
551,"Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii
(PCE/WR)
(611979)",Gujarat,"01/2023
(04/2023)","06/2025
(-)","250
(250)",0,0
552,"4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS
(Western Railway)
(612072)",Gujarat,"02/2023
(02/2023)","03/2027
(03/2027)","961.67
(961.67)",333.21,17
553,"Redevelopment of Ahmedabad railway station and associated infrastructure on
engineering, procurement and construction mode
(Rail Land Development Authority)
(613786)",Gujarat,"01/2023
(11/2023)","03/2028
(-)","2379
(2379)",682.86,18
554,"Miyagam-Karjan-Dabhoi-Samlaya [GC]
(Western Railway [WR] - II)
(705458)",Gujarat,"01/2017
(01/2017)","03/2021
(12/2026)","483.88
(1039.13)",621.37,41
555,"Modasa-Shamlaji Road Railway Line Project
(SECR)
(706757)",Gujarat,"09/2012
(04/2008)","03/2025
(03/2027)","262
(262)",203,58
556,"Rajkot - Kanalus Doubling Project [111.2 Kms]
(Western Railway [WR] - II)
(706763)",Gujarat,"10/2021
(12/2021)","10/2026
(10/2026)","1080.58
(1080.58)",787.69,76
557,"NADIAD-PETLAD [37.26 KM]
(Railway)
(709812)",Gujarat,"05/2022
()","06/2030
(06/2030)","461.91
(461.91)",75,7
558,"NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND &
BOTAD-AHMEDABAD [16.51 KM] [PB#29/NR/202
(SECR)
(709813)",Gujarat,"10/2022
()","10/2027
(10/2027)","437.21
(437.21)",43,15
559,"Bhiwani - Dobh Bahali Doubling Project [42.30 Km]
(North Western Railway [NWR])
(611884)",Haryana,"02/2023
(02/2023)","02/2028
(02/2028)","471
(471)",208.84,65
560,"Doubling between Pradhankunta-Patherih-Bhojudih of East Central Railway
(East Central Railway [ECR] - I)
(617372)",Jharkhand,"11/2022
(11/2022)","12/2025
(-)","349.22
(349.22)",86.48,70
561,"Gomoh - Flyover for DN trains
(East Central Railway [ECR] - I)
(705765)",Jharkhand,"01/2018
(01/2018)","03/2026
(03/2026)","686
(686)",546.05,59
562,"Lodhma - Piska - Link Line bypassing Hatia/Ranchi with Y connection
(South Eastern Railway [SER] - I)
(705785)",Jharkhand,"08/2021
(03/2019)","06/2026
(05/2027)","473
(473)",287.38,5
