Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,"Tourism, Hospitality & Wellness",,,,,,
476,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)",Gujarat,"02/2019
(01/2022)","03/2024
(03/2026)","573
(1238.05)",545.51,73
,Total (1),,,,573,545.51,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
477,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",155.07,10
,Total (1),,,,1700,155.07,
,Steel,,,,,,
478,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",34.96,35
479,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",193.97,55
480,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",551.1,83
481,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(03/2026)","2907
(5427)",3336.05,90
482,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)",Chhattisgarh,"NA
(10/2021)","01/2026
(-)","2718.84
(2718.84)",1409.87,79
483,"CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX
(National Mineral Development Corporation Limited [NMDC])
(709827)",Chhattisgarh,"NA
(10/2022)","12/2025
(-)","349.75
(349.75)",304.58,96
484,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",928.97,53
485,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",21.95,16
486,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)",Jharkhand,"01/2025
(02/2025)","10/2026
(-)","207.13
(207.13)",21.54,12
487,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)",Jharkhand,"08/2023
(03/2023)","07/2025
(11/2025)","513.82
(513.82)",338.22,76
488,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)",Jharkhand,"03/2024
(04/2024)","06/2026
(-)","260.37
(260.37)",58.19,27
489,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",190.32,49
490,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",375.39,45
491,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)",West Bengal,"09/2023
(09/2023)","12/2026
(-)","916.78
(916.78)",156.82,26
