Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
703,"Ramganjmandi-Bhopal New Line Project [276.50 km]
(West Central Railway [WCR] - II)
(705481)
(220100314) (1542)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2001
(10/2004)","12/2025
(12/2027)","3032
(5073)",4170.81,82
704,"Nimach-Badi Sadri New Rail Line Project
(Western Railway [WR] - II)
(705764)
(N22000503) (9926)","Multi-States
(Madhya Pradesh,
Rajasthan)","04/2017
(09/2021)","03/2026
(06/2026)","495
(825)",284.66,60
705,"Mathura-Jhansi Third Railway Line [274 Km]
(RVNL - II)
(705667)
(N22000501) (2005)","Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","12/2015
(03/2018)","12/2024
(12/2026)","5961
(5961)",5171.79,96.32
706,"Jhansi - Bina Third Railway Line [153 Km]
(CAO/C/NCR)
(705598)
(N22000496) (2083)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","09/2016
(03/2018)","03/2022
(03/2026)","2002
(2002)",1942.49,96
707,"Jhansi-Khairar-Manikpur & Khirar-Bhimsen
(North Central Railway)
(705608)
(N22000495) (2319)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","03/2018
(04/2019)","03/2026
(03/2026)","4330
(4330)",3000.09,70
708,"Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km]
(South Central Railway [SCR] - II)
(705613)
(N22000367) (1773)","Multi-States
(Maharashtra,
Telangana)","09/2016
(10/2016)","01/2025
(11/2025)","2595
(3071)",4154.83,94.8
709,"Narayangarh-Bhadrak 3rd line
(South Eastern Railway [SER] - I)
(705629)
(N22000506) (2385)","Multi-States
(Odisha, West
Bengal)","03/2019
(03/2017)","12/2025
(01/2027)","2400
(3425.32)",2713.19,82
710,"Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line
(Ministry of Railways)
(400223)
(N22000626) (2081)","Multi-States
(Puducherry, Tamil
Nadu)","07/2008
(01/2019)","03/2027
(03/2028)","713
(981)",636.83,80
711,"Sivok-Rangpo New Rail Line
(Indian Railway Construction International Limited [IRCON])
(705432)
(N22000102) (650)","Multi-States
(Sikkim, West
Bengal)","10/2009
(05/2010)","05/2015
(12/2027)","7877
(11775)",10933.68,93.1
712,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project
(Eastern Railway [ER] - I)
(602797)
(N22000631) (-)","Multi-States (Uttar
Pradesh, West
Bengal)","08/2017
(12/2017)","03/2027
(03/2027)","461.64
(461.64)",296.61,33
713,"Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at
Barpali.
(South Eastern Railway [SER] - I)
(400006)
(-) (4689)",Odisha,"10/2021
(10/2021)","10/2025
(12/2026)","808.99
(808.99)",743.46,40
714,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)
(-) (4299)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
715,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)
(-) (4292)",Odisha,"08/2022
(06/2022)","12/2024
(12/2026)","210
(210)",40.56,52
716,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)
(-) (4247)",Odisha,"09/2022
(06/2022)","12/2024
(06/2027)","186.21
(186.21)",103.1,88
717,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)
(N22000521) (2015)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",235.1,55
718,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)
(-) (-)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",117.3,88
719,"Rourkela-Bondamunda A-Cabin 5th line [9.6 km]
(CAO/C/SER)
(615915)
(-) (-)",Odisha,"09/2022
(12/2023)","03/2026
(11/2026)","244.99
(244.99)",146.07,45
720,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)
(-) (7025)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",7.14,0
721,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)
(-) (7026)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",2.35,0
722,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)
(-) (-)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",37.26,5.5
723,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)
(-) (-)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",2.47,10.5
724,"Naupada-Gunupur - New line upto Theruvali [73.62 km]
(Indian Railway)
(616839)
(-) (7082)",Odisha,"08/2024
(04/2026)","12/2029
(-)","1165.89
(1165.89)",0,0
