Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
147,"NLC Talabira Thermal Power Project
(NLC India Limited [NLCIL])
(400231)",Odisha,"01/2017
(01/2024)","03/2030
(-)","27212.96
(27213)",2616.26,1
148,"300 MW SPP part of 510 MW CPSU scheme
(NLC India Limited [NLCIL])
(612819)",Rajasthan,"07/2022
(03/2023)","09/2024
(12/2025)","1813
(1813)",1752.16,100
149,"50 MW Solar PP Minedout Area
(NLC India Limited [NLCIL])
(615327)",Tamil Nadu,"08/2023
(02/2024)","03/2025
(12/2025)","218.03
(218.03)",166.55,100
150,"Ghatampur Thermal Power Plant 3 X 660 MW
(NLC India Limited [NLCIL])
(400259)",Uttar Pradesh,"07/2016
(08/2016)","11/2020
(03/2026)","17237.8
(21780.9)",20967.25,94
,Total (8),,,,51903.57,27270.79,
,Railways,,,,,,
151,"Dharamjaigarh-Korba
(Railway)
(400203)",Chhattisgarh,"05/2018
(03/2017)","12/2026
(08/2026)","1686.22
(2438.53)",536.26,42
152,"Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia
line]
(Ministry of Coal)
(400416)",Jharkhand,"02/2018
(05/2022)","06/2025
(06/2026)","1799.64
(2564.34)",1663.13,66
,Total (2),,,,3485.86,2199.39,
,Ministry of Power,,,,,,
,Coal,,,,,,
153,"Tubed Coal Mine
(Damodar Valley Corporation)
(400192)",Jharkhand,"07/2016
(10/2016)","05/2026
(05/2026)","1581
(1581)",599.74,36
154,"Badam Coal Mining project of NTPC
(National Thermal Power Corporation [NTPC])
(603293)",Jharkhand,"02/2019
(09/2019)","12/2056
(04/2027)","502
(784)",399.59,59
,Total (2),,,,2083,999.33,
,Electricity Generation,,,,,,
