Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
591,"SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km]
(South Western Railway [SWR] - II)
(705761)",Karnataka,"09/2019
(02/2023)","12/2027
(06/2028)","1454
(1454)",71.89,11
592,"Belgaum-Dharwad via Kittur [73.10Km]
(South Western Railway [SWR] - II)
(706835)",Karnataka,"09/2020
(03/2025)","12/2027
(03/2029)","1591
(1591)",0.38,0
593,"Kumbalam-Turavur doubling project [15.59 Km]
(Southern Railway [SR] - II)
(705638)",Kerala,"04/2023
(04/2023)","03/2027
(03/2027)","813
(802.8)",66.7,18
594,"Ernakulam-Kumbalam doubling project [7.71 Km]
(SR-ERS)
(705639)",Kerala,"04/2023
(04/2023)","03/2028
(02/2027)","601
(595.39)",289.52,19
595,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho
(North Central Railway)
(705480)",Madhya Pradesh,"01/2007
(03/1998)","03/2027
(12/2027)","8914
(8914)",5013.49,72
596,"Katni - Bina Third Railway Line [279 km]
(West Central Railway WCR I)
(705651)",Madhya Pradesh,"06/2016
(01/2017)","03/2022
(12/2025)","2478.23
(4127.23)",3330.66,92
597,"Satna-Rewa Railway Line Doubling Project
(West Central Railway [WCR] - II)
(705659)",Madhya Pradesh,"11/2015
(08/2017)","03/2026
(03/2026)","500
(584)",565.61,80
598,"Doubling of Katni - Singrauli Railway Line [261 km]
(Indian Railway Construction International Limited [IRCON])
(705660)",Madhya Pradesh,"03/2016
(03/2017)","12/2025
(12/2025)","2445
(4377)",3234.88,100
599,"Katni Grade Separator/Bye Pass
(Indian Railway Construction International Limited [IRCON])
(705661)",Madhya Pradesh,"03/2016
(09/2017)","09/2024
(03/2026)","1248
(1248)",1651.34,95
600,"Indore - Budni New Railway Line [198 kms]
(RVNL - II)
(705763)",Madhya Pradesh,"08/2019
(10/2020)","09/2030
(09/2030)","7474
(7474)",1780.6,25
601,"Nimach-Ratlam Doubling [133 Km]
(Western Railway [WR] - II)
(705933)",Madhya Pradesh,"10/2021
(10/2021)","10/2027
(10/2027)","1095.88
(1095.88)",1067.49,89
602,"DHULE [BORVIHIR] - NARDANA NEW LINE [50.60 KMS]
(Central Railway)
(400019)",Maharashtra,"01/2019
(04/2023)","12/2026
(09/2027)","492.76
(1170.83)",276.86,16
