Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
470,"Establishment of new GMC Rudrapur
(Medical Education, Ministry of Health and Family Welfare)
(707086)
(-) (-)",Uttarakhand,"10/2022
(02/2024)","12/2026
(-)","325
(325)",274,60
471,"Establishment of new GMC Pithoragarh
(Medical Education, Ministry of Health and Family Welfare)
(707087)
(-) (-)",Uttarakhand,"08/2021
(04/2023)","12/2026
(-)","325
(768.89)",327.08,84
,Total (35),,,,20308.19,10433.53,
,Ministry of Labour and Employment,,,,,,
,Healthcare,,,,,,
472,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar,
Visakhapatnam, Andhra Pradesh
(Employee's State Insurance Company [ESIC])
(612167)
(-) (-)",Andhra Pradesh,"02/2021
(04/2023)","10/2025
(06/2026)","384.27
(384.27)",253.37,94
473,"350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand
(Employee's State Insurance Company [ESIC])
(612186)
(-) (-)",Gujarat,"06/2022
(04/2023)","03/2026
(05/2027)","558.12
(558.12)",55.81,21.5
474,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds
to 150 beds.
(Employee's State Insurance Company [ESIC])
(612211)
(-) (-)",Gujarat,"08/2022
(10/2023)","10/2025
(11/2026)","205.87
(205.87)",51.74,50
475,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka
(Employee's State Insurance Company [ESIC])
(612745)
(-) (-)",Karnataka,"02/2015
(10/2024)","01/2027
(05/2027)","278
(278)",80.52,34
476,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli,
Karnataka
(Employee's State Insurance Company [ESIC])
(612748)
(-) (-)",Karnataka,"07/2019
(03/2025)","02/2027
(-)","150.92
(150.92)",31.05,25.9
477,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.
(Employee's State Insurance Company [ESIC])
(612213)
(-) (-)",Maharashtra,"10/2013
(08/2022)","08/2025
(09/2026)","194.93
(196.7)",114.39,67
478,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff
Housing for ESIC Hospital at Andheri, Mumbai
(Employee's State Insurance Company [ESIC])
(616691)
(-) (-)",Maharashtra,"12/2008
(06/2009)","08/2025
(09/2026)","260.13
(260.13)",216.46,89
479,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.
(Employee's State Insurance Company [ESIC])
(612513)
(-) (-)",Odisha,"12/2010
(02/2025)","06/2027
(-)","164.6
(164.6)",16.44,7.2
480,"CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR
(Employee's State Insurance Company [ESIC])
(612259)
(-) (-)",Uttarakhand,"02/2021
(12/2021)","10/2024
(07/2026)","102.4
(297.63)",340.3,89
,Total (9),,,,2299.24,1160.08,
,"Ministry of Ports, Shipping and Waterways",,,,,,
,Inland Waterways,,,,,,
481,"Jal Marg Vikas Project
(Inland Waterways Authority of India [IWAI])
(701565)
(-) (-)","Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)","01/2018
(02/2018)","12/2023
(12/2025)","5369.18
(5061.15)",4117.61,83.72
,Total (1),,,,5369.18,4117.61,
,Shipping,,,,,,
482,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis
Under PPP Mode
(Deendayal Port Trust)
(609424)
(-) (-)",Gujarat,"10/2022
(03/2024)","03/2027
(09/2027)","4243.64
(4243.64)",2481,60
483,"Replacement and revamping of pipeline projects in oil jetty area, Kandla
(Deendayal Port Trust [DPT])
(701570)
(-) (-)",Gujarat,"09/2021
(09/2021)","09/2023
(03/2025)","171
(211.61)",149.5,92
484,"Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT
basis - Phase II
(New Mangalore Port Authority)
(617804)
(-) (-)",Karnataka,"12/2023
(06/2024)","03/2027
(-)","153.23
(153.23)",97.45,95
485,"Rewas Port Project
(Reliance Industries Ltd)
(400382)
(-) (-)",Maharashtra,"12/2019
(01/2020)","03/2023
(-)","6000
(6000)",5999.89,88
486,"Deepening and Optimization of Inner Harbour facilities including development of
Western Dock on BOT basis to handle Cape size vessels
(Paradip Port Trust [PPT])
(701574)
(-) (-)",Odisha,"05/2022
(01/2023)","12/2027
(10/2028)","3004.63
(3004.63)",2244.12,74
487,"Integrated development of Outer Container Terminal and berth No. 1 though 5 NSD at
KDS, SMPK on DBFOT basis through PPP mode
(Syama Prasad Mookerjee Port Kolkata)
(619229)
(-) (-)",West Bengal,"03/2025
(02/2027)","08/2028
(-)","832.25
(832.25)",0,0
,Total (6),,,,14404.75,10971.96,
