Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
109,"KHADIA EXPANSION [10 TO 16 MTP
(NCL - CIL)
(615183)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
(06/2021)","03/2025
(03/2027)","491.67
(491.67)",379.69,57.12
110,"SUBHADRA OCP
(Mahanadi Coalfields Limited [MCL])
(400165)
(-) (-)",Odisha,"05/2021
(05/2021)","04/2032
(-)","1693.81
(1693.81)",1331.36,46.27
111,"SIARMAL OCP
(Mahanadi Coalfields Limited [MCL])
(400166)
(-) (-)",Odisha,"02/2021
(02/2021)","03/2029
(-)","5194.95
(5194.95)",3491.08,60.66
112,"BALARAM EXPANSION OCP
(Mahanadi Coalfields Limited [MCL])
(400183)
(-) (-)",Odisha,"08/2020
(08/2020)","03/2029
(-)","3504.21
(3504.21)",961.2,58.23
113,"GOPALJI KANIHA OCP [10 TO 30 M
(MCL - CIL)
(400185)
(-) (-)",Odisha,"04/2022
(04/2022)","03/2030
(-)","8416.19
(6107.87)",1776.83,35.69
114,"INTEGRATED LAKHANPUR-BELPAHAR-
(Mahanadi Coalfields Limited [MCL])
(400187)
(-) (-)",Odisha,"05/2018
(05/2018)","03/2027
(-)","2434.75
(2434.75)",2030.9,82.5
115,"BHARATPUR RE-ORGANIZATION OCP
(Mahanadi Coalfields Limited [MCL])
(400392)
(-) (-)",Odisha,"11/2018
(11/2018)","03/2029
(-)","2838.86
(2838.86)",1713.38,53.04
116,"Naini Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615857)
(-) (-)",Odisha,"03/2020
(03/2020)","03/2026
(-)","494.3
(494.3)",491.33,80
117,"INTEGRATED KULDA GARJANBAHAL O
(MCL - CIL)
(616226)
(-) (-)",Odisha,"04/2023
(04/2023)","03/2033
(-)","3563.5
(3563.5)",652.7,10.24
118,"BHUBANESWARI EXPN OCP 50 MTY
(MCL - CIL)
(616231)
(-) (-)",Odisha,"03/2024
(03/2024)","03/2033
(-)","5366.27
(5366.27)",477.43,33.96
119,"HINGULA II OC EXPN PH III 15 M
(MCL - CIL)
(616232)
(-) (-)",Odisha,"11/2022
(11/2022)","03/2029
(-)","1561.85
(1561.85)",279.32,31.05
120,"BALABHADRA OCP
(MCL - CIL)
(616233)
(-) (-)",Odisha,"04/2023
(04/2023)","03/2030
(-)","978.44
(978.44)",251.55,18.21
121,"Talabira II & III OCP - FMC
(NLC India Limited [NLCIL])
(618982)
(-) (-)",Odisha,"10/2022
(05/2023)","06/2026
(12/2026)","522.45
(522.45)",324.74,73.65
122,"Jawahar Khani Open Cast Mine
(Singareni Collieries Company Limited [SCCL])
(615818)
(-) (-)",Telangana,"12/2021
(12/2021)","03/2025
(03/2027)","297.88
(297.88)",50.39,20
123,"Kalyanikhani Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615858)
(-) (-)",Telangana,"03/2016
(05/2017)","03/2026
(-)","384.32
(384.32)",301.56,76
124,"Godavarikhani Coal Mine - 5
(Singareni Collieries Company Limited [SCCL])
(615860)
(-) (-)",Telangana,"07/2019
(05/2019)","03/2025
(03/2026)","607.04
(607.04)",200.83,71
125,"Indaram Opencast Project
(Singareni Collieries Company Limited [SCCL])
(615861)
(-) (-)",Telangana,"08/2017
(12/2022)","03/2025
(03/2026)","424.81
(424.81)",408.29,81
126,"Goleti Opencast Mine
(Singareni Collieries Company Limited [SCCL])
(615862)
(-) (-)",Telangana,"07/2021
(08/2021)","03/2026
(-)","345.6
(345.6)",111.94,33
127,"Venkatesh Khani Coal Mine
(Singareni Collieries Company Limited [SCCL])
(615863)
(-) (-)",Telangana,"10/2020
(06/2020)","03/2026
(-)","484.5
(484.5)",477.14,97
128,"Kakatiyakhani OC - 2 Project
(Singareni Collieries Company Limited [SCCL])
(615865)
(-) (-)",Telangana,"08/2017
(09/2017)","03/2025
(03/2026)","442.42
(442.42)",253.39,63
129,"MOHANPUR EXPANSION OC -PHASE I
(ECL - CIL)
(400173)
(-) (-)",West Bengal,"11/2020
(11/2020)","03/2026
(03/2030)","888.99
(888.99)",143.29,31.52
130,"BONJEMEHARI EXPANSION OCP
(Eastern Coal Fields Limited [ECL])
(400180)
(-) (-)",West Bengal,"08/2021
(08/2021)","03/2026
(03/2030)","570.11
(570.11)",88.96,17.13
131,"NAKRAKONDA KUMARDIH- B OCP
(ECL - CIL)
(400181)
(-) (-)",West Bengal,"08/2018
(08/2018)","03/2029
(-)","502.68
(502.67)",88.9,28.58
