Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
529,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",380.73,85
530,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2074.54,92
531,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)",Bihar,"03/2018
(03/2017)","06/2024
(02/2026)","1586
(1586)",1471.11,99
532,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1427.78,97
533,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",27.98,55
534,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",0.82,0
535,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3438)",2624.33,94
536,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(12/2025)","1589
(1798)",1576.81,94
537,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(03/2026)","1171
(1171)",377.41,100
538,"4th line between Nipania Bhatapara 14.4 Km
(South East Central Railway [SECR] - II)
(612815)",Chhattisgarh,"12/2022
(05/2024)","03/2027
(-)","170.49
(170.49)",1.34,5
539,"Dharamjaigarh-Korba 63 km
(CERL)
(613003)",Chhattisgarh,"08/2023
(07/2022)","08/2026
(-)","1686.26
(1686.26)",288.83,18.5
540,"KHARSIA- NAYA RAIPUR-PARMALKASA 5th and 6th Line [278KM]
(CAO/C/SECR)
(617200)",Chhattisgarh,"04/2025
(04/2025)","03/2031
(-)","7853.84
(7853.84)",0,0
541,"Dallirajhara - Rowghat New Rail Line Project, Phase-I
(Rail Vikas Nigam Limited)
(617374)",Chhattisgarh,"NA
(11/2009)","03/2025
(02/2026)","1516.45
(1881.26)",2053.12,94
542,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(Rail Vikas Nigam Limited)
(705433)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628
(1628)",1440.85,82
543,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2025)","4970
(7448.52)",4696.68,75
544,"Boridand - Ambikapur Doubling Line Project
(South East Central Railway [SECR] - II)
(706854)",Chhattisgarh,"06/2022
(04/2022)","06/2030
(06/2030)","1376
(1576.72)",139.49,21
545,"4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709815)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(12/2027)","177.03
(177.03)",0,3
546,"4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709816)",Chhattisgarh,"09/2022
(05/2024)","02/2027
(02/2027)","177.34
(177.34)",1.64,6
547,"4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23]
(SECR)
(709817)",Chhattisgarh,"09/2022
(05/2024)","11/2026
(11/2026)","169.06
(169.06)",18.37,60
548,"4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23]
(SECR)
(709818)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(01/2027)","328.34
(328.34)",57.3,27
549,"3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI
(SECR)
(709819)",Chhattisgarh,"09/2022
(05/2025)","12/2026
(12/2026)","167.64
(167.64)",0.11,4
550,"Redevelopment of New Delhi Railway Station and construction of associated
infrastructure
(Rail Land Development Authority)
(613785)",Delhi,"01/2023
(06/2024)","12/2028
(-)","4744
(4744)",129.61,1
551,"Development of New Bijwasan Railway Terminal
(Northern Railways)
(617379)",Delhi,"02/2008
(03/2013)","03/2020
(12/2025)","446.21
(446.21)",521.74,80
552,"North Region Video Surveillance Project
(RCIL)
(705298)",Delhi,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,0
553,"Anand Vihar-Tilak Bridge 3rd & 4th line
(CAO/C/NR)
(705583)",Delhi,"03/2013
(03/2013)","03/2023
(12/2027)","667
(667)",289.26,63
554,"Provision of Work-site Tampers [WST] Railway Project
(EDTK[MC]/RB)
(705694)",Delhi,"01/2016
(01/2016)","12/2023
(01/2026)","187.72
(187.72)",141.91,100
555,"WST Machine Procurement Project
(EDTK[MC]/RB)
(705708)",Delhi,"06/2018
(06/2018)","03/2024
(12/2027)","176
(176)",0,0
556,"PCT Machine Procurement Project
(EDTK[MC]/RB)
(705710)",Delhi,"04/2019
(04/2019)","04/2024
(06/2027)","336
(336)",74.32,85
557,"RBMV Machine Procurement Project
(EDTK[MC]/RB)
(705712)",Delhi,"10/2019
(10/2019)","06/2024
(12/2027)","480
(480)",20.65,27
558,"SRGM Machine Procurement Project
(EDTK[MC]/RB)
(705717)",Delhi,"10/2019
(10/2019)","12/2023
(03/2026)","440
(440)",390.03,90
