Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
527,"GOOTY-PENDEKALLU DOUBLING 29.225 Km
(South Central Railway [SCR] - II)
(611752)
(N22000585) (-)",Andhra Pradesh,"03/2023
(06/2023)","03/2027
(03/2027)","351.83
(351.83)",347.98,3.04
528,"GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK
(South Central Railway [SCR] - II)
(611754)
(-) (-)",Andhra Pradesh,"07/2023
(07/2023)","07/2026
(-)","293.3
(293.3)",272.72,0.24
529,"Kurnool - Setting up facilities for coach midlife rehabilitation workshop
(WPO/Patna)
(611927)
(-) (5430)",Andhra Pradesh,"01/2014
(10/2017)","12/2023
(-)","560.72
(560.72)",276.66,65
530,"Flyover between Pendurthi and Simhachalam North to avoid surface crossing at
Simhachalam 7.135 km PB 73 of 2023 24 NR
(East Coast Railway [ECoR] - II)
(612827)
(-) (-)",Andhra Pradesh,"04/2023
(05/2024)","04/2027
(-)","183.65
(183.65)",17.25,16
531,"3rd & 4th line between Vadlapudi -Gate Jn. cabin and Tie line between Gate Junction
to Gangavaram port
(East Coast Railway [ECoR] - II)
(616697)
(-) (-)",Andhra Pradesh,"04/2023
(03/2024)","06/2026
(-)","154.28
(154.28)",69.59,80
532,"Tiupati Katpadi 104.39 kms
(South Central Railway [SCR] - II)
(617210)
(-) (7532)",Andhra Pradesh,"04/2025
(04/2025)","03/2029
(-)","1215.56
(1215.56)",62.2,0.06
533,"3rd Line between Gudur Renigunta 83.17 Km
(South Central Railway [SCR] - II)
(617216)
(-) (7545)",Andhra Pradesh,"10/2024
(10/2024)","03/2027
(-)","877.34
(877.34)",206.02,0.17
534,"Nidadavolu-Duvvada 3rd & 4th Lines
(South Central Railway [SCR] - II)
(619326)
(-) (12527)",Andhra Pradesh,"04/2026
(04/2026)","01/2032
(-)","9889.24
(9889.24)",0.01,0.01
535,"Kurnool Coach Midlife Rehabilitation Project
(South Central Railway [SCR] - II)
(705253)
(-) (-)",Andhra Pradesh,"05/2016
(07/2014)","12/2020
(12/2026)","563
(560.72)",959.27,75.01
536,"Kotapalli - Narasapur New Line
(South Central Railway [SCR] - II)
(705436)
(220100265) (1800)",Andhra Pradesh,"03/2009
(09/2013)","03/2028
(03/2028)","2501
(2501)",1417.7,30.02
537,"Guntur-Guntakal Doubling Project
(South Central Railway [SCR] - II)
(705633)
(N22000368) (1799)",Andhra Pradesh,"03/2017
(11/2017)","12/2025
(12/2026)","3733
(4295)",5552.65,94.05
538,"Vijaywada-Gudur 3rd Line
(RVNL - II)
(705648)
(N22000369) (1873)",Andhra Pradesh,"08/2016
(04/2018)","11/2024
(03/2026)","6654
(6654)",6181.65,96
539,"Furkating-New Tinsukia[194 Km]
(Northeast Frontier Railway [NFR])
(618986)
(-) (10768)",Assam,"09/2025
(09/2025)","06/2029
(-)","3633.58
(3633.58)",0,0
540,"Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km
(Northeast Frontier Railway [NFR])
(705572)
(N22000388) (1796)",Assam,"09/2016
(09/2016)","03/2026
(03/2026)","4060
(4961)",3831.06,95.16
541,"Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh
(Central Organisation for Railway Electrification (CORE))
(706922)
(-) (3221)",Assam,"09/2020
(09/2018)","09/2020
(06/2024)","890.36
(889.36)",391.73,89
542,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project
(GM/C/ NFR)
(706940)
(-) (-)",Assam,"09/2018
(01/2022)","05/2024
(-)","183.99
(183.99)",0,0
543,"Harmuty-Murkongselek Branch Line Electrification Project
(GM/C/ NFR)
(706942)
(-) (-)",Assam,"09/2018
(01/2022)","05/2024
(-)","237.52
(237.52)",0,0
544,"Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line
(East Central Railway [ECR] - I)
(400254)
(-) (1731)",Bihar,"12/2023
(08/1997)","12/2024
(03/2027)","735.2
(735.2)",589.37,84.2
545,"Construction of Bulb line at Nabinagar Ankorah of East Central Railway
(East Central Railway [ECR] - I)
(617231)
(-) (9908)",Bihar,"06/2024
(06/2024)","06/2028
(-)","611.74
(611.74)",0,0
546,"Doubling of Narkatiaganj Raxaul Sitamarhi Darbhanga & Sitamarhi Muzaffarpur 256
KM
(East Central Railway [ECR] - I)
(617239)
(-) (9904)",Bihar,"11/2024
(11/2025)","11/2029
(-)","4079.95
(4079.95)",9.31,0
547,"Khagaria-Kusheshwar Asthan [42Km] new line project
(East Central Railway [ECR] - I)
(705364)
(220100257) (1883)",Bihar,"04/2019
(12/1998)","12/2024
(03/2027)","614
(1384.16)",491.56,55.7
548,"Hajipur-Sagauli New line
(East Central Railway [ECR] - I)
(705366)
(220100303) (1729)",Bihar,"10/2007
(10/2004)","03/2020
(06/2027)","2067
(2087)",2115.74,75.5
