Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
637,"Dahod-Indore via Sardarpur, Jhabua & Dhar 200.97 km incl. material modification for
change in alignment via Amjhera 4.82 km
(CAOCWR WR mor)
(705453)
(-) (-)","Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
(12/2008)","02/2027
(02/2027)","456.07
(9217.23)",4509.3,57
638,"Chhota Udepur-Dhar 157 km
(CAOCWR WR mor)
(705454)
(-) (-)","Multi-States
(Gujarat, Madhya
Pradesh)","02/2007
(08/2008)","12/2025
(12/2025)","1794.00
(1993.65)",1855.01,58
639,"Taranga Hill-Abu Road via Ambaji 116.65 km
(CAOC/NWR NWR mor)
(400022)
(-) (-)","Multi-States
(Gujarat,
Rajasthan)","07/2022
(05/2023)","07/2030
(07/2030)","2798.00
(3198.16)",1953.58,48
640,"LUNI- SAMDARI- BHILDI DOUBLING
(North Western Railway [NWR])
(616842)
(-) (-)","Multi-States
(Gujarat,
Rajasthan)","02/2024
(02/2024)","07/2027
(-)","3085.59
(3085.59)",962.77,36
641,"Chandigarh-Baddi 33.23 km
(CAOC/NR NR mor)
(705424)
(-) (-)","Multi-States
(Haryana,
Himachal Pradesh)","02/2018
(07/2022)","12/2026
(12/2026)","1540.00
(1942.17)",1101.73,47
642,"Nangal Dam-Talwara 83.74 km - New broad gauge line & taking over siding Mukerian-
Talwara 29.16 km
(CAOC/NR NR mor)
(705410)
(-) (-)","Multi-States
(Himachal
Pradesh, Punjab)","03/1983
(04/1983)","12/2025
(12/2027)","2018.00
(4076.15)",2934.27,84
643,"Bondamunda - Ranchi 158.50 km
(CAO/C/SER SER mor)
(705628)
(-) (-)","Multi-States
(Jharkhand,
Odisha)","03/2016
(02/2017)","06/2025
(06/2026)","3029.00
(3029.04)",2696.32,95
644,"Buramara - Chakulia 59.96 km PB9/SECR/2023-24
(CAO/C/SER SER mor)
(616588)
(-) (-)","Multi-States
(Jharkhand,
Odisha, West
Bengal)","08/2024
(08/2024)","12/2029
(-)","1459.13
(1459.13)",11.7,2
645,"3rd line between Chandil - Anara- Damodar section 121.26 km
(CAO/C/SER SER mor)
(616227)
(-) (-)","Multi-States
(Jharkhand, West
Bengal)","09/2024
(09/2024)","09/2029
(-)","1932.01
(1932.01)",9.07,0
646,"Kharagpur-Adityapur - 3rd line 132 km
(CMD / RVNL RVNL mor)
(705668)
(-) (-)","Multi-States
(Jharkhand, West
Bengal)","09/2016
(11/2016)","03/2025
(06/2026)","3250.00
(3450.00)",3297.43,98
647,"Baiyyappanahalli-Hosur 48 km
(M.D/KRIDE SWR mor)
(703586)
(-) (-)","Multi-States
(Karnataka, Tamil
Nadu)","04/2019
(07/2020)","12/2024
(01/2026)","498.70
(1160.00)",700.64,85
648,"Trivandrum- Kanyakumari
(CAO/CN/ERS SR mor)
(705635)
(-) (-)","Multi-States
(Kerala, Tamil
Nadu)","08/2017
(08/2019)","03/2025
(06/2028)","1432.00
(3785.45)",3258.97,59
649,"Ratlam-Mhow-Khandwa-Akola 472.64 km including material modification for
Fatehabad-Chandrawati Ganj-Ujjain 22.96 km and Rau-DADN doubling 9.40 km
(CAOCWR WR mor)
(705457)
(-) (-)","Multi-States
(Madhya Pradesh,
Maharashtra)","01/2008
(09/2011)","03/2027
(09/2028)","1656.25
(13314.47)",5045.54,75
650,"Itarsi-Nagpur bal. 280 km
(CAOC/CR CR mor)
(705507)
(-) (-)","Multi-States
(Madhya Pradesh,
Maharashtra)","09/2016
(12/2016)","03/2027
(12/2027)","2449.91
(2509.24)",2290.12,55
651,"Ramganj Mandi-Bhopal 262 km
(CPM/Kota WCR mor)
(705481)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan)","02/2000
(08/2001)","12/2025
(12/2027)","3032.00
(5074.76)",4498.51,86
652,"Nimach-Badi Sadri NL Project 48 km
(CAOC/NWR NWR mor)
(705764)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan)","10/2018
(01/2022)","03/2026
(06/2026)","495.00
(895.67)",577.16,60
653,"Mathura-Jhansi - 3rd line 273.80 km
(CMD / RVNL RVNL mor)
(705667)
(-) (-)","Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","09/2016
(02/2017)","12/2023
(12/2026)","5961.00
(5960.76)",5725.22,94
654,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho 541 km
(CE/C-4/WCR WCR mor)
(705480)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","01/2007
(02/1999)","03/2027
(12/2027)","8914.00
(8913.94)",6622.82,73
655,"Jhansi-Bina - 3rd line 152.57 km
(CAO/C/NCR NCR mor)
(705598)
(-) (-)","Multi-States
(Madhya Pradesh,
Uttar Pradesh)","09/2016
(03/2020)","03/2022
(03/2026)","2002.00
(2001.63)",1943.61,98
