Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO
POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]
(National Hydroelectric Power Corporation Limited [NHPC])
(602181)",Sikkim,"03/2019
(03/2020)","03/2024
(12/2027)","5748.04
(5748.04)",4656.92,69
175,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Hydroelectric Power Corporation Limited [NHPC])
(605156)",Sikkim,"03/2021
(08/2021)","05/2024
(12/2025)","938.29
(1828.11)",1445.5,93
176,"Khurja super Thermal Power Plant [2X660 MW]
(THDC India Limited)
(602194)",Uttar Pradesh,"03/2019
(08/2019)","02/2024
(09/2025)","11089.42
(13276.2)",12888.23,100
177,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(-)","17195
(17195)",1916,10
178,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)",Uttarakhand,"11/2006
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",7260.25,77
179,"Tehri Pumped Storage Plant Project [4x250 MW]
(THDC India Limited)
(602193)",Uttarakhand,"07/2006
(06/2011)","06/2022
(11/2025)","4825.6
(8339)",8121.61,98
180,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)",Uttarakhand,"08/2008
(01/2014)","12/2022
(03/2027)","3860.35
(6823.72)",5186.68,72
181,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",1372.17,2
182,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)",West Bengal,"10/2014
(09/2014)","09/2019
(03/2029)","1381.84
(1381.84)",1303.42,47
183,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)",West Bengal,"06/2019
(02/2021)","01/2024
(12/2025)","1037
(1106)",1098.16,92
,Total (30),,,,223418.07,136108.81,
,Transmission & Distribution,,,,,,
184,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(03/2026)","1248.69
(1248.69)",924.03,84
185,"Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool
New Substation
(Power Grid Corporation of India Limited [POWERGRID])
(612856)",Andhra Pradesh,"05/2023
(12/2023)","09/2025
(01/2026)","163.61
(163.61)",71.98,56
186,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",129.86,0
187,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",0.02,0
188,"Western Region Expansion Scheme-XXV
(Power Grid Corporation of India Limited [POWERGRID])
(611737)",Chhattisgarh,"02/2023
(02/2023)","11/2023
(12/2025)","385.84
(385.84)",378.74,97
189,"Transmission system strengthening scheme for evacuation of power from solar energy
zones in Rajasthan 8.1 GW under Phase II- Part- G1
(Power Grid Corporation of India Limited [POWERGRID])
(608301)",Delhi,"02/2022
(02/2022)","09/2023
(11/2025)","359.47
(359.47)",336.11,94
190,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part B
(Power Grid Corporation of India Limited [POWERGRID])
(611656)",Gujarat,"03/2023
(03/2023)","03/2025
(10/2025)","1167.55
(1167)",1105.5,94
191,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part C
(Power Grid Corporation of India Limited [POWERGRID])
(611657)",Gujarat,"03/2023
(03/2023)","03/2025
(11/2025)","2820.99
(2820.99)",2639.03,90
192,"Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2
TRANSMISSION SYSTEM LIMITED
(Power Grid Corporation of India Limited [POWERGRID])
(611660)",Gujarat,"03/2023
(03/2023)","12/2024
(10/2025)","966.79
(966.79)",911.97,96
193,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","3751.82
(3751.82)",1688.32,25
194,"Transmission System for Evacuation of Power from potential Renewable Energy zone
in Khavda Area of Gujarat under Phase IV [7 GW] Part E3
(Power Grid Corporation of India Limited [POWERGRID])
(612151)",Gujarat,"07/2023
(07/2023)","07/2025
(12/2025)","334
(334)",93.52,33
195,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","679
(679)",101.85,24
196,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)",Gujarat,"10/2024
(10/2024)","07/2026
(-)","329
(329)",10.17,2
197,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",6.11,1
