Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
506,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)
(-) (-)",Jharkhand,"01/2025
(02/2025)","10/2026
(04/2027)","207.13
(207.13)",86.62,51.82
507,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)
(-) (-)",Jharkhand,"03/2024
(04/2024)","06/2026
(04/2027)","260.37
(260.37)",125.6,50.16
508,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)
(-) (-)",Jharkhand,"11/2023
(12/2023)","11/2026
(11/2027)","627.31
(627.31)",342.26,66.11
509,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)
(-) (-)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",628.29,65
510,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)
(-) (-)",West Bengal,"09/2023
(09/2023)","12/2026
(09/2027)","916.78
(916.78)",234.05,35.36
511,"Installation of New Bar Mill at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617242)
(-) (-)",West Bengal,"07/2024
(08/2024)","06/2027
(-)","2115.44
(2115.44)",828.94,66.02
512,"Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617246)
(-) (-)",West Bengal,"09/2024
(10/2024)","06/2026
(10/2027)","758.09
(758.09)",286.36,41.68
513,"Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617248)
(-) (-)",West Bengal,"11/2024
(12/2024)","07/2026
(11/2026)","227.96
(227.96)",103.97,74.55
514,"Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617251)
(-) (-)",West Bengal,"07/2024
(12/2024)","05/2026
(08/2026)","196.4
(196.4)",65.5,32.21
515,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)
(-) (-)",West Bengal,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",415.31,26.7
,Total (17),,,,17297.84,10585.12,
,Ministry of Railways,,,,,,
,Railways,,,,,,
516,"Nadikudi - Srikalahasti New Line
(South Central Railway [SCR] - II)
(400298)
(-) (-)",Andhra Pradesh,"03/2012
(12/2016)","05/2027
(03/2028)","2312
(5932)",3119.31,55.02
517,"GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK
(South Central Railway [SCR] - II)
(611754)
(-) (-)",Andhra Pradesh,"07/2023
(07/2023)","07/2026
(-)","293.3
(293.3)",272.72,0.24
518,"Kurnool - Setting up facilities for coach midlife rehabilitation workshop
(WPO/Patna)
(611927)
(-) (-)",Andhra Pradesh,"01/2014
(10/2017)","12/2023
(-)","560.72
(560.72)",276.66,65
519,"Flyover between Pendurthi and Simhachalam North to avoid surface crossing at
Simhachalam 7.135 km PB 73 of 2023 24 NR
(East Coast Railway [ECoR] - II)
(612827)
(-) (-)",Andhra Pradesh,"04/2023
(05/2024)","04/2027
(-)","183.65
(183.65)",17.25,16
520,"3rd & 4th line between Vadlapudi -Gate Jn. cabin and Tie line between Gate Junction
to Gangavaram port
(East Coast Railway [ECoR] - II)
(616697)
(-) (-)",Andhra Pradesh,"04/2023
(03/2024)","06/2026
(-)","154.28
(154.28)",69.59,80
521,"Tiupati Katpadi 104.39 kms
(South Central Railway [SCR] - II)
(617210)
(-) (-)",Andhra Pradesh,"04/2025
(04/2025)","03/2029
(-)","1215.56
(1215.56)",62.2,0.06
522,"3rd Line between Gudur Renigunta 83.17 Km
(South Central Railway [SCR] - II)
(617216)
(-) (-)",Andhra Pradesh,"10/2024
(10/2024)","03/2027
(-)","877.34
(877.34)",206.02,0.17
523,"Nidadavolu-Duvvada 3rd & 4th Lines
(South Central Railway [SCR] - II)
(619326)
(-) (-)",Andhra Pradesh,"04/2026
(04/2026)","01/2032
(-)","9889.24
(9889.24)",0,0.01
524,"Kurnool Coach Midlife Rehabilitation Project
(South Central Railway [SCR] - II)
(705253)
(-) (-)",Andhra Pradesh,"05/2016
(07/2014)","12/2020
(12/2026)","563
(560.72)",959.27,75.01
525,"Kotapalli - Narasapur New Line
(South Central Railway [SCR] - II)
(705436)
(-) (-)",Andhra Pradesh,"03/2009
(09/2013)","03/2028
(03/2028)","2501
(2501)",1417.7,30.02
526,"Guntur-Guntakal Doubling Project
(South Central Railway [SCR] - II)
(705633)
(-) (-)",Andhra Pradesh,"03/2017
(11/2017)","12/2025
(12/2026)","3733
(4295)",5552.65,94.05
