Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
407,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)
(N16000519) (9966)",Maharashtra,"05/2023
(05/2023)","05/2026
(09/2026)","2585
(2585)",1349.7,83
408,"Visakh Raipur Pipeline Project
(Ministry of Petroleum and Natural Gas)
(616254)
(N16000539) (-)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","09/2024
(09/2024)","09/2027
(09/2027)","2212
(2212)",539.65,35.4
409,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)
(N16000439) (2106)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","04/2020
(04/2020)","03/2024
(07/2026)","9265
(9265)",6895.77,88
410,"Pipeline Rehabilitation Project, Phase-II
(Ministry of Petroleum & Natural Gas)
(617827)
(-) (10800)","Multi-States
(Assam, Bihar,
West Bengal)","12/2024
(12/2024)","12/2029
(12/2029)","680
(680)",8.55,26
411,"Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline
(Ministry of Petroleum & Natural Gas)
(701330)
(-) (739)","Multi-States
(Gujarat, Haryana,
Punjab,
Rajasthan)","07/2011
(07/2011)","06/2024
(03/2027)","7392
(7392)",6357.26,90.2
412,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)
(N16000531) (-)","Multi-States
(Jammu and
Kashmir, Punjab)","07/2023
(07/2023)","07/2026
(07/2026)","521.9
(521.9)",310.3,81.6
413,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)
(N16000285) (803)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
(06/2009)","12/2012
(09/2026)","2915
(5909)",4798.6,96.8
414,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)
(-) (-)","Multi-States
(Karnataka,
Maharashtra)","01/2006
(01/2006)","06/2031
(06/2031)","5535
(5535)",4327.39,47
415,"Dhamra Haldia Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701344)
(N16000391) (2527)","Multi-States
(Odisha, West
Bengal)","03/2020
(03/2020)","11/2022
(09/2026)","1030.65
(1125)",922,94
416,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)
(N16000520) (-)","Multi-States
(Punjab,
Rajasthan)","12/2022
(12/2022)","06/2030
(06/2030)","3207
(3207)",418.05,30.9
417,"Augmentation/ Revamping of Dimapur Depot, Dimapur
(MinistryofPetroleumNaturalGas)
(709786)
(N16000529) (-)",Nagaland,"08/2023
(08/2023)","11/2027
(11/2027)","227.62
(227.62)",26.6,41.2
418,"Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip
Refinery
(Ministry of Petroleum & Natural Gas)
(604859)
(N16000396) (3064)",Odisha,"07/2020
(07/2020)","01/2024
(08/2026)","13805
(11783)",70637.31,94.3
419,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA
(Ministry of Petroleum & Natural Gas)
(617818)
(-) (9999)",Odisha,"02/2022
(02/2022)","12/2031
(12/2031)","514.91
(514.91)",21.98,5.9
420,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(MinistryofPetroleumNaturalGas)
(709800)
(-) (-)",Odisha,"04/2021
(04/2021)","03/2026
(06/2026)","393.54
(393.54)",228.19,82.6
421,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)
(N16000213) (3294)",Offshore,"12/2015
(12/2015)","04/2018
(10/2026)","3190.69
(3375.9)",3123.2,90
422,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)
(-) (-)",Offshore,"09/2024
(09/2024)","02/2026
(12/2026)","1486.4
(1486.4)",581.67,58.8
423,"Pipeline Replacement Project- PRP-IX
(Ministry of Petroleum & Natural Gas)
(619314)
(-) (12147)",Offshore,"08/2025
(08/2025)","05/2027
(05/2027)","6684
(6175)",589.63,14.5
424,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)
(N16000470) (-)",Offshore,"06/2022
(06/2022)","10/2025
(12/2026)","4144.41
(6406.9)",6140.56,99.9
425,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)
(N16000526) (-)",Offshore,"06/2022
(06/2022)","05/2026
(12/2026)","2329.45
(2354.23)",1923.61,95.4
426,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)
(N16000533) (-)",Offshore,"06/2024
(06/2024)","02/2026
(12/2026)","2379.84
(3165.53)",2923.49,98.7
427,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)
(N16000537) (-)",Offshore,"05/2023
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",1722,42.7
