Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
679,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher
Under Deposit Scheme.
(East Coast Railway [ECoR] - II)
(400045)",Odisha,"08/2022
(07/2022)","03/2025
(01/2025)","168.32
(168.32)",69.85,82
680,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)",Odisha,"08/2022
(06/2022)","12/2024
(07/2024)","210
(210)",13.17,40
681,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)",Odisha,"09/2022
(06/2022)","12/2024
(09/2024)","186.21
(186.21)",45,80
682,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",215.87,46
683,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",97.64,68
684,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",4.12,0
685,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",1.13,0
686,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",30,2
687,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",0.1,5
688,"New Line between Junagarh - Nabarangpur [116.21 Km]
(Indian Railway)
(618995)",Odisha,"08/2024
(08/2025)","08/2030
(-)","2864.51
(2864.51)",0,0
689,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5315.25,90
690,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)",Odisha,"03/2004
(12/2004)","03/2025
(03/2027)","1928
(1928)",1995.82,50
691,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1323.62,91
692,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1856.42,71
693,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)",Odisha,"11/2015
(12/2015)","11/2018
(03/2026)","1000
(810.02)",428.84,58
694,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2063.93,85
695,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",13.16,1
696,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",491.99,20
697,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
