Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
453,"350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand
(Employee's State Insurance Company [ESIC])
(612186)",Gujarat,"06/2022
(04/2023)","03/2026
(02/2026)","558.12
(558.12)",58.36,7
454,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds
to 150 beds.
(Employee's State Insurance Company [ESIC])
(612211)",Gujarat,"08/2022
(10/2023)","10/2025
(06/2026)","205.87
(205.87)",31.49,16
455,"Construction of 100 bedded ESIC Hospital & 32 nos. of Staff qtrs at OMPURA J&K.
(Employee's State Insurance Company [ESIC])
(612239)","Jammu and
Kashmir","09/2019
(12/2021)","09/2024
(05/2025)","131.05
(164.93)",1747.76,99
456,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka
(Employee's State Insurance Company [ESIC])
(612745)",Karnataka,"02/2015
(10/2024)","01/2027
(-)","278
(278)",27.8,0
457,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli,
Karnataka
(Employee's State Insurance Company [ESIC])
(612748)",Karnataka,"07/2019
(03/2025)","02/2027
(-)","150.92
(150.92)",0,0
458,"Construction of 200 Bedded [Upgradable to 500 Bedded including 50 beds of SST]
ESIC Hospital at Bibewadi, Pune
(Employee's State Insurance Company [ESIC])
(612188)",Maharashtra,"05/2018
(03/2023)","09/2025
(02/2026)","429.25
(429.25)",252.06,68
459,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.
(Employee's State Insurance Company [ESIC])
(612213)",Maharashtra,"10/2013
(08/2022)","08/2025
(08/2025)","194.93
(196.7)",86.6,60
460,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff
Housing for ESIC Hospital at Andheri, Mumbai
(Employee's State Insurance Company [ESIC])
(616691)",Maharashtra,"NA
(06/2009)","08/2025
(12/2025)","260.13
(260.13)",210.12,88
461,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.
(Employee's State Insurance Company [ESIC])
(612513)",Odisha,"12/2010
(02/2025)","06/2027
(-)","164.6
(164.6)",16.4,1
462,"Construction of 100 Bedded ESIC Hospital building and 32 Nos Residential Quarters
at Vallam Vadangal, SIPCOT, Sriperumbudur
(Employee's State Insurance Company [ESIC])
(612178)",Tamil Nadu,"02/2015
(03/2023)","06/2025
(-)","152.95
(152.95)",107.83,98
463,"Construction of New OPD Block 200 Bed ward Basement + GF + 6 Floors at the
location of old OPD block, at existing ESIC Hospital/ Medical college campus,
Sanathnagar, Hyderabad
(Employee's State Insurance Company [ESIC])
(612688)",Telangana,"11/2017
(10/2021)","06/2024
(06/2025)","211.13
(211.13)",198.95,100
464,"CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR
(Employee's State Insurance Company [ESIC])
(612259)",Uttarakhand,"02/2021
(12/2021)","10/2024
(06/2025)","102.4
(297.63)",297.63,68
,Total (15),,,,3576.21,3422.37,
,"Ministry of Ports, Shipping and Waterways",,,,,,
,Healthcare,,,,,,
465,"Establishment of 600 bed super specialty hospital with optional development of
Medical college and further expansion on PPP basis.
(Mumbai Port Trust [MPT])
(708662)",Maharashtra,"08/2019
(01/2022)","06/2026
(12/2027)","693
(693)",58,0
,Total (1),,,,693,58,
,Inland Waterways,,,,,,
466,"Jal Marg Vikas Project
(Inland Waterways Authority of India [IWAI])
(701565)","Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)","01/2018
(02/2018)","12/2023
(12/2025)","5369.18
(5061.15)",3526.99,72
467,"Fairway Development in West Bengal Farakka - Kahelgaon
(Inland Waterways Authority of India [IWAI])
(611142)",Offshore,"NA
(08/2018)","07/2023
(04/2024)","177
(197)",183.32,100
,Total (2),,,,5546.18,3710.31,
,Shipping,,,,,,
468,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis
Under PPP Mode
(Deendayal Port Trust [DPT])
(609424)",Gujarat,"10/2022
(03/2024)","03/2027
(-)","4243.64
(4243.64)",800.04,32
