Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
449,"Establishment of new GMC Jhanjharpur
(Medical Education, Ministry of Health and Family Welfare)
(707017)
(-) (-)",Bihar,"NA
()",(-),"250
(250)",150,0
450,"Establishment of new GMC Siwan
(Medical Education, Ministry of Health and Family Welfare)
(707018)
(-) (-)",Bihar,"NA
()",(-),"250
(250)",150,0
451,"Establishment of new GMC Buxar
(Medical Education, Ministry of Health and Family Welfare)
(707019)
(-) (-)",Bihar,"NA
()",(-),"250
(250)",150,0
452,"Establishment of new GMC Jamui
(Medical Education, Ministry of Health and Family Welfare)
(707020)
(-) (10127)",Bihar,"03/2019
(10/2022)","10/2025
(-)","250
(500)",103.21,50
453,"Establishment of new GMC Korba
(Medical Education, Ministry of Health and Family Welfare)
(707044)
(-) (-)",Chhattisgarh,"02/2023
(10/2023)","12/2026
(-)","325
(322.85)",178.49,54
454,"Establishment of new GMC Mahasamund
(Medical Education, Ministry of Health and Family Welfare)
(707045)
(-) (-)",Chhattisgarh,"10/2023
(10/2023)","05/2026
(-)","325
(325)",322.5,82
455,"Establishment of new GMC Kanker
(Medical Education, Ministry of Health and Family Welfare)
(707046)
(-) (-)",Chhattisgarh,"02/2020
(09/2024)","03/2027
(-)","325
(325)",36,59
456,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New
Delhi
(PMSSY AND Institute of NATIONAL Importance)
(617882)
(-) (-)",Delhi,"09/2025
(09/2025)","09/2026
(-)","358.19
(358.19)",53.73,20
457,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar
campuses of AIIMS, New Delhi
(PMSSY AND Institute of NATIONAL Importance)
(617883)
(-) (10791)",Delhi,"10/2016
(06/2022)","06/2027
(-)","4441
(4441)",44.44,57
458,"AIIMS Rajkot
(PMSSY AND Institute of NATIONAL Importance)
(701170)
(-) (3219)",Gujarat,"01/2019
(01/2019)","03/2026
(12/2026)","1195
(1195)",777.1,93.85
459,"Establishment of new GMC Panchmahal
(Medical Education, Ministry of Health and Family Welfare)
(707049)
(-) (10708)",Gujarat,"09/2022
(09/2022)","03/2026
(-)","325
(663.5)",457.34,87.5
460,"Establishment of new GMC Porbandar
(Medical Education, Ministry of Health and Family Welfare)
(707050)
(-) (10710)",Gujarat,"04/2022
(10/2022)","09/2024
(-)","325
(618.98)",936.64,81
461,"AIIMS Majra Rewari Haryana
(PMSSY AND Institute of NATIONAL Importance)
(701173)
(N21000032) (4799)",Haryana,"02/2019
(02/2019)","12/2026
(12/2026)","1299
(1646.43)",689.42,62.08
462,"AIIMS Kashmir at Awantipora Jammu & Kashmir
(PMSSY AND Institute of NATIONAL Importance)
(701167)
(N28000150) (3209)","Jammu and
Kashmir","01/2019
(03/2019)","12/2025
(12/2026)","1828
(2160.84)",1573.15,77
463,"Establishment of new GMc Udhampur
(Medical Education, Ministry of Health and Family Welfare)
(707051)
(-) (-)","Jammu and
Kashmir","09/2019
(01/2022)","03/2027
(-)","325
(325)",222,75
464,"Establishment of new GMC Handwara [Distt. Kupwara]
(Medical Education, Ministry of Health and Family Welfare)
(707052)
(-) (-)","Jammu and
Kashmir","NA
()",(-),"325
(325)",173,0
465,"Establishment of new GMC Koderma
(Medical Education, Ministry of Health and Family Welfare)
(707021)
(-) (10126)",Jharkhand,"09/2023
(02/2024)","08/2026
(-)","250
(504.8)",271,40
466,"Establishment of new GMC Chaibasa [Singhbhum]
(Medical Education, Ministry of Health and Family Welfare)
(707022)
(-) (-)",Jharkhand,"06/2018
(03/2023)","09/2025
(-)","250
(454.1)",65,57
467,"Establishment of new GMC Leh
(Medical Education, Ministry of Health and Family Welfare)
(707057)
(-) (-)",Ladakh,"NA
()",(-),"325
(325)",127,0
468,"Establishment of new GMC Rajgarh
(Medical Education, Ministry of Health and Family Welfare)
(707058)
(-) (-)",Madhya Pradesh,"12/2021
(11/2022)","04/2024
(-)","325
(325)",179,84
469,"Establishment of new GMC Mandla
(Medical Education, Ministry of Health and Family Welfare)
(707059)
(-) (-)",Madhya Pradesh,"08/2023
(10/2023)","04/2026
(-)","325
(325)",83.41,43
470,"Establishment of new GMC Gondia
(Medical Education, Ministry of Health and Family Welfare)
(706988)
(-) (-)",Maharashtra,"NA
()",(-),"189
(189)",113.4,0
