Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
426,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)",Offshore,"09/2024
(09/2024)","02/2026
(02/2026)","1486.4
(1486.4)",272.3,21
427,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)",Offshore,"06/2022
(06/2022)","10/2025
(02/2026)","4144.41
(6406.9)",4401.66,87
428,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)",Offshore,"06/2022
(06/2022)","05/2026
(05/2026)","2329.45
(2354.23)",1148.9,56
429,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)",Offshore,"06/2024
(06/2024)","02/2026
(02/2026)","2379.84
(3165.53)",1806.82,63
430,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)",Offshore,"05/2023
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",594.28,21
431,"2G Ethanol Biorefinery at Bathinda
(Hindustan Petroleum Corporation Limited [HPCL])
(400171)",Punjab,"05/2020
(05/2020)","02/2023
(03/2026)","1421.46
(1421.46)",1185.85,95
432,"Bathinda Sangrur Pipeline
(Ministry of Petroleum and Natural Gas)
(612998)",Punjab,"11/2021
(11/2021)","05/2024
(10/2025)","367
(397)",347,94
433,"City Gas Distribution Project at Pathankot District
(MinistryofPetroleumNaturalGas)
(709770)",Punjab,"03/2022
(03/2022)","09/2033
(09/2033)","151
(151)",8.74,2
434,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)",Tamil Nadu,"NA
(09/2021)","06/2025
(10/2028)","31580
(36354)",1342.27,10
435,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)",Tamil Nadu,"NA
(01/2024)","09/2025
(12/2025)","205
(205)",51.31,48
436,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)",Tamil Nadu,"12/2022
(12/2022)","03/2030
(03/2030)","3685
(3685)",238.05,18
437,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)",Tripura,"03/2022
(03/2022)","05/2024
(12/2025)","209.33
(131.51)",68.9,63
438,"PP Project, Pata
(Gas Authority of India Limited [GAIL])
(400161)",Uttar Pradesh,"03/2019
(03/2019)","01/2024
(10/2025)","910.56
(1299.02)",1029,98
