Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
710,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC
exchange yard and NTPC Block Cabin.
(East Coast Railway [ECoR] - II)
(400047)
(-)",Odisha,"08/2022
(06/2022)","12/2024
(12/2026)","210
(210)",37.26,50
711,"Doubling of lines connecting the loading spurs in Talcher Yard.
(East Coast Railway [ECoR] - II)
(400048)
(-)",Odisha,"09/2022
(06/2022)","12/2024
(04/2026)","186.21
(186.21)",95.57,87
712,"Brundamal-Jharsuguda- flyover connection for joining downline
(East Coast Railway [ECoR] - II)
(400232)
(N22000521)",Odisha,"01/2014
(01/2014)","12/2026
(12/2026)","297
(297)",224.39,49
713,"3rd & 4th line between Sarla - Sason [8 km] [PB 73/2023-24/NR]
(East Coast Railway [ECoR] - II)
(612834)
(-)",Odisha,"04/2023
(04/2023)","12/2025
(-)","252
(252)",105.8,75
714,"Bangriposi-Gorumahisani new line [ 85.60 km ]
(CAO/C/SER)
(616586)
(-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","2269.49
(2269.49)",4.42,0
715,"Badampahar-Kendujhargarh new line [82.06 km]
(CAO/C/SER)
(616587)
(-)",Odisha,"08/2024
(09/2025)","12/2029
(-)","1875.72
(1875.72)",1.96,0
716,"Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains
(East Coast Railway [ECoR] - II)
(616694)
(-)",Odisha,"04/2023
(10/2025)","07/2028
(-)","200.77
(200.77)",30,2
717,"Paradeep - Badabandha 3rd & 4th Line / 18.51kms
(East Coast Railway [ECoR] - II)
(616695)
(-)",Odisha,"08/2023
(04/2025)","11/2028
(-)","300.15
(300.15)",0.1,5
718,"New Line between Junagarh - Nabarangpur [116.21 Km]
(Indian Railway)
(618995)
(-)",Odisha,"08/2024
(08/2025)","08/2030
(-)","2864.51
(2864.51)",0,0
719,"Khurda-Bolangir New Broad Gauge Rail Link [301km]
(East Coast Railway [ECoR] - II)
(705358)
(220100284)",Odisha,"03/1994
(03/2001)","12/2026
(12/2026)","3792
(5089)",5464.43,91
720,"Talcher-Bimlagarh New Railway Line
(East Coast Railway [ECoR] - II)
(705359)
(220100328)",Odisha,"03/2004
(12/2004)","03/2025
(03/2029)","1928
(1928)",2049.18,52
721,"Bhadrak-Nergundi Third Line
(East Coast Railway [ECoR] - II)
(705510)
(N22000316)",Odisha,"10/2015
(04/2015)","11/2024
(01/2026)","1284
(1284)",1325.03,92
722,"Koraput - Singapur Railway Doubling
(East Coast Railway [ECoR] - II)
(705513)
(N22000379)",Odisha,"12/2015
(12/2015)","12/2027
(03/2028)","2362
(2362)",1923.14,73
723,"Jarapada- Budhapank with flyover at Talcher road 3rd and 4th Line
(East Coast Railway [ECoR] - II)
(705514)
(N22000380)",Odisha,"11/2015
(12/2015)","11/2018
(03/2027)","1000
(810.02)",443.96,59
724,"3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.
(East Coast Railway [ECoR] - II)
(705515)
(N22000381)",Odisha,"07/2013
(12/2015)","03/2026
(03/2026)","1173
(2092)",2096.3,86
725,"Jeypore-Navarangpur New Rail Line Project
(East Coast Railway [ECoR] - II)
(705741)
(N22000517)",Odisha,"07/2017
(04/2023)","07/2028
(12/2029)","748
(748)",14.27,1
726,"Jeypore-Malkanagiri New Railway Line Project
(East Coast Railway [ECoR] - II)
(705742)
(N22000516)",Odisha,"02/2018
(12/2023)","07/2033
(07/2033)","2344
(2344)",493.99,20
727,"Khurda Road - Balangir Electrification of Railway Track Project
(Ministry of Railways)
(706898)
(-)",Odisha,"09/2018
(09/2019)","03/2021
(-)","267.61
(267.61)",0,0
728,"GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms
(East Coast Railway [ECoR] - II)
(709811)
(N22000520)",Odisha,"09/2022
(05/2025)","09/2027
(09/2027)","190
(189.93)",0,0
729,"Jaynagar-Bijalpura, incl. extn. Bet, Bijalpura-Bardibas [Nepal]
(East Central Railway [ECR] - I)
(705362)
(N22000181)",Offshore,"08/2015
(03/2011)","03/2022
(03/2026)","819
(819)",580.51,75
730,"North Region Video Surveillance Project
(RCIL)
(705298)
(-)",PAN India,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,48
731,"Ludhiana- Killa Raipur Railway Doubling Project
(Railway)
(705783)
(N22000584)",Punjab,"03/2019
(12/2022)","03/2025
(02/2027)","237.64
(238)",137.07,57
732,"Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli
Gauge Conversion [152 Km]
(North Western Railway [NWR])
(611849)
(N22000608)",Rajasthan,"01/2023
(01/2023)","06/2028
(06/2028)","968.92
(968.92)",239.88,65
