Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
571,"3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI
(SECR)
(709819)
(N22000579) (-)",Chhattisgarh,"09/2022
(05/2025)","12/2026
(12/2026)","167.64
(167.64)",26.52,10
572,"Redevelopment of New Delhi Railway Station and construction of associated
infrastructure
(Rail Land Development Authority)
(613785)
(-) (6133)",Delhi,"01/2023
(06/2024)","12/2028
(-)","4744
(4744)",332.08,5
573,"Development of New Bijwasan Railway Terminal
(Northern Railways)
(617379)
(-) (-)",Delhi,"02/2008
(03/2013)","03/2020
(12/2026)","446.21
(446.21)",556.36,80
574,"Anand Vihar-Tilak Bridge 3rd & 4th line
(CAO/C/NR)
(705583)
(N22000281) (2336)",Delhi,"03/2013
(03/2013)","03/2023
(12/2027)","667
(667)",324.17,23
575,"Chandargaon - Cansaulium Rail Flyover Project [16 Km]
(South Western Railway [SWR] - II)
(706865)
(-) (6111)",Goa,"NA
(04/2026)","03/2031
(-)","1892
(1892)",0,0
576,"Kosamba Umarpada 70 Km
(PCE/WR)
(611918)
(-) (-)",Gujarat,"07/2023
(07/2022)","03/2027
(-)","468
(468)",44.62,9
577,"New Broad Gauge line between Naliya to Jakhau Port
(Western Railway [WR] - II)
(611943)
(N22000550) (-)",Gujarat,"02/2023
(02/2023)","01/2028
(02/2028)","410.26
(410.26)",11.3,5
578,"Petlad Bhadran 23 Kms
(Western Railway)
(611945)
(N22000538) (-)",Gujarat,"05/2022
(05/2022)","05/2030
(05/2030)","307.11
(307.11)",18.9,17
579,"Samlaya Timba Road 54 km
(PCE/WR)
(611970)
(N22000540) (5448)",Gujarat,"02/2023
(02/2023)","03/2030
(03/2030)","670.17
(670.17)",47.46,12
580,"Samni Jambusar 24 km
(PCE/WR)
(611971)
(N22000541) (-)",Gujarat,"05/2022
(05/2022)","03/2030
(03/2030)","350
(349.93)",80.49,31
581,"Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms
(Western Railway [WR] - II)
(611974)
(-) (5449)",Gujarat,"08/2023
(08/2023)","12/2026
(12/2027)","1430
(1430)",582.1,45
582,"Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives
Manufacturing at
(PCE/WR)
(611977)
(-) (-)",Gujarat,"05/2022
(02/2023)","02/2025
(-)","487
(487)",222.88,53
583,"Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at
(PCE/WR)
(611978)
(-) (-)",Gujarat,"11/2022
(03/2023)","03/2025
(-)","158
(158)",51.87,10
584,"Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii
(Western Railway [WR] - II)
(611979)
(-) (-)",Gujarat,"01/2023
(04/2023)","06/2025
(05/2026)","250
(250)",185.02,88
585,"4th LINE BETWEEN BAREJADI NANDEJ-SANAND-AHMEDABAD BYPASS
(Western Railway WR - II)
(612072)
(N22000532) (5465)",Gujarat,"02/2023
(02/2023)","03/2027
(07/2028)","961.67
(961.67)",519.8,22
586,"Redevelopment of Ahmedabad railway station and associated infrastructure on
engineering, procurement and construction mode
(Rail Land Development Authority)
(613786)
(-) (6134)",Gujarat,"01/2023
(11/2023)","03/2028
(-)","2379
(2379)",984.21,32.5
587,"Kosamba Umarpada GC PROJECT
(Ministry of Railways-)
(616983)
(-) (-)",Gujarat,"07/2023
(07/2023)","06/2027
(-)","467.58
(467.58)",70.54,16
588,"Desalpar-Hajipir-Luna and Vayor-Lakhpat New Line
(Western Railway [WR] - II)
(617880)
(-) (10790)",Gujarat,"09/2025
(09/2025)","09/2028
(-)","2526.47
(2526.47)",0,0
589,"Devbhumi Dwarka [Okha] - Kanalus Doubling
(Western Railway [WR] - II)
(618972)
(-) (10792)",Gujarat,"12/2025
(12/2025)","12/2028
(-)","1456.77
(1456.77)",0.28,0
590,"Miyagam-Karjan-Dabhoi-Samlaya [GC]
(Western Railway [WR] - II)
(705458)
(N22000142) (1781)",Gujarat,"01/2017
(01/2017)","03/2021
(12/2026)","483.88
(1039.13)",723.52,45
591,"Modasa-Shamlaji Road Railway Line Project
(Western Railway WR - II)
(706757)
(N22000622) (-)",Gujarat,"09/2012
(04/2008)","03/2025
(03/2026)","262
(262)",387.82,64
592,"Rajkot - Kanalus Doubling Project [111.2 Kms]
(Western Railway WR - II)
(706763)
(N22000535) (3803)",Gujarat,"10/2021
(12/2021)","10/2026
(06/2026)","1080.58
(1080.58)",958.41,81
