Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
363,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East
Champaran and Deoria districts
(Bharat Petroleum Corporation Limited [BPCL])
(709793)
(-) (-)",Bihar,"12/2022
(12/2022)","06/2030
(-)","3919.00
(3919.00)",527.15,30.3
364,"City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur,
Bijapur & Dantewada GA
(GAIL Gas)
(617819)
(-) (-)",Chhattisgarh,"06/2022
(06/2022)","06/2030
(-)","557.04
(557.04)",11.63,2.2
365,"Redevelopment of Sobhasan Complex
(Oil and Natural Gas Corporation Limited [ONGC])
(400087)
(-) (-)",Gujarat,"08/2021
(08/2021)","03/2027
(-)","885.63
(1347.61)",1062.32,95.6
366,"Redevelopment of Santhal Field [Onshore-Mehsana Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(400167)
(-) (-)",Gujarat,"02/2017
(02/2017)","03/2026
(12/2026)","1162.56
(1162.56)",1127.73,96.8
367,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)
(-) (-)",Gujarat,"04/2021
(04/2021)","03/2025
(10/2026)","631.03
(845.42)",622.24,93.7
368,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Indian Oil Corporation Limited [IOCL])
(701329)
(-) (-)",Gujarat,"09/2020
(09/2020)","08/2024
(11/2026)","18936.00
(17825.00)",13901.13,89.6
369,"Installation of new Biturox Unit along with allied facilities at Gujarat Refinery
(Indian Oil Corporation Limited [IOCL])
(709778)
(-) (-)",Gujarat,"01/2022
(01/2022)","08/2025
(12/2026)","328.29
(344.36)",218.17,87.7
370,"Commercial Polymer Flooding Project in Bechraji field
(Oil and Natural Gas Corporation Limited [ONGC])
(709838)
(-) (-)",Gujarat,"01/2022
(01/2022)","11/2024
(05/2027)","621.40
(739.02)",280.45,50
371,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira
(Oil and Natural Gas Corporation Limited [ONGC])
(709840)
(-) (-)",Gujarat,"05/2022
(05/2022)","02/2025
(-)","249.43
(249.43)",219.56,97.6
372,"Old Pipe Line Replacement [OPRP] Group-A
(Oil and Natural Gas Corporation Limited [ONGC])
(709841)
(-) (-)",Gujarat,"07/2021
(07/2021)","07/2025
(11/2026)","173.03
(169.84)",168.22,94.6
373,"Kalol Redevelopment Project, Ahmedabad Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709842)
(-) (-)",Gujarat,"08/2022
(08/2022)","03/2027
(-)","1487.41
(1487.41)",946.45,66
374,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal
(Oil and Natural Gas Corporation Limited [ONGC])
(709845)
(-) (-)",Gujarat,"11/2022
(11/2022)","08/2026
(-)","837.34
(1119.86)",469.99,70.9
375,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,
Faridabad
(Indian Oil Corporation Limited [IOCL])
(604853)
(-) (-)",Haryana,"06/2019
(06/2019)","12/2022
(07/2027)","2281.94
(3200.00)",1922.03,65.4
376,"Poly Butadiene Rubber plant at Panipat
(Indian Oil Corporation Limited [IOCL])
(611917)
(-) (-)",Haryana,"03/2022
(03/2022)","03/2025
(12/2026)","1459.00
(2531.44)",1560.24,90.1
377,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Indian Oil Corporation Limited [IOCL])
(701289)
(-) (-)",Haryana,"02/2021
(02/2021)","09/2024
(12/2026)","34627.00
(36225.00)",28007.35,94.3
378,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(Indian Oil Corporation Limited [IOCL])
(709783)
(-) (-)",Haryana,"12/2020
(12/2020)","06/2023
(10/2026)","165.13
(247.69)",193.38,92.5
379,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(Indian Oil Corporation Limited [IOCL])
(709773)
(-) (-)","Jammu and
Kashmir","03/2022
(03/2022)","09/2034
(-)","538.00
(538.00)",4.45,0.6
380,"Development of Jharia CBM Block [Phase-1]
(Oil and Natural Gas Corporation Limited [ONGC])
(610984)
(-) (-)",Jharkhand,"11/2019
(11/2019)","01/2024
(09/2026)","431.00
(431.00)",267.74,66.2
381,"Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL]
(Indian Oil Corporation Limited [IOCL])
(709785)
(-) (-)",Jharkhand,"02/2023
(02/2023)","02/2026
(03/2027)","202.07
(202.07)",65.98,58.4
382,"Power System Upgradation Project
(Mangalore Refinery and Petrochemicals Limited)
(612790)
(-) (-)",Karnataka,"10/2023
(10/2023)","11/2025
(09/2026)","385.00
(385.00)",271.36,90.4
383,"Demo Bio-ATF Project
(Mangalore Refinery and Petrochemicals Limited)
(616879)
(-) (-)",Karnataka,"03/2024
(03/2024)","01/2027
(-)","364.00
(364.00)",91.39,54.8
384,"City Gas Distribution Maharashtra Natural Gas Limited
(Gas Authority of India Limited [GAIL])
(701338)
(-) (-)",Karnataka,"01/2006
(01/2006)","06/2031
(-)","5535.00
(5535.00)",4481.93,47
