Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW]
(National Thermal Power Corporation [NTPC])
(400261)
(N18000275) (1639)",Jharkhand,"11/2017
(11/2017)","03/2023
(02/2027)","18668
(20302)",18690,88.74
175,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand
(Damodar Valley Corporation)
(611509)
(-) (7414)",Jharkhand,"04/2023
(11/2024)","03/2029
(-)","14358
(14358)",1890.03,11
176,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]
(National Thermal Power Corporation [NTPC])
(618976)
(-) (10793)",Madhya Pradesh,"11/2024
(05/2025)","03/2030
(-)","20446
(20446)",1721.18,7.5
177,"Subansiri Lower HE Project [2000 MW]
(National Hydroelectric Power Corporation Limited [NHPC])
(602096)
(180100221) (2415)","Multi-States
(Arunachal
Pradesh, Assam)","09/2003
(01/2005)","09/2010
(05/2026)","6285.33
(26075.5)",26150.32,97.64
178,"Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion
(National Thermal Power Corporation [NTPC])
(602961)
(N18000364) (3450)",Odisha,"08/2022
(09/2022)","05/2027
(03/2028)","11843.75
(12543)",6454.35,50.2
179,"Darlipali Super Thermal Power Project, Stage-II [1x800 MW]
(National Thermal Power Corporation [NTPC])
(619056)
(-) (-)",Odisha,"11/2025
(11/2025)","01/2031
(-)","11131
(11131)",460.85,1.95
180,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO
POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]
(National Hydroelectric Power Corporation Limited [NHPC])
(602181)
(N18000325) (2419)",Sikkim,"03/2019
(03/2020)","03/2024
(12/2027)","5748.04
(5748.04)",4356.15,72.51
181,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Hydroelectric Power Corporation Limited [NHPC])
(605156)
(N18000326) (2408)",Sikkim,"03/2021
(08/2021)","05/2024
(12/2025)","938.29
(1828.11)",1625.93,96.53
182,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)
(N18000382) (7569)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(-)","17195
(17195)",3306.21,19.8
183,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)
(N18000014) (1452)",Uttarakhand,"11/2006
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",7715.24,77
184,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)
(N18000042) (157)",Uttarakhand,"08/2008
(01/2014)","12/2022
(09/2027)","3860.35
(6405.08)",5429.35,80
185,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)
(-) (4195)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",1950.25,9.4
186,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)
(N18000178) (1453)",West Bengal,"09/2014
(09/2014)","09/2019
(03/2029)","1381.84
(2865.56)",1568.56,55.06
187,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)
(-) (2463)",West Bengal,"06/2019
(02/2021)","01/2024
(05/2026)","1037
(1106)",1133.78,96
,Total (31),,,,284729.2,130569.01,
,Transmission & Distribution,,,,,,
188,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)
(N18000380) (5451)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(05/2026)","823
(823)",798.31,98.34
189,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)
(N18000416) (7488)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",721.48,26.19
190,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)
(-) (-)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",3.14,1.5
191,"Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under
phase-III Part-D Phase-II
(Power Grid Corporation of India Limited [POWERGRID])
(615336)
(-) (11862)",Delhi,"11/2023
(10/2024)","02/2026
(12/2026)","284
(284)",22.72,7.75
192,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)
(N18000384) (5494)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","4231
(4231)",2538.6,62
193,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)
(N18000390) (5537)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","697
(697)",369.41,56
