Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
26,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and
Strengthening of C Taxiway at NSCBI Airport Kolkata.
(Airport Authority of India [AAI])
(612791)",West Bengal,"04/2023
(12/2023)","02/2025
(08/2026)","328.3
(328.3)",107.6,49
,Total (26),,,,23049.84,24797.14,
,Ministry of Coal,,,,,,
,Coal,,,,,,
27,"TIKAK EXTENSION OCP
(MIS MoCoal Integration Logins)
(615820)",Assam,"07/2022
(07/2022)","07/2031
(-)","159.77
(159.77)",81.47,0
28,"TIRAP OCP
(MIS MoCoal Integration Logins)
(615821)",Assam,"11/2022
(11/2022)","11/2030
(-)","289.46
(289.46)",105.6,3
29,"PORDA CHIMTAPANI OCP [10 MTY]
(South Eastern Coalfields Limited [SECL])
(400144)",Chhattisgarh,"12/2020
(12/2020)","03/2029
(-)","2310.12
(2310.12)",87.97,10
30,"CHHAL OC SEAM III [6 MTY]
(South Eastern Coalfields Limited [SECL])
(400145)",Chhattisgarh,"12/2013
(12/2013)","03/2022
(11/2025)","610.63
(610.63)",579.82,85
31,"BAROUD OC EXPANSION [3.0-10.0M
(South Eastern Coalfields Limited [SECL])
(400149)",Chhattisgarh,"08/2020
(08/2020)","03/2029
(-)","2309.8
(2309.8)",937.38,50
32,"DIPKA EXPANSION OCP [40 MTY]
(South Eastern Coalfields Limited [SECL])
(400354)",Chhattisgarh,"12/2020
(12/2020)","03/2029
(-)","5241.4
(5241.4)",2841.08,37
33,"GEVRA OC [70 MTY]
(South Eastern Coalfields Limited [SECL])
(400424)",Chhattisgarh,"03/2016
(03/2016)","03/2023
(03/2026)","11816.4
(11816.4)",6687.44,78
34,"JAMPALI OC RCE [2.0 MTY]
(South Eastern Coalfields Limited [SECL])
(613795)",Chhattisgarh,"05/2020
(05/2020)","03/2025
(06/2025)","278.64
(278.64)",210.07,82
35,"AMERA OC RCE [1.0 MTY]
(South Eastern Coalfields Limited [SECL])
(613798)",Chhattisgarh,"02/2015
(02/2015)","03/2026
(-)","335.97
(335.97)",88.24,42
36,"AMGAON OC RCE [1.0 MTY]
(South Eastern Coalfields Limited [SECL])
(613799)",Chhattisgarh,"07/2015
(07/2015)","03/2026
(-)","316.11
(316.11)",188.62,78
37,"JAGANNATHPUR OC RCE PROJECT
(South Eastern Coalfields Limited [SECL])
(613800)",Chhattisgarh,"07/2016
(07/2016)","03/2025
(03/2026)","459.49
(459.49)",274.35,96
38,"MAHAMAYA OCP [1.50 MTY]
(South Eastern Coalfields Limited [SECL])
(613801)",Chhattisgarh,"05/2018
(05/2018)","03/2026
(-)","410.26
(410.26)",182.83,54
39,"KATKONA RO UG MINE
(South Eastern Coalfields Limited [SECL])
(615191)",Chhattisgarh,"01/2023
(01/2023)","03/2029
(-)","329.21
(329.21)",61.34,2
40,"PELMA OC MDO
(South Eastern Coalfields Limited [SECL])
(616234)",Chhattisgarh,"10/2022
(10/2022)","03/2033
(-)","1725.04
(1725.04)",15.66,40
41,"KUSMUNDA OC EXPANSION PROJECT
(SECL - CIL)
(617287)",Chhattisgarh,"11/2024
(11/2024)","03/2030
(-)","4516.88
(4516.88)",775.13,21
42,"MANIKPUR OC EXPANSION PROJECT
(South Eastern Coalfields Limited [SECL])
(617288)",Chhattisgarh,"01/2025
(01/2025)","03/2029
(-)","382.61
(382.61)",113.03,21
43,"HURA C OCP
(ECL - CIL)
(400018)",Jharkhand,"08/2022
(08/2022)","03/2029
(-)","859.41
(859.41)",451.62,62
44,"KONAR EXPANSION OCP
(Ministry of Coal)
(400073)",Jharkhand,"01/2022
(01/2022)","03/2032
(-)","799.34
(799.34)",429.65,45
45,"KARO EXPANSION OCP
(Ministry of Coal)
(400074)",Jharkhand,"01/2022
(01/2022)","03/2029
(-)","908.47
(908.47)",269.26,22
46,"SANGHMITRA OC
(Ministry of Coal)
(400136)",Jharkhand,"03/2024
(03/2024)","03/2032
(-)","2660
(2660)",0,0
47,"CHANDRAGUPT OCP
(Ministry of Coal)
(400138)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","973.5
(973.5)",440.56,24
48,"KOTRE BASANTPUR PACHMO OCP
(Ministry of Coal)
(400139)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","861.06
(625.4)",455.95,42
49,"Pachwara South Coal Block
(NLC India Limited [NLCIL])
(400142)",Jharkhand,"03/2016
(11/2019)","09/2028
(-)","2242.9
(2242.9)",1220.76,74
50,"RPR MAGADH EXP OCP
(Ministry of Coal)
(400150)",Jharkhand,"08/2020
(08/2020)","03/2028
(-)","7254.37
(7254.37)",1600.77,38
51,"NORTH URIMARI EXPANSION OCP
(Ministry of Coal)
(400151)",Jharkhand,"07/2021
(07/2021)","03/2029
(-)","778.8
(778.8)",696.05,67
52,"EPR ROHINI - KARKETTA OCP
(Ministry of Coal)
(400153)",Jharkhand,"01/2021
(01/2021)","03/2028
(-)","1020.42
(1020.42)",84.74,21
53,"EPR PUNDI OCP
(Ministry of Coal)
(400154)",Jharkhand,"11/2020
(11/2020)","03/2027
(-)","713.35
(713.35)",236.58,10
54,"EPR ASHOK OC
(Ministry of Coal)
(400155)",Jharkhand,"05/2021
(05/2021)","03/2031
(-)","2898.28
(2898.28)",179.7,24
