Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
221,"Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B
(Power Grid Corporation of India Limited [POWERGRID])
(400005)","Multi-States
(Dadra & Nagar
Haveli and Daman
& Diu, Gujarat,
Maharashtra)","01/2022
(07/2022)","06/2023
(12/2025)","4546.26
(4546.26)",4210.29,93
222,"Transmission System Strengthening Scheme for evacuation of power from SEZ in
Rajasthan 8.1 GW under Phase II Part G
(Power Grid Corporation of India Limited [POWERGRID])
(608922)","Multi-States (Delhi,
Haryana,
Rajasthan)","05/2022
(05/2022)","11/2023
(11/2025)","1666
(2218)",2129.28,95
223,"Transmission system for evacuation of power from REZ in Rajasthan 20GW under
Phase-III Part J
(Power Grid Corporation of India Limited [POWERGRID])
(611735)","Multi-States (Delhi,
Rajasthan)","12/2022
(12/2022)","03/2025
(04/2026)","331
(331)",129.09,30
224,"Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under
Phase-III Part D [Sikar Khetri Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612132)","Multi-States (Delhi,
Rajasthan)","02/2024
(02/2024)","08/2025
(05/2026)","2000
(2000)",1420,65
225,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL
RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V
[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615347)","Multi-States
(Gujarat,
Maharashtra)","11/2024
(11/2024)","05/2029
(-)","24819
(24819)",1856.46,1
226,"Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-
3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615339)","Multi-States
(Haryana, Punjab,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5969
(5969)",344.41,8
227,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN
REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name
POWERGRID Siwani Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615340)","Multi-States
(Haryana,
Rajasthan)","11/2024
(11/2024)","11/2026
(03/2027)","5357
(5357)",348.2,11
228,"Transmission System for Strengthening of Srinagar-Leh Tr. System
(Power Grid Corporation of India Limited [POWERGRID])
(606781)","Multi-States
(Jammu and
Kashmir, Ladakh)","03/2022
(03/2022)","12/2024
(10/2025)","288.71
(288.71)",242.52,91
229,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar
Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612138)","Multi-States
(Karnataka,
Telangana)","02/2024
(02/2024)","02/2026
(06/2026)","2147.62
(2147.62)",1310.04,64
230,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar
Mandsaur Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615333)","Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
(08/2024)","08/2026
(-)","2227
(2227)",779.45,21
231,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615334)","Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
(08/2024)","08/2026
(03/2027)","3251
(3251)",910.28,20
232,"Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617186)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2025
(03/2025)","03/2027
(-)","5028
(5028)",256.93,1
233,"Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1]
[Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612133)","Multi-States
(Rajasthan, Uttar
Pradesh)","12/2023
(12/2023)","12/2025
(06/2026)","2056
(2056)",1583.12,60
234,"Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5
GW] Part A [SPV name POWERGRID Ghiror Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616670)","Multi-States
(Rajasthan, Uttar
Pradesh)","12/2024
(12/2024)","12/2026
(03/2027)","5846
(5846)",391.68,6
235,"Transmission system strengthening scheme for evacuation of power from solar energy
zones in Rajasthan[8.1 GW] under phase-II- Part E
(Power Grid Corporation of India Limited [POWERGRID])
(611659)",Rajasthan,"03/2023
(03/2023)","09/2024
(10/2025)","1433.28
(1433)",1390.01,97
236,"Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under
Phase III- Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(611947)",Rajasthan,"11/2023
(11/2023)","06/2025
(12/2025)","428.3
(428.3)",205.58,54
237,"Transmission system for evacuation of power from REZ in Rajasthan 20 GW under
Phase-III part H
(Power Grid Corporation of India Limited [POWERGRID])
(611948)",Rajasthan,"10/2023
(10/2023)","04/2025
(12/2025)","2211.29
(2211.29)",1879.59,84
238,"Transmission system for evacuation of power from REZ in Rajasthan 20 GW under
Phase-III part C1
(Power Grid Corporation of India Limited [POWERGRID])
(611949)",Rajasthan,"10/2023
(10/2023)","04/2025
(03/2026)","1796.02
(1796.02)",1347.01,85
239,"Transmission system for evacuation of power from REZ in Rajasthan 20 GW under
Phase-III part B1
(Power Grid Corporation of India Limited [POWERGRID])
(611950)",Rajasthan,"09/2023
(09/2023)","04/2025
(12/2025)","2190.54
(2190.54)",1905.77,89
240,"Transmission system for evacuation of power from REZ in Rajasthan 20GW under
Phase-III Part E1
(Power Grid Corporation of India Limited [POWERGRID])
(611951)",Rajasthan,"12/2021
(08/2023)","02/2025
(09/2025)","688.74
(688.74)",633.42,97
241,"Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1]
[Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612134)",Rajasthan,"12/2023
(12/2023)","12/2025
(06/2026)","2998.34
(2998.34)",1978.9,54
242,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615332)",Rajasthan,"08/2024
(08/2024)","08/2026
(12/2026)","3279
(3279)",819.75,23
