Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1254,"Improvement and Widening to 2-lane with paved shoulder of road from existing Km
438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and
from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208
on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on
EPC mode under JICA ODA Loan Phase VI Package-2
(NHIDCL)
(618369)",Tripura,"01/2024
(09/2024)","09/2026
(-)","657.21
(657.21)",0,42
1255,"Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to
km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina-
Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan
Phase VI Package-1
(NHIDCL)
(618370)",Tripura,"01/2024
(07/2024)","07/2026
(-)","431.78
(431.78)",0,0
1256,"Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total
lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved
shoulder on EPC basis under NHO Package-III- Balance Work
(NHIDCL)
(618385)",Tripura,"02/2020
(09/2024)","09/2025
(-)","174.43
(174.43)",0,0
1257,"Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length-18.600
km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on
EPC bais under NHO
(NHIDCL)
(618386)",Tripura,"02/2020
(07/2020)","01/2022
(10/2024)","277.5
(302.03)",0,0
1258,"Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and
overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km
(NHIDCL)
(618411)",Tripura,"01/2023
(05/2023)","11/2024
(12/2025)","195.95
(195.95)",0,0
1259,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length
25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of
Tripura on EPC basis under NHO-NE
(NHIDCL)
(618417)",Tripura,"03/2023
(03/2024)","03/2027
(-)","2026.05
(2026.05)",0,0
1260,"Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km
379.670 on NH-76New NH-35 to Km 18.00 on NH-27New NH-30 on EPC in the State
of Uttar Pradesh.
(MoRTH)
(617957)",Uttar Pradesh,"02/2023
(03/2024)","09/2025
(-)","274.06
(274.06)",0,91
1261,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on
NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under
EPC mode in the state of Uttar Pradesh.
(MoRTH)
(617964)",Uttar Pradesh,"12/2022
(11/2024)","11/2026
(-)","309.63
(309.63)",24.81,22
1262,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A
including Retaining wall, service lane, at grade road and improvement of junctions, on
EPC mode
(MoRTH)
(618008)",Uttar Pradesh,"03/2021
(03/2022)","09/2023
(03/2024)","185.09
(269.81)",158.8,100
1263,"Balance work of Construction of Ring Road for Raebareli City on eastern side of NH-
24B Phase-1 on EPC mode.
(MoRTH)
(618009)",Uttar Pradesh,"12/2019
(10/2020)","04/2022
(07/2022)","319.96
(347.8)",0,0
1264,"Construction of Balrampur bypass with 2L flexible pavement configuration from
km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode
(MoRTH)
(618054)",Uttar Pradesh,"12/2022
(08/2024)","02/2026
(-)","515.69
(515.69)",80.95,40
1265,"Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC
mode in the State of Uttar Pradesh.
(MoRTH)
(618055)",Uttar Pradesh,"10/2022
(01/2024)","06/2025
(-)","225.17
(225.17)",0,66
1266,"Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from
existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of
Uttar Pradesh EPC basis
(MoRTH)
(618056)",Uttar Pradesh,"01/2022
(03/2024)","09/2025
(04/2026)","509.65
(484.42)",84.14,48
1267,"Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar
Pradesh
(MoRTH)
(618057)",Uttar Pradesh,"10/2022
(11/2023)","05/2025
(-)","189.31
(189.31)",0,0
1268,"Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to
km.40.00 of NH-91-A on EPC mode
(MoRTH)
(618063)",Uttar Pradesh,"03/2020
(03/2023)","09/2024
(08/2025)","262.37
(343.77)",112.46,90
1269,"Construction of two lane with paved shoulder from existing Km.0.000 to Km.55.610
design km. 0.000 to km. 54.048 of NH-124D
(MoRTH)
(618075)",Uttar Pradesh,"12/2021
(02/2024)","02/2026
(-)","840.93
(773.58)",134.9,55
1270,"Construction of Mariahu Bypass with four lane paved shoulder configuration Km.
53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh
(MoRTH)
(618081)",Uttar Pradesh,"03/2023
(02/2024)","02/2026
(-)","438.24
(362.39)",0,44
1271,"Widening & Upgradation to four lane configuration from Km.34.900 Bhadohi to
km.73.134 Jaunpur of NH-135A on EPC mode
(MoRTH)
(618082)",Uttar Pradesh,"03/2021
(11/2022)","05/2024
(-)","395.62
(392.03)",0,84
1272,"Improvement and upgradation to two lane with Paved Shoulder configuration from
existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village
to near Sikriganj in the State of UP on EPC Mode.
(MoRTH)
(618110)",Uttar Pradesh,"11/2021
(11/2022)","05/2024
(07/2025)","307.11
(307.11)",125.88,0
1273,"Improvement and upgradation to two lane with paved shoulder configuration from
existing km 90.00 to 130.00 Design length 39.15 of NH-227A near Sikriganj to
Barhalganj in the State of UP on EPC Mode.
(MoRTH)
(618111)",Uttar Pradesh,"08/2021
(12/2023)","06/2025
(-)","403.36
(345.34)",0,84
