Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
931,"6L Greenfield Varanasi-Ranchi-Kolkata Highway from Pachmon village to
Anarbansalea village From KM. 116000 to KM. 151200 Package-6
(National Highways Authority of India [NHAI])
(618725)",Bihar,"03/2023
(09/2025)","09/2027
(-)","1915.99
(1920.21)",0.74,1
932,"6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Chandauli-
Chainpur Road near Khainti village to junction with Bhabhua-Adhaura road near Palka
village from Km. 27.000 to Km. 54.000 Pkg-2
(National Highways Authority of India [NHAI])
(618726)",Bihar,"03/2023
(10/2025)","10/2027
(-)","1240.93
(1341.52)",31.87,5
933,"6L Greenfield Varanasi-Ranchi-Kolkata Highway from junction with Bhabhua-Adhaura
road in Bhairopur village to Konki village From KM. 54.000 to KM. 90.000Pkg-3
(National Highways Authority of India [NHAI])
(618727)",Bihar,"03/2023
(10/2025)","10/2027
(-)","1576.94
(1711.44)",18.62,7
934,"6L Bridge and its approaches across River Ganga as Part of Patna Ring Road NH-
131G starting from Km 8.480 near Sherpur to Km 23.000 near Dighwara
(National Highways Authority of India [NHAI])
(618738)",Bihar,"09/2022
(09/2023)","09/2027
(-)","6291.69
(3351.62)",457.62,14
935,"4L Greenfield Alignment of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH
119 D Pkg-I
(National Highways Authority of India [NHAI])
(618739)",Bihar,"02/2022
(03/2023)","03/2025
(12/2025)","1390.92
(1427.43)",282.35,33
936,"4L Greenfield Alignment of Shivrampur to Ramnagar from Km. 55.002 to Km.
109.300 of NH 119 D Pkg-II
(National Highways Authority of India [NHAI])
(618740)",Bihar,"02/2022
(07/2023)","07/2025
(12/2025)","1494.31
(1546.07)",193.54,39
937,"4L Greenfield Alignment from Kalyanapur to Tal Dashraha of NH-119D Pkg-III
(NHAI)
(618741)",Bihar,"03/2022
(02/2023)","02/2025
(-)","1857.58
(1969.3)",345.76,30
938,"Ara - Mohania Pkg-II
(National Highways Authority of India [NHAI])
(618774)",Bihar,"08/2020
(01/2021)","07/2023
(11/2025)","984.63
(827.51)",798.12,100
939,"Ara Bypass
(National Highways Authority of India [NHAI])
(618775)",Bihar,"03/2025
(10/2025)","04/2027
(-)","226.32
(226.32)",0.08,0
940,"4L of Aurangabad-Paithan
(NHAI)
(618779)",Bihar,"09/2022
(01/2023)","07/2024
(-)","1505
(349.96)",305.2,96
