Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Ministry of Petroleum & Natural Gas,,,,,,
,Energy Storage,,,,,,
345,"Construction of Aviation Fuel farm Facilities at Bhogapuram Airport
(Ministry of Petroleum & Natural Gas)
(616235)",Andhra Pradesh,"08/2024
(08/2024)","03/2026
(03/2026)","240
(240)",61.94,77
346,"Construction of LPG Facilities at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited)
(709754)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","156.36
(156.36)",63.31,50
347,"Setting up of new rail fed POL facility at Kamardanga, Assam
(Hindustan Petroleum Corporation Limited [HPCL])
(709755)",Assam,"03/2023
(03/2023)","07/2027
(07/2027)","384.04
(384.04)",142.28,57
348,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of
existing PSU OMC's Depots from Jammu City
(Bharat Petroleum Corporation Limited [BPCL])
(400235)","Jammu and
Kashmir","04/2023
(04/2023)","03/2025
(01/2026)","676.89
(715.89)",550.45,84
349,"Andheri Residential Towers, Mumbai
(Ministry of Petroleum & Natural Gas)
(604833)",Maharashtra,"06/2017
(06/2017)","05/2025
(06/2026)","281.35
(389.67)",238.39,51
350,"Srikakulam Angul Gas Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701343)","Multi-States
(Andhra Pradesh,
Odisha)","09/2019
(09/2019)","07/2022
(12/2025)","2658.34
(2810)",2282.98,96
351,"Rajasthan Refinery Project
(MinistryofPetroleumNaturalGas)
(701263)","Multi-States
(Arunachal
Pradesh, Gujarat,
Rajasthan)","10/2017
(10/2017)","10/2022
(03/2026)","43129
(79459)",61926.61,89
352,"Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT]
at Paradip
(Ministry of Petroleum & Natural Gas)
(701349)","Multi-States
(Assam, Bihar,
Jharkhand,
Odisha, West
Bengal)","01/2019
(01/2019)","07/2024
(03/2026)","10228
(11407)",9921.29,88
353,"New Mundra Panipat Crude Oil Pipeline
(Ministry of Petroleum & Natural Gas)
(400078)","Multi-States
(Gujarat, Haryana,
Rajasthan)","12/2021
(12/2021)","12/2024
(12/2025)","9028
(9028)",7292.34,86
354,"Kandla Gorakhpur LPG Pipeline
(Ministry of Petroleum & Natural Gas)
(400012)","Multi-States
(Gujarat, Madhya
Pradesh, Uttar
Pradesh)","12/2018
(12/2018)","12/2021
(12/2025)","10088
(10088)",8059.53,93
355,"Multi Product Pipeline from Irugur to Devangonthi
(Department of Water Resources, River Development & GR)
(400301)","Multi-States
(Karnataka, Tamil
Nadu)","11/2012
(11/2012)","02/2017
(09/2026)","678
(1732)",800.88,73
356,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan
(Hindustan Petroleum Corporation Limited [HPCL])
(709759)",Rajasthan,"12/2023
(12/2023)","12/2026
(12/2026)","461.05
(461.05)",145.12,64
357,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal at
Vallur [Chennai]
(Ministry of Petroleum & Natural Gas)
(400043)",Tamil Nadu,"01/2022
(01/2022)","05/2026
(05/2026)","829
(829)",327.86,67
358,"Grass root POL Terminal at Vallur, Chennai
(Indian Oil Corporation Limited [IOCL])
(400077)",Tamil Nadu,"01/2022
(01/2022)","12/2024
(03/2026)","827
(887.71)",638.71,89
359,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing
Dharmanagar Depot
(Indian Oil Corporation Limited [IOCL])
(400035)",Tripura,"06/2022
(06/2022)","09/2025
(06/2026)","656
(656)",509.92,89
360,"Grass-root Terminal at Mirzapur, Uttar Pradesh
(Ministry of Petroleum & Natural Gas)
(604852)",Uttar Pradesh,"09/2022
(09/2022)","11/2026
(11/2026)","980.45
(980.45)",227.04,57
,Total (16),,,,81301.48,93188.65,
,Oil & Gas,,,,,,
361,"KG-DWN-98/2 Cluster - II Development Project - NELP Block
(Oil and Natural Gas Corporation Limited [ONGC])
(400120)",Andhra Pradesh,"03/2016
(03/2016)","06/2020
(06/2026)","34012
(34012)",32184.03,96
362,"HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery
(Hindustan Petroleum Corporation Limited)
(709752)",Andhra Pradesh,"09/2021
(09/2021)","06/2024
(03/2026)","160
(220)",92.6,76
363,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts
(MinistryofPetroleumNaturalGas)
(709766)",Andhra Pradesh,"03/2022
(03/2022)","03/2030
(03/2030)","1420
(1420)",167.02,6
364,"Numaligarh Refinery Expansion Project
(Ministry of Petroleum & Natural Gas)
(604791)",Assam,"07/2020
(07/2020)","07/2024
(12/2025)","12366
(22494)",17659.09,78
365,"Development of Surface Facilities for production and evacuation of Crude Oil and
Natural Gas from Nadua and East Khagorija
(Ministry of Petroleum & Natural Gas)
(604863)",Assam,"01/2018
(01/2018)","02/2020
(12/2025)","682.9
(726.93)",491.64,94
366,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU,
Guwahati Refinery
(Ministry of Petroleum & Natural Gas)
(607701)",Assam,"05/2021
(05/2021)","10/2023
(05/2026)","412.3
(577)",445.73,87
367,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing
& transportation of natural Gas to be produced from Baghjan Field
(Ministry of Petroleum & Natural Gas)
(616858)",Assam,"12/2020
(12/2020)","03/2024
(12/2025)","430.76
(430.76)",330.99,87
368,"Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi
(MinistryofPetroleumNaturalGas)
(709776)",Assam,"04/2022
(04/2022)","09/2026
(09/2026)","277
(323.09)",188.04,68
369,"Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA
(MinistryofPetroleumNaturalGas)
(709779)",Assam,"06/2022
(06/2022)","03/2026
(07/2027)","768
(740)",123.97,44
370,"Pipeline Network Project Rudrasagar
(Ministry of Petroleum & Natural Gas)
(709847)",Assam,"01/2023
(01/2023)","04/2026
(04/2026)","344.99
(344.99)",215.98,48
