Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
426,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)","Multi-States
(Jammu and
Kashmir, Punjab)","07/2023
(07/2023)","07/2026
(07/2026)","521.9
(521.9)",262.9,43
427,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
(06/2009)","12/2012
(03/2026)","2915
(5909)",4614.8,96
428,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)","Multi-States
(Karnataka,
Maharashtra)","01/2006
(01/2006)","06/2031
(06/2031)","5535
(5535)",4099.17,47
429,"Dhamra Haldia Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701344)","Multi-States
(Odisha, West
Bengal)","03/2020
(03/2020)","11/2022
(03/2026)","1030.65
(1125)",910.6,92
430,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)","Multi-States
(Punjab,
Rajasthan)","12/2022
(12/2022)","06/2030
(06/2030)","3207
(3207)",378.93,28
431,"Augmentation/ Revamping of Dimapur Depot, Dimapur
(MinistryofPetroleumNaturalGas)
(709786)",Nagaland,"08/2023
(08/2023)","11/2027
(11/2027)","227.62
(227.62)",17.08,31
432,"Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip
Refinery
(Ministry of Petroleum & Natural Gas)
(604859)",Odisha,"07/2020
(07/2020)","01/2024
(08/2026)","13805
(11783)",8174.39,92
433,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA
(GAIL Gas)
(617818)",Odisha,"02/2022
(02/2022)","02/2030
(02/2030)","514.91
(514.91)",20.65,5
434,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(MinistryofPetroleumNaturalGas)
(709800)",Odisha,"04/2021
(04/2021)","03/2026
(03/2026)","393.54
(393.54)",155.37,64
435,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)",Offshore,"12/2015
(12/2015)","04/2018
(03/2026)","3190.69
(3375.9)",3123.2,90
436,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)",Offshore,"09/2024
(09/2024)","02/2026
(05/2026)","1486.4
(1486.4)",394.85,35
437,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)",Offshore,"06/2022
(06/2022)","10/2025
(02/2026)","4144.41
(6406.9)",5302,94
438,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)",Offshore,"06/2022
(06/2022)","05/2026
(05/2026)","2329.45
(2354.23)",1223.5,69
439,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)",Offshore,"06/2024
(06/2024)","02/2026
(05/2026)","2379.84
(3165.53)",2115.21,87
440,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)",Offshore,"05/2023
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",895.56,31
441,"2G Ethanol Biorefinery at Bathinda
(Hindustan Petroleum Corporation Limited [HPCL])
(400171)",Punjab,"05/2020
(05/2020)","02/2023
(03/2026)","1421.46
(1421.46)",1234.54,95
442,"City Gas Distribution Project at Pathankot District
(MinistryofPetroleumNaturalGas)
(709770)",Punjab,"03/2022
(03/2022)","09/2033
(09/2033)","151
(151)",8.81,2
443,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)",Tamil Nadu,"09/2021
(09/2021)","06/2025
(10/2028)","31580
(36354)",1404.61,10
444,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)",Tamil Nadu,"01/2024
(01/2024)","09/2025
(12/2026)","205
(205)",80.82,56
445,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)",Tamil Nadu,"12/2022
(12/2022)","03/2030
(03/2030)","3685
(3685)",268.96,23
446,"ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International
airport
(MinistryofPetroleumNaturalGas)
(617822)",Telangana,"03/2025
(03/2025)","09/2027
(-)","215
(215)",38.16,18
447,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)",Tripura,"03/2022
(03/2022)","05/2024
(05/2026)","209.33
(131.51)",72.24,66
448,"PP Project, Pata
(Gas Authority of India Limited [GAIL])
(400161)",Uttar Pradesh,"03/2019
(03/2019)","01/2024
(02/2026)","910.56
(1299.02)",1073,99
449,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(MinistryofPetroleumNaturalGas)
(709781)",Uttar Pradesh,"04/2022
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",13.41,39
450,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)",Uttar Pradesh,"12/2022
(12/2022)","06/2030
(06/2030)","16654
(16654)",660.14,14
451,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Ministry of Petroleum & Natural Gas)
(617302)",West Bengal,"03/2017
(03/2017)","12/2020
(03/2026)","1740
(2493.15)",2351.6,93
452,"Siliguri-Jhapa Pipeline Project
(Indian Oil Corporation Limited [IOCL])
(617828)",West Bengal,"09/2024
(09/2024)","03/2029
(03/2029)","267
(267)",1.77,8
453,"Siliguri Marketing Terminal [SMT] Capacity Augmentation Project
(Ministry of Petroleum & Natural Gas)
(617837)",West Bengal,"11/2021
(11/2021)","12/2025
(09/2026)","484
(484)",297.05,84
454,"Haldia Panagarh Pipeline Project
(Hindustan Petroleum Corporation Limited)
(709753)",West Bengal,"11/2022
(11/2022)","11/2025
(05/2026)","1010
(1107)",762.7,92
