Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(605156)",Sikkim,"03/2021
(03/2021)","05/2024
(12/2025)","938.29
(1828.11)",1584.13,91
175,"Khurja super Thermal Power Plant [2X660 MW]
(THDC India Limited)
(602194)",Uttar Pradesh,"03/2019
(08/2019)","02/2024
(09/2025)","11089.42
(13276.2)",12772.21,97
176,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(-)","17195
(17195)",1739,9
177,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)",Uttarakhand,"NA
(11/2006)","03/2013
(04/2029)","2978
(10907.3)",7195.58,77
178,"Tehri Pumped Storage Plant Project [4x250 MW]
(THDC India Limited)
(602193)",Uttarakhand,"07/2006
(06/2011)","06/2022
(11/2025)","4825.6
(8339)",8064.9,98
179,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)",Uttarakhand,"08/2008
(01/2014)","12/2022
(03/2027)","3860.35
(6823.72)",5101.06,72
180,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)",West Bengal,"NA
(02/2025)","06/2029
(-)","17673
(17673)",1192.71,1
181,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)",West Bengal,"09/2024
(09/2014)","09/2019
(03/2029)","1381.84
(1381.84)",1281.85,47
182,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)",West Bengal,"NA
(02/2021)","01/2024
(12/2025)","1037
(1106)",1092.27,92
,Total (30),,,,223418.07,132369.78,
,Transmission & Distribution,,,,,,
183,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(04/2026)","1248.69
(1248.69)",860.97,82
184,"Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool
New Substation
(Power Grid Corporation of India Limited [POWERGRID])
(612856)",Andhra Pradesh,"05/2023
(12/2023)","09/2025
(11/2025)","163.61
(163.61)",60.53,42
185,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",117.86,0
186,"Western Region Expansion Scheme-XXV
(Power Grid Corporation of India Limited [POWERGRID])
(611737)",Chhattisgarh,"02/2023
(02/2023)","11/2023
(12/2025)","385.84
(385.84)",378.17,97
187,"Transmission system strengthening scheme for evacuation of power from solar energy
zones in Rajasthan 8.1 GW under Phase II- Part- G1
(Power Grid Corporation of India Limited [POWERGRID])
(608301)",Delhi,"02/2022
(02/2022)","09/2023
(11/2025)","359.47
(359.47)",330.91,93
188,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part B
(Power Grid Corporation of India Limited [POWERGRID])
(611656)",Gujarat,"03/2023
(03/2023)","03/2025
(10/2025)","1167.55
(1167)",1050.41,93
189,"Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under
Phase II- Part C
(Power Grid Corporation of India Limited [POWERGRID])
(611657)",Gujarat,"03/2023
(03/2023)","03/2025
(11/2025)","2820.99
(2820.99)",2570.25,84
190,"Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2
TRANSMISSION SYSTEM LIMITED
(Power Grid Corporation of India Limited [POWERGRID])
(611660)",Gujarat,"03/2023
(03/2023)","12/2024
(10/2025)","966.79
(966.79)",904.52,95
191,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)",Gujarat,"12/2023
(12/2023)","12/2025
(06/2026)","3751.82
(3751.82)",1575.72,22
192,"Transmission System for Evacuation of Power from potential Renewable Energy zone
in Khavda Area of Gujarat under Phase IV [7 GW] Part E3
(Power Grid Corporation of India Limited [POWERGRID])
(612151)",Gujarat,"07/2023
(07/2023)","07/2025
(12/2025)","334
(334)",73.48,30
193,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)",Gujarat,"05/2024
(05/2024)","05/2026
(02/2026)","679
(679)",97.23,19
194,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)",Gujarat,"10/2024
(10/2024)","07/2026
(-)","329
(329)",10.07,1
195,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",6.01,1
196,"Transmission System for Evacuation of Power from Potential Renewable Energy Zone
in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID
South Olpad Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615345)",Gujarat,"10/2024
(10/2024)","10/2026
(-)","4766
(4766)",564.77,7
197,"Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V
Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617069)",Gujarat,"02/2025
(02/2025)","02/2027
(-)","466
(466)",13.99,1
