Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
527,"Vijaywada-Gudur 3rd Line
(RVNL - II)
(705648)
(-) (-)",Andhra Pradesh,"08/2016
(04/2018)","11/2024
(03/2026)","6654
(6654)",6213.64,96
528,"Furkating-New Tinsukia[194 Km]
(Northeast Frontier Railway [NFR])
(618986)
(-) (-)",Assam,"09/2025
(09/2025)","06/2029
(-)","3633.58
(3633.58)",0,0
529,"Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km
(Northeast Frontier Railway [NFR])
(705572)
(-) (-)",Assam,"09/2016
(09/2016)","03/2026
(03/2026)","4060
(4961)",3831.06,95.16
530,"Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh
(Central Organisation for Railway Electrification [CORE])
(706922)
(-) (-)",Assam,"09/2020
(09/2018)","09/2020
(06/2024)","890.36
(889.36)",391.73,89
531,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project
(GM/C/ NFR)
(706940)
(-) (-)",Assam,"09/2018
(01/2022)","05/2024
(-)","183.99
(183.99)",0,0
532,"Harmuty-Murkongselek Branch Line Electrification Project
(GM/C/ NFR)
(706942)
(-) (-)",Assam,"09/2018
(01/2022)","05/2024
(-)","237.52
(237.52)",0,0
533,"Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line
(East Central Railway [ECR] - I)
(400254)
(-) (-)",Bihar,"12/2023
(08/1997)","12/2024
(03/2027)","735.2
(735.2)",589.37,84.2
534,"Construction of Bulb line at Nabinagar Ankorah of East Central Railway
(East Central Railway [ECR] - I)
(617231)
(-) (-)",Bihar,"06/2024
(06/2024)","06/2028
(-)","611.74
(611.74)",0,0
535,"Doubling of Narkatiaganj Raxaul Sitamarhi Darbhanga & Sitamarhi Muzaffarpur 256
KM
(East Central Railway [ECR] - I)
(617239)
(-) (-)",Bihar,"11/2024
(11/2025)","11/2029
(03/2030)","4079.95
(4079.95)",9.93,0
536,"Khagaria-Kusheshwar Asthan [42Km] new line project
(East Central Railway [ECR] - I)
(705364)
(-) (-)",Bihar,"04/2019
(12/1998)","12/2024
(03/2027)","614
(1384.16)",491.56,55.7
537,"Hajipur-Sagauli New line
(East Central Railway [ECR] - I)
(705366)
(-) (-)",Bihar,"10/2007
(10/2004)","03/2020
(06/2027)","2067
(2087)",2182.46,75.6
538,"Araria Supaul New BG Line
(East Central Railway [ECR] - I)
(705368)
(-) (-)",Bihar,"06/2018
(03/2009)","03/2024
(01/2027)","1605
(2514)",1725.95,46.9
539,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)
(-) (-)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2712.19,98.2
540,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)
(-) (-)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",369.48,86.5
541,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)
(-) (-)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",412.58,100
542,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)
(-) (-)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2102.51,93
543,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)
(-) (-)",Bihar,"03/2018
(03/2017)","06/2024
(06/2026)","1586
(1586)",1509.67,99
544,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)
(-) (-)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1581.96,98.5
545,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)
(-) (-)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",54.13,56.9
546,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)
(-) (-)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",2.38,0.1
547,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)
(-) (-)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(12/2026)","3055
(3798.06)",2790.19,95.15
548,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)
(-) (-)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(04/2027)","1589
(1798)",1691.27,96.17
