Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
476,"GOOTY-PENDEKALLU DOUBLING 29.225 Km
(South Central Railway [SCR] - II)
(611752)",Andhra Pradesh,"03/2023
(06/2023)","03/2027
(03/2027)","351.83
(351.83)",18,25
477,"GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK
(South Central Railway [SCR] - II)
(611754)",Andhra Pradesh,"NA
(07/2023)","07/2026
(-)","293.3
(293.3)",0,0
478,"Kurnool - Setting up facilities for coach midlife rehabilitation workshop
(WPO/Patna)
(611927)",Andhra Pradesh,"01/2014
(10/2017)","12/2023
(-)","560.72
(560.72)",276.66,65
479,"Flyover between Pendurthi and Simhachalam North to avoid surface crossing at
Simhachalam 7.135 km PB 73 of 2023 24 NR
(East Coast Railway [ECoR] - II)
(612827)",Andhra Pradesh,"NA
(05/2024)","04/2027
(-)","183.65
(183.65)",4.2,11
480,"3rd & 4th line between Vadlapudi -Gate Jn. cabin and Tie line between Gate Junction
to Gangavaram port
(East Coast Railway [ECoR] - II)
(616697)",Andhra Pradesh,"NA
(03/2024)","06/2026
(-)","154.28
(154.28)",10.98,16
481,"Tiupati Katpadi 104.39 kms
(South Central Railway [SCR] - II)
(617210)",Andhra Pradesh,"04/2025
(04/2025)","03/2029
(-)","1215.56
(1215.56)",0,0
482,"3rd Line between Gudur Renigunta 83.17 Km
(South Central Railway [SCR] - II)
(617216)",Andhra Pradesh,"10/2024
(10/2024)","03/2027
(-)","877.34
(877.34)",2.97,0
483,"Kurnool Coach Midlife Rehabilitation Project
(WPO/Patna)
(705253)",Andhra Pradesh,"NA
(07/2014)","12/2020
(-)","563
(563)",120,0
484,"Kotapalli - Narasapur New Line
(South Central Railway [SCR] - II)
(705436)",Andhra Pradesh,"03/2009
(09/2013)","03/2028
(03/2028)","2501
(2501)",1303.41,29
485,"Guntur-Guntakal Doubling Project
(South Central Railway [SCR] - II)
(705633)",Andhra Pradesh,"03/2017
(11/2017)","12/2025
(12/2026)","3733
(4295)",4213.01,92
486,"Vijaywada-Gudur 3rd Line
(RVNL - II)
(705648)",Andhra Pradesh,"08/2016
(04/2018)","11/2024
(12/2025)","6654
(6654)",5922,90
487,"Penukonda - Dharmavaram Doubling Project [41.5 Km]
(South Western Railway [SWR] - II)
(705789)",Andhra Pradesh,"04/2019
(12/2018)","03/2026
(03/2026)","307.66
(307.66)",270.52,61
488,"Doubling of New Bonggigaon to Kamakhya via Goalpara - 176 km
(Northeast Frontier Railway [NFR])
(705572)",Assam,"09/2016
(09/2016)","03/2026
(03/2026)","4060
(4961)",3683.75,93
489,"Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh
(Central Organisation for Railway Electrification [CORE])
(706922)",Assam,"09/2020
(09/2018)","09/2020
(06/2024)","890.36
(889.36)",391.73,89
490,"Mariani-Jorhat, Tinsukia-Dangri and Makum -TirapTrack Electrification Project
(GM/C/ NFR)
(706940)",Assam,"NA
(01/2022)","05/2024
(-)","183.99
(183.99)",0,0
491,"Harmuty-Murkongselek Branch Line Electrification Project
(GM/C/ NFR)
(706942)",Assam,"NA
(01/2022)","05/2024
(-)","237.52
(237.52)",0,0
492,"Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line
(East Central Railway [ECR] - I)
(400254)",Bihar,"12/2023
(08/1997)","12/2024
(03/2027)","735.2
(735.2)",585.84,82
493,"Khagaria-Kusheshwar Asthan [42Km] new line project
(East Central Railway [ECR] - I)
(705364)",Bihar,"04/2019
(12/1998)","12/2024
(03/2027)","614
(1384)",484.29,55
494,"Hajipur-Sagauli New line
(East Central Railway [ECR] - I)
(705366)",Bihar,"10/2007
(10/2004)","03/2020
(12/2026)","2067
(2087)",1968.45,74
495,"Araria Supaul New BG Line
(East Central Railway [ECR] - I)
(705368)",Bihar,"06/2018
(03/2009)","03/2024
(01/2027)","1605
(2514)",1490.2,35
496,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2522.41,94
497,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",367.54,86
498,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)",Bihar,"NA
(12/2015)","03/2025
(10/2025)","519
(519)",344.23,84
499,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2044.54,91
500,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)",Bihar,"03/2018
(03/2017)","06/2024
(08/2025)","1586
(1586)",1463.45,99
501,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1402.95,95
502,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",0.77,55
503,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3438)",2574.54,94
504,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(12/2025)","1589
(1798)",1542.79,92
505,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(11/2025)","1171
(1171)",848,82
