Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
318,"Construction and Developement of National Institute of Technology Meghalaya
Permanent Campus at Sohra
(National Institute of Technology, Meghalaya)
(612885)",Meghalaya,"09/2009
(09/2014)","03/2022
(10/2026)","494.52
(429.7)",426.07,91
319,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl
(NIT Mizoram)
(612876)",Mizoram,"09/2009
(06/2014)","12/2029
(03/2022)","474.23
(474.23)",167.55,4
320,"Establishment of NIT Nagaland
(NIT Nagaland)
(613013)",Nagaland,"09/2009
(12/2014)","12/2025
(-)","275.63
(275.63)",261.7,97
321,"IISER BERHAMPUR
(Indian Institutes of Science Education and Research, Behrampur)
(610315)",Odisha,"10/2018
(09/2019)","03/2021
(06/2026)","1229.32
(843.09)",835.6,98
322,"Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II]
(National Institute of Technology, Puducherry)
(612877)",Puducherry,"09/2009
(07/2013)","12/2024
(08/2025)","618.34
(544.34)",530.45,97
323,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar,
Punjab, Phase-I
(Indian intitue of Management, Amritsar)
(605292)",Punjab,"10/2019
(07/2020)","06/2023
(12/2025)","348.31
(348.31)",290.39,91
324,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block,
International Hostel 100 seater, VC Residence and Purchase of Equipment
(Central University of Punjab)
(617221)",Punjab,"08/2024
(04/2025)","10/2027
(-)","210.99
(210.99)",30,19
325,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South
Sikkim
(Sikkim University)
(609736)",Sikkim,"08/2020
(01/2022)","01/2025
(03/2026)","314.06
(314.06)",238.22,85
326,"Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District
(NIT Sikkim)
(612883)",Sikkim,"02/2024
(03/2024)","02/2028
(12/2026)","685.76
(610.76)",171.56,24
327,"Construction of Precast housing and hostels at IIT Hyderabad
(Indian Institute of Technology, Hyderabad)
(609996)",Telangana,"09/2022
(11/2022)","10/2024
(01/2026)","262
(262)",194.37,83
328,"Banaras Hindu University [ Kayakalp of Institute of Medical Sciences]
(Banaras Hindu University)
(606479)",Uttar Pradesh,"06/2020
(06/2020)","09/2022
(03/2026)","246
(246)",199.71,97
329,"Construction & Development of Infrastructural Facilities in the main campus of NIT
Uttarakhand at Sumari, Pauri Garhwal
(National Institute of Technology Uttarakhand)
(611963)",Uttarakhand,"06/2020
(04/2024)","09/2027
(-)","650.85
(650.85)",261.11,40
330,"HEFA projects on development of student hostels, playgrounds, departmental
buildings, class room complex and other campus facilities in IIT Kharagpur
(Indian Institute of Technology, Kharagpur)
(609019)",West Bengal,"06/2018
(04/2019)","03/2023
(03/2026)","500
(442)",401.6,92
,Total (28),,,,14512.44,7689.22,
,Department of Sports,,,,,,
,Education,,,,,,
331,"National Sports University [NSU], Imphal [Manipur]
(Department of Sports & Youth Affairs)
(400081)",Manipur,"NA
(01/2022)","08/2024
(08/2026)","906.47
(611.74)",565.17,95
,Total (1),,,,906.47,565.17,
,Ministry of Petroleum & Natural Gas,,,,,,
,Energy Storage,,,,,,
