Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
198,"Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha
Transco Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617182)",Gujarat,"03/2025
(03/2025)","03/2027
(-)","172
(172)",7.27,3
199,"Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at
Hindalco Switchyard
(Power Grid Corporation of India Limited [POWERGRID])
(617272)",Haryana,"06/2024
(06/2024)","12/2026
(-)","370
(370)",3.7,1
200,"Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley
HEPs - LTA System
(Power Grid Corporation of India Limited [POWERGRID])
(608302)","Jammu and
Kashmir","02/2022
(02/2022)","04/2025
(09/2025)","318.12
(318.12)",287.31,99
201,"Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624
MW] Part B
(Power Grid Corporation of India Limited [POWERGRID])
(617179)","Jammu and
Kashmir","07/2024
(07/2024)","07/2026
(-)","218.6
(218.6)",1.01,0
202,"Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal
II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(612140)",Karnataka,"12/2023
(12/2023)","12/2025
(03/2026)","2889.39
(2889.39)",1332.21,46
203,"System Strengthening at Koppal-II and GadagII for integration of RE generation
projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616672)",Karnataka,"01/2025
(01/2025)","06/2027
(-)","1354
(1354)",17.73,0
204,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th]
and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar
Augmentation Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617068)",Karnataka,"02/2025
(02/2025)","06/2027
(-)","288
(288)",6.79,0
205,"Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in
Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617184)",Karnataka,"03/2025
(03/2025)","09/2027
(-)","3453
(3453)",33.14,0
206,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2
5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615344)",Madhya Pradesh,"10/2024
(10/2024)","10/2026
(-)","3674
(3674)",495.18,14
207,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615346)",Madhya Pradesh,"08/2024
(08/2024)","08/2026
(-)","2708
(2708)",812.4,35
