Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
957,"Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km.
286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km.
304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur -
Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG-
2017-18-56
(MoRTH)
(617919)",Chhattisgarh,"03/2018
(01/2019)","01/2021
(01/2021)","349.03
(349.03)",0,97
958,"Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon-
Narayanpur from design ch. 0.00 - 48.693 Design Length 47.493 Km. 1.20 Km.
retained on NH-130D under EPC mode in the State Chhattisgarh.
(MoRTH)
(617971)",Chhattisgarh,"12/2022
(03/2025)","03/2027
(-)","322.4
(322.4)",1.1,20
959,"Strengthening and widening of existing 2 lane road to two lane paved shoulder from
km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of
chhattisgarh.job No. 130-CG-2017-18-348
(MoRTH)
(617973)",Chhattisgarh,"11/2017
(05/2019)","11/2020
(-)","188.8
(188.8)",1.06,97
960,"Up-gradation of NH-930 Sherpar to Kohka from Km.67880 to Km.114860 to 2LPS in
Chhattisgarh under EPC mode
(MoRTH)
(618064)",Chhattisgarh,"03/2020
(05/2022)","05/2024
(-)","278.97
(278.97)",201.05,90
961,"Up-gradation of NH-130C Abhanpur to Paund from NH Km. 0000 to KM 40380 to two
lane with paved shoulders in the State of Chhattisgarh on EPC mode.
(MoRTH)
(618078)",Chhattisgarh,"12/2020
(03/2022)","09/2023
(-)","193.16
(193.16)",56.27,85
962,"Durg-Raipur Bypass Section Package - 1 from km. 0.00 to km. 44.50 near Tendesara
to near Khatti Village
(National Highways Authority of India [NHAI])
(618589)",Chhattisgarh,"06/2022
(07/2023)","07/2025
(-)","1828
(1656.73)",537,60
963,"Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village to
near Aurang
(National Highways Authority of India [NHAI])
(618590)",Chhattisgarh,"06/2022
(06/2023)","05/2025
(-)","1958.9
(1561.97)",406.66,40
964,"4L of Bilaspur to Urga km 0.00 to 70.2 of NH-130A
(National Highways Authority of India [NHAI])
(618639)",Chhattisgarh,"04/2020
(03/2022)","03/2024
(-)","1855.59
(2523.86)",719.76,94
965,"Development of 6L of Jhanki Sargi Section Road from km 0.000 to km 42.800 of NH-
130CD Pkg-CG-1
(National Highways Authority of India [NHAI])
(618673)",Chhattisgarh,"11/2021
(09/2022)","09/2024
(-)","1368.19
(1129.14)",617.73,98
966,"Development of 6L Sargi Basanwahi Section from km 42.800 to km 99.500 of NH-
130CD Pkg-CG-2
(National Highways Authority of India [NHAI])
(618674)",Chhattisgarh,"12/2021
(01/2023)","01/2025
(09/2025)","1470.73
(1461.81)",694.37,94
967,"Development of 6L of Basanwahi Marangpuri Section from km 99.500 to km 124.661
of NH-130-CD
(National Highways Authority of India [NHAI])
(618675)",Chhattisgarh,"03/2022
(10/2023)","10/2025
(07/2026)","1307.16
(1303.63)",381.96,56
968,"Conversion of Partially Excavated Escape Tunnel to Uni-Directional 2L
Tunnelincluding construction of cross passages and approach roads on either side of
the tunnel from Km 12.732 to Km 14.568 of Kiratpur to Nerchowk Section of NH-21
(National Highways Authority of India [NHAI])
(618849)",Chhattisgarh,"05/2022
(09/2022)","03/2024
(08/2025)","444.21
(412.88)",394.57,100
969,"4/6 Laning of Raipur-Simga Pkg-I from km. 0.00 to km. 48.58
(National Highways Authority of India [NHAI])
(619103)",Chhattisgarh,"NA
(04/2016)","04/2018
(-)","1096.52
(1172.36)",18.71,100
970,"4 Laning with PS of Pathrapalli-Katghora km 53.3 to km 92.6 Pkg-II of Bilaspur
Kathghora
(National Highways Authority of India [NHAI])
(619167)",Chhattisgarh,"12/2019
(12/2020)","12/2022
(07/2023)","865.1
(1275.26)",412.34,93
971,"Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road
from km. 0.70 to km.15.00
(National Highways Authority of India [NHAI])
(618509)",Delhi,"07/2020
(10/2021)","10/2023
(02/2025)","2089.94
(2203.45)",1796.13,99
972,"6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta
Road of NH-148NA from km. 0.00 to km. 9.00 in NCR
(National Highways Authority of India [NHAI])
(618578)",Delhi,"07/2020
(01/2022)","07/2024
(04/2026)","1467.44
(2510.34)",1349.87,96
973,"8L of Dwarka Expressway Pkg-II RuB near Dwarka Sector 21-DL/HR Border from
5.300 Km.to 9.500 Km. of NH-248BB
(National Highways Authority of India [NHAI])
(619090)",Delhi,"01/2018
(10/2019)","10/2021
(07/2025)","2067.67
(2670.22)",628.68,100
974,"Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including
approaches on NH-66
(MoRTH)
(617942)",Goa,"04/2023
(04/2024)","04/2026
(02/2026)","641.46
(641.46)",0,71
975,"Up-gradation of Dhoraji-Jamkandorna-Kalavad Section of NH-927D from Design
Chainage km 0/00 to km 58/115 to Two lane with PS configuration in the State of
Gujarat on EPC
(MoRTH)
(617906)",Gujarat,"10/2022
(02/2024)","01/2027
(-)","246.6
(291.19)",0,21
976,"Work of 6 laning/Construction of elevated corridor from km 0/0 to 10/170 Narol
Junction to Sarkhej junction including 4 lane Shastri Bridge on Sabarmati river on NH
47 in the State of Gujarat on HAM mode
(MoRTH)
(617916)",Gujarat,"03/2024
(08/2025)","02/2028
(-)","1295.39
(1295.39)",0,5
977,"Construction of new 4 lane major bridge with approaches on Sabarmati River near
Dharoi at Km. 82/00 to 86/00 Design length 3.300 km on NH-58 in the State of Gujarat
on Hybrid Annuity Mode HAM
(MoRTH)
(617926)",Gujarat,"03/2024
(08/2025)","08/2027
(11/2025)","398.4
(398.4)",0,8
978,"Widening to 2LPS between Km 0/0 to 56/0 Khokhara Gujarat Border Vijayanagar
Antrasuba Mathasur road of NH 58 in the State of Gujarat
(MoRTH)
(617927)",Gujarat,"03/2024
(09/2025)","08/2026
(-)","699.19
(699.19)",0,10
