Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
399,"Construction of Additional Tankages and Allied Facilities at JNPT Terminal
(MinistryofPetroleumNaturalGas)
(709780)",Maharashtra,"04/2022
(04/2022)","08/2026
(08/2026)","341.43
(436.14)",293.12,55
400,"ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport
(Indian Oil Corporation Limited [IOCL])
(709782)",Maharashtra,"08/2022
(08/2022)","08/2025
(03/2026)","165
(165)",96.61,83
401,"Installation of Independent De- Aromatized Solvents [DAS] production facilities at MR
(Bharat Petroleum Corporation Limited [BPCL])
(709789)",Maharashtra,"03/2023
(03/2023)","07/2025
(02/2026)","405
(343)",244.2,97
402,"POL & LOBS Installations with Receipt Pipelines at Rasayani
(Bharat Petroleum Corporation Limited [BPCL])
(709797)",Maharashtra,"05/2023
(05/2023)","05/2026
(05/2026)","2585
(2585)",936.03,80
403,"Part Replacement Pipeline Project [PRPP]
(Oil and Natural Gas Corporation Limited [ONGC])
(709846)",Maharashtra,"11/2022
(11/2022)","05/2024
(01/2026)","1219.48
(1145.1)",745,90
404,"Visakh Raipur Pipeline Project
(Ministry of Petroleum and Natural Gas)
(616254)","Multi-States
(Andhra Pradesh,
Chhattisgarh,
Odisha)","09/2024
(09/2024)","09/2027
(09/2027)","2212
(2212)",127.64,21
405,"North East Gas Grid
(Ministry of Petroleum & Natural Gas)
(701346)","Multi-States
(Arunachal
Pradesh, Assam,
Manipur,
Meghalaya,
Mizoram,
Nagaland, Sikkim,
Tripura, West
Bengal)","04/2020
(04/2020)","03/2024
(03/2026)","9265
(9265)",6622,86
406,"Pipeline Rehabilitation Project, Phase-II
(Ministry of Petroleum & Natural Gas)
(617827)","Multi-States
(Assam, Bihar,
West Bengal)","12/2024
(12/2024)","12/2029
(12/2029)","680
(680)",2.32,17
407,"Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for
transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA
(Ministry of Petroleum & Natural Gas)
(701350)","Multi-States
(Assam, West
Bengal)","06/2021
(06/2021)","12/2024
(03/2026)","860
(860)",636.92,99
408,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02
(Hindustan Petroleum Corporation Limited)
(709757)","Multi-States
(Bihar, Jharkhand)","06/2022
(06/2022)","06/2030
(06/2030)","1377
(1377)",350.62,32
409,"Mumbai Nagpur Jharsuguda Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701354)","Multi-States
(Chhattisgarh,
Madhya Pradesh,
Maharashtra,
Odisha)","06/2020
(06/2020)","05/2023
(02/2026)","7844.25
(8255)",6857.3,97
410,"Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline
(Ministry of Petroleum & Natural Gas)
(701330)","Multi-States
(Gujarat, Haryana,
Punjab,
Rajasthan)","07/2011
(07/2011)","06/2024
(03/2026)","7392
(7392)",6336.9,90
411,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)","Multi-States
(Jammu and
Kashmir, Punjab)","07/2023
(07/2023)","07/2026
(07/2026)","521.9
(521.9)",249.7,43
412,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
(06/2009)","12/2012
(03/2026)","2915
(5909)",4548.29,95
413,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)","Multi-States
(Karnataka,
Maharashtra)","01/2006
(01/2006)","06/2031
(06/2031)","5535
(5535)",4037.28,0
