Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1022,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid
pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur
Municipal corporation near Phulewadi to kale, design length 16.440 Km section on
Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC
mode
(MoRTH)
(618098)",Maharashtra,"03/2021
(11/2022)","05/2024
(05/2025)","167.97
(167.97)",0,83
1023,"Strengthening and Widening of road Sakoli- Wadsa-Armori-Gadchiroli-Ashti- Allapalli -
Sironcha National highway NH 353C in Km 262/00 to 321/00 including 16 minor
Bridges and 2 Major Bridge Total length 59 Km section from repanpalli to sironcha in
Gadchiroli Dist in the State of Maharashtra.
(MoRTH)
(618133)",Maharashtra,"03/2021
(06/2022)","05/2024
(07/2025)","280.57
(280.57)",0,0
1024,"Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to
Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on
EPC mode in the State of Maharashtra.
(MoRTH)
(618136)",Maharashtra,"03/2021
(02/2022)","09/2023
(08/2024)","224.44
(224.44)",0,87
1025,"Mhaswad to Tembhurni section of NH-548C - 2L PS
(MoRTH)
(618152)",Maharashtra,"01/2017
(08/2017)","07/2019
(07/2019)","488.6
(488.6)",0,96
1026,"Satara to Mhaswad
(MoRTH)
(618153)",Maharashtra,"01/2017
(08/2017)","08/2019
(-)","653.46
(653.46)",0,98
1027,"Rehabilitation & upgradation of Jamkhed to Sautada Section of NH548 D from km
195.375 to km 208.774, Length 13.399 Km to 2L PS /4L configuration with rigid
pavement in the state of Maharashtra on EPC mode.
(MoRTH)
(618154)",Maharashtra,"03/2022
(01/2023)","07/2024
(-)","157.62
(157.62)",0,62
1028,"Paithan - Shirur section 2LPS Km 0.0 to 55.00
(MoRTH)
(618172)",Maharashtra,"03/2017
(06/2017)","06/2019
(03/2022)","341.8
(341.8)",0,80
1029,"Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L
(MoRTH)
(618173)",Maharashtra,"02/2017
(06/2017)","06/2019
(03/2022)","381.77
(381.77)",0,83
1030,"Rehabilitation and Upgradation of Satana to Mangrul Chandwad Section of NH752 G
Design Ch Km 64.000 to Ch Km 101.140 two lane with paved shoulder/four lane
configuration in the state of Maharashtra on EPC mode.
(MoRTH)
(618175)",Maharashtra,"03/2022
(05/2023)","05/2025
(-)","428.8
(428.8)",0,62
1031,"Pal Phata Phulambri - Khultabad 2LPS
(MoRTH)
(618177)",Maharashtra,"03/2018
(06/2018)","12/2019
(06/2021)","227.19
(227.19)",0,99
1032,"Pune raigarh District Border To Mangaon Ch 69000 to 103775 NH-753F
(MoRTH)
(618180)",Maharashtra,"03/2018
(06/2018)","12/2019
(-)","223.46
(223.46)",0,89
1033,"Rehabilitation / Upgradation to 4 Lane with Paved shoulder of Existing Section in
Sillod Town with Design Ch. Km54500 to Km 60679 [Length6.179 km] section of NH
753F Aurangabad-Jalgaon road on EPC Mode in the State of Maharashtra
(MoRTH)
(618181)",Maharashtra,"03/2023
(01/2024)","07/2025
(-)","153.79
(153.79)",0,93
1034,"Rehabilitation and Up-gradation to 2 lane with paved shoulder configuration of Mahud
Sangola road NH 965 G 159400 to 161900and 162400 to 183960 Design Chainage
from km. 32/300 to km. 34/800 and km. 35/800 to km. 56/860 Rigid Pavement on EPC
mode in the State of Maharashtra.
(MoRTH)
(618188)",Maharashtra,"02/2023
(11/2023)","05/2025
(-)","253.78
(253.78)",0,99
1035,"Balance work of Rehabilitation and Up-gradation to 2-lane road with paved shoulders
configuration for NH- 965DD from Pacharal-Mandangad-Mhapral-Rajewadi Upto
Junction of NH-66 Ch-22700 to 75100 Km and Ambadave connector Birth place of Dr.
Babasaheb Ambedkar Ch-0000 to 7325 Km length Km 59.725 in the state of
Maharashtra on EPC mode. Balance Work
(MoRTH)
(618198)",Maharashtra,"03/2018
(01/2022)","01/2024
(-)","388.93
(341.69)",0,81
1036,"Rehabilitation, Upgradation & Widening of existing Highway to Rigid Pavement 2 Lane
with Paved Shoulder of NH 965DD from Lonand Shirval-Bhor Mandangad-Pchral
Section ShindewadiPhata to Varandah Ghat Dist Border from Km 33/550 to 92/550 in
the state of Maharashtra on EPC mode.
(MoRTH)
(618199)",Maharashtra,"02/2023
(07/2024)","07/2026
(-)","723.13
(723.13)",0,34
1037,"Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad
- Talsari
(National Highways Authority of India [NHAI])
(618468)",Maharashtra,"06/2020
(05/2022)","05/2024
(01/2025)","1524.71
(1913.95)",813.07,99
1038,"Vadodara Mumbai Expressway Phase II - Pkg XIII [Km. 26.582 to Km. 50.700]
Shirsad - Masvan
(National Highways Authority of India [NHAI])
(618469)",Maharashtra,"06/2020
(02/2022)","02/2024
(06/2025)","3536.9
(4679.54)",1707.29,87
1039,"Vadodara Mumbai Expressway Phase II - Pkg XIV [Km. 3.000 to Km. 20.200 of Spur]
Shirsad - Akloli
(National Highways Authority of India [NHAI])
(618470)",Maharashtra,"05/2021
(11/2022)","05/2024
(06/2025)","2058.79
(2324.72)",541.49,80
1040,"Vadodara Mumbai Expressway Phase II - Pkg XV [Km. 20.200 to Km. 43.000 of Spur]
Akloli - Amne
(National Highways Authority of India [NHAI])
(618471)",Maharashtra,"05/2021
(11/2022)","05/2024
(11/2025)","2610.88
(2918.39)",571.76,90
1041,"Vadodara Mumbai Expressway Phase II - Pkg XVI [Km. 43.000 to Km. 69.800 of Spur]
Amne - Bhoj
(National Highways Authority of India [NHAI])
(618472)",Maharashtra,"06/2021
(11/2022)","10/2024
(06/2025)","4051.8
(4315.56)",824.37,86
1042,"Vadodara Mumbai Expressway Phase II - Pkg XVII [Km. 69.800 to Km. 79.783 of
Spur] Bhoj - Morbe
(National Highways Authority of India [NHAI])
(618473)",Maharashtra,"09/2021
(01/2023)","07/2025
(-)","2208.68
(2463.02)",802.11,84
