Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
266,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
267,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)",Maharashtra,"04/2018
(07/2020)","07/2023
(-)","600
(600)",272.42,70
268,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",32562.27,96
269,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",1346.18,30
270,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",72.41,0
271,"Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor
(National Capital Region Transport Corporation [NCRTC])
(702633)","Multi-States (Delhi,
Uttar Pradesh)","03/2019
(03/2019)","06/2025
(12/2025)","30274
(30274)",27060.65,96
272,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9084.56,76
273,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6059.58,64
,Total (23),,,,238843.11,171215.56,
,Waste & Water,,,,,,
274,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)",Andhra Pradesh,"02/2017
(07/2018)","03/2023
(01/2026)","172.22
(172.22)",88.86,82
275,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)",Bihar,"11/2016
(02/2019)","10/2023
(01/2026)","158.78
(158.78)",60.5,83
276,"Storm water drainag Development Project
(ministry of housing and urban affairs)
(702355)","Dadra & Nagar
Haveli and Daman
& Diu","08/2020
(12/2021)","03/2024
(-)","210
(210)",0,20
277,"Upgradation of Sewerage system in Gandhinagar City
(ministry of housing and urban affairs)
(707267)",Gujarat,"07/2020
(03/2021)","06/2023
(-)","200
(200)",100,10
278,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)",Haryana,"03/2017
(11/2017)","09/2023
(03/2026)","278.01
(278.01)",218.89,88
279,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702735)",Haryana,"03/2017
(10/2018)","03/2023
(01/2026)","213.19
(213.19)",168.14,91
