Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
174,"Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A
wholly owned subsidiary of NHPC Ltd. acquired through NCLT
(National Hydroelectric Power Corporation Limited [NHPC])
(605156)
(N18000326) (2408)",Sikkim,"03/2021
(08/2021)","05/2024
(11/2026)","938.29
(1828.11)",1672.37,96.92
175,"Telangana Super Thermal Power Project , Stage-II [3 x 800 MW]
(National Thermal Power Corporation [NTPC])
(619341)
(-) (-)",Telangana,"03/2026
(03/2026)","01/2032
(-)","29344.85
(29344.8)",729.63,0.13
176,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]
(National Thermal Power Corporation [NTPC])
(612142)
(N18000382) (7569)",Uttar Pradesh,"03/2024
(03/2024)","02/2030
(04/2030)","17195
(17195)",3492.41,21.3
177,"Tapovan-Vishnugad HEP [4x130 MW]
(National Thermal Power Corporation [NTPC])
(602185)
(N18000014) (1452)",Uttarakhand,"11/2006
(11/2006)","03/2013
(07/2029)","2978
(10907.3)",7791.33,77
178,"Vishnugad Pipalkoti Hydro Electric Project [444 MW]
(THDC India Limited)
(602195)
(N18000042) (157)",Uttarakhand,"08/2008
(01/2014)","12/2022
(06/2028)","3860.35
(6405.08)",5608.58,80.5
179,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,
West Bengal
(Damodar Valley Corporation)
(400062)
(-) (4195)",West Bengal,"01/2023
(02/2025)","06/2029
(-)","17673
(17673)",2043.87,10
180,"Rammam-III HEPP [3x40 MW]
(National Thermal Power Corporation [NTPC])
(602184)
(N18000178) (1453)",West Bengal,"09/2014
(09/2014)","09/2019
(03/2029)","1381.84
(2865.56)",1587.33,56.16
181,"Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6
(Damodar Valley Corporation)
(602538)
(-) (2463)",West Bengal,"06/2019
(02/2021)","01/2024
(05/2026)","1037
(1106)",1133.78,97
,Total (32),,,,314074.05,134193.75,
,Transmission & Distribution,,,,,,
182,"Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool
1000MW
(Power Grid Corporation of India Limited [POWERGRID])
(611967)
(N18000380) (5451)",Andhra Pradesh,"09/2023
(09/2023)","09/2025
(05/2026)","823
(823)",798.31,98.57
183,"Transmission system strengthening at Kurnool- III PS for integration of additional RE
generation projects [POWERGRID Kurnool III PS RE Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617183)
(N18000416) (7488)",Andhra Pradesh,"03/2025
(03/2025)","12/2027
(-)","2886
(2886)",721.5,29.34
184,"North Eastern Region Expansion Scheme-XXIII [NERES-XXIII]
(Power Grid Corporation of India Limited [POWERGRID])
(617375)
(-) (-)",Arunachal Pradesh,"08/2025
(08/2025)","02/2028
(-)","209.38
(209.38)",3.14,1.5
185,"Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under
phase-III Part-D Phase-II
(Power Grid Corporation of India Limited [POWERGRID])
(615336)
(-) (11862)",Delhi,"11/2023
(10/2024)","02/2026
(12/2026)","284
(284)",65.32,18.91
186,"Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE
park under Phase-III Part B [Vataman Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(612139)
(N18000384) (5494)",Gujarat,"12/2023
(12/2023)","12/2025
(12/2026)","4231
(4231)",2538.6,65.91
187,"Transmission System for Evacuation of Power from Potential Energy Renewable Zone
in Khavda Area of Gujarat under Ph-IV [7GW] Part E2
(Power Grid Corporation of India Limited [POWERGRID])
(612855)
(N18000390) (5537)",Gujarat,"05/2024
(05/2024)","05/2026
(06/2026)","697
(697)",383.35,63
188,"Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name
POWERGRID Jam Khambhaliya Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615342)
(N18000398) (-)",Gujarat,"10/2024
(10/2024)","07/2026
(04/2027)","329
(329)",42.77,16.5
189,"Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and
Khavda Pooling station 3 [KPS3]
(Power Grid Corporation of India Limited [POWERGRID])
(615343)
(N18000402) (6259)",Gujarat,"11/2024
(11/2024)","11/2026
(-)","501
(501)",25.05,7.33
190,"Transmission System for Evacuation of Power from Potential Renewable Energy Zone
in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID
South Olpad Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615345)
(N18000400) (6261)",Gujarat,"10/2024
(10/2024)","10/2026
(10/2027)","4766
(4766)",1334.48,31.48
191,"Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V
Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617069)
(N18000411) (-)",Gujarat,"02/2025
(02/2025)","02/2027
(-)","466
(466)",111.84,30
192,"Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha
Transco Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617182)
(N18000412) (-)",Gujarat,"03/2025
(03/2025)","03/2027
(-)","172
(172)",58.48,37.2
