Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
297,"Mira-Bhayandar Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702840)",Maharashtra,"11/2016
(08/2018)","03/2023
(12/2025)","204.55
(204.55)",1765.97,99
298,"Nagpur Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702842)",Maharashtra,"12/2015
(08/2018)","03/2023
(12/2025)","273.78
(273.78)",2409.09,99
299,"Pune Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702851)",Maharashtra,"03/2017
(07/2017)","03/2023
(10/2025)","235.95
(235.95)",1901.3,92
300,"Solapur Sewerage Management Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702854)",Maharashtra,"03/2017
(04/2018)","03/2023
(12/2025)","180.24
(180.24)",1442.29,91
301,"Jalandhar Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(703021)",Punjab,"11/2016
(08/2020)","08/2023
(03/2026)","258.53
(258.53)",1390.73,58
302,"Patiala Water Supply Infrastructure Part-2 Project
(Ministry of Housing & Urban Affairs)
(703057)",Punjab,"11/2016
(08/2020)","10/2023
(12/2025)","287
(287)",1416.38,74
303,"Jaunpur Sewerage Management Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702948)",Uttar Pradesh,"03/2017
(08/2019)","06/2023
(12/2025)","235.73
(235.73)",1911.66,87
304,"Jhansi Water Supply Infrastructure Phase-II Project
(Ministry of Housing & Urban Affairs)
(702949)",Uttar Pradesh,"03/2017
(06/2019)","07/2023
(12/2025)","561.74
(561.74)",4045.35,91
,Total (25),,,,6085.6,38687.6,
,Ministry of Mines,,,,,,
,Construction,,,,,,
305,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art
Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata
(Central Public Works Department (CPWD))
(617280)",West Bengal,"04/2019
(02/2020)","08/2026
(-)","255.37
(255.37)",85.9,42
,Total (1),,,,255.37,85.9,
,Metals & Mining,,,,,,
306,"Rakha Underground Mining Project
(Hindustan Copper Limited [HCL])
(611798)",Jharkhand,"12/2022
(03/2024)","03/2033
(-)","2705
(2705)",0,0
307,"Surda Underground Copper Mining Project
(Hindustan Copper Limited [HCL])
(611800)",Jharkhand,"02/2022
(03/2024)","03/2028
(-)","665.02
(665.02)",23.43,1
308,"Expansion of Malanjkhand Copper Project
(Hindustan Copper Limited [HCL])
(400426)",Madhya Pradesh,"09/2011
(04/2015)","04/2020
(04/2026)","1856.36
(1856.36)",940.27,81
309,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity
enhancement of 1.0 Million Tonee Per Annum
(National Aluminium Company Limited [NALCO])
(400141)",Odisha,"04/2017
(04/2017)","12/2022
(09/2025)","4103
(5677.4)",4196.32,78
310,"Pottangi Bauxite Mines Project
(National Aluminium Company Limited [NALCO])
(400299)",Odisha,"05/2018
(05/2018)","03/2025
(05/2026)","1381
(1960.77)",650.04,51
311,"UTKAL D AND E COAL BLOCK
(National Aluminium Company Limited [NALCO])
(709829)",Odisha,"NA
(02/2016)","03/2025
(-)","1021.97
(1021.97)",0,0
312,"CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE
TRAIN OF HRDS AND DCWS IN STREAMS 1 AND
(Ministry of Mines)
(709830)",Odisha,"NA
(04/2017)","11/2026
(-)","355
(581)",0,0
313,"SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA
REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES
(National Aluminium Company Limited [NALCO])
(709831)",Odisha,"11/2017
(11/2019)","05/2025
(06/2026)","483
(483)",411.79,90
314,"25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU
(National Aluminium Company Limited [NALCO])
(709832)",Tamil Nadu,"09/2017
(12/2017)","03/2025
(03/2026)","166
(166)",135,65
,Total (9),,,,12736.35,6356.85,
,Department of Higher Education,,,,,,
,Education,,,,,,
315,"Construction of Permanent Campus of Central Tribal University of Andhra Pradesh
Phase-1
(Central Tribal University of Andhra Pradesh)
(613008)",Andhra Pradesh,"09/2019
(12/2023)","06/2027
(-)","305
(305)",19.96,32
316,"Construction of Permanent Campus of National Institute of Technology Arunachal
Pradesh
(National Institute of Technology, Arunachal Pradesh)
(612898)",Arunachal Pradesh,"09/2009
(03/2013)","08/2026
(-)","592.61
(592.61)",550.27,80
317,"Tezpur University Projects
(Tezpur University)
(606112)",Assam,"05/2019
(06/2021)","11/2023
(10/2025)","153.71
(153.71)",124.33,97
318,"Additional Campus of NITPatna
(NIT Patna)
(606013)",Bihar,"07/2022
(08/2022)","07/2024
(01/2026)","499.21
(499.21)",441.47,99
319,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors
Residence and External Development works at National Institute of Technology, Delhi
Campus on Engineering, Procurement and Construction basis
(National Institute of Technology Delhi)
(612851)",Delhi,"09/2009
(11/2022)","09/2025
(-)","333.49
(336.42)",291.33,97
320,"Delhi University Eastern Campus at Surajmal Vihar
(Delhi University)
(616886)",Delhi,"09/2024
(03/2025)","10/2026
(-)","373
(373)",21.63,16
