Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
263,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)
(-) (-)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",88.81,6.2
264,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)
(-) (-)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",95.64,9.49
265,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)
(-) (-)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",4.48,1.88
266,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)
(-) (-)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",7.41,1.3
267,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)
(-) (-)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
268,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)
(-) (-)",Maharashtra,"04/2018
(07/2020)","07/2023
(06/2026)","600
(723.7)",523.76,84
269,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)
(-) (-)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",33648.26,97.86
270,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)
(-) (-)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",2026.56,40.86
271,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)
(-) (-)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",570.13,3.02
272,"Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via
Galta Gate
(Jaipur Metro Rail Corporation)
(612066)
(-) (-)",Rajasthan,"10/2025
(09/2023)","04/2027
(-)","980.08
(980.08)",103.03,0
273,"Jaipur Metro Phase 1D Project from Mansarovar to Ajmer Road Chauraha
(Jaipur Metro Rail Corporation)
(612068)
(-) (-)",Rajasthan,"05/2026
(12/2023)","03/2026
(-)","204.81
(204.81)",23.34,12.48
274,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)
(-) (-)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",33774,53.36
275,"Extension of Aqua Line Metro Corridor from Noida Sector-142 station to Botanical
Garden, Noida of Noida Metro Rail Corporation
(Noida Metro Rail Corporation Ltd. [NMRCL])
(616221)
(-) (-)",Uttar Pradesh,"03/2026
(03/2026)","03/2030
(-)","2254.35
(2254.35)",0,0
276,"LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR
(Uttar Pradesh metro rail corporation [UPMRC])
(619052)
(-) (-)",Uttar Pradesh,"09/2025
(05/2026)","04/2031
(-)","5801.05
(5801.05)",0,1.5
277,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)
(-) (-)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9131.15,82.5
278,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)
(-) (-)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6081.28,72.5
,Total (29),,,,307834.71,172729.8,
,Waste & Water,,,,,,
279,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)
(-) (-)",Andhra Pradesh,"02/2017
(07/2018)","03/2023
(08/2026)","172.22
(172.22)",88.86,82
280,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)
(-) (-)",Bihar,"11/2016
(02/2019)","10/2023
(06/2026)","158.78
(158.78)",135.72,85
281,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)
(-) (-)",Haryana,"03/2017
(11/2017)","09/2023
(09/2026)","278.01
(278.01)",228.49,88
282,"Dhanbad Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702741)
(-) (-)",Jharkhand,"02/2017
(12/2018)","03/2023
(06/2026)","216.55
(216.55)",129.16,76
283,"SAAP-3 Water Supply Infrastructure SAAP-3 Project
(Ministry of Housing & Urban Affairs)
(702742)
(-) (-)",Jharkhand,"02/2017
(12/2018)","10/2023
(06/2026)","159.31
(159.31)",87.5,67
