Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
405,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Ministry of Petroleum & Natural Gas)
(701228)
(-) (-)","Multi-States
(Karnataka,
Kerala, Tamil
Nadu)","06/2009
(06/2009)","12/2012
(09/2026)","2915
(5909)",4856.3,97
406,"City Gas Distribution Maharashtra Natural Gas Limited
(Ministry of Petroleum & Natural Gas)
(701338)
(-) (-)","Multi-States
(Karnataka,
Maharashtra)","01/2006
(01/2006)","06/2031
(06/2031)","5535
(5535)",4392.58,47
407,"Dhamra Haldia Pipeline Project
(Ministry of Petroleum & Natural Gas)
(701344)
(-) (-)","Multi-States
(Odisha, West
Bengal)","03/2020
(03/2020)","11/2022
(09/2026)","1030.65
(1125)",924.4,94.3
408,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)
(-) (-)","Multi-States
(Punjab,
Rajasthan)","12/2022
(12/2022)","06/2030
(06/2030)","3207
(3207)",422.99,31
409,"Augmentation/ Revamping of Dimapur Depot, Dimapur
(MinistryofPetroleumNaturalGas)
(709786)
(-) (-)",Nagaland,"08/2023
(08/2023)","11/2027
(11/2027)","227.62
(227.62)",27.63,41.6
410,"Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip
Refinery
(Ministry of Petroleum & Natural Gas)
(604859)
(-) (-)",Odisha,"07/2020
(07/2020)","01/2024
(08/2026)","13805
(11783)",70820.19,94.6
411,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA
(Ministry of Petroleum & Natural Gas)
(617818)
(-) (-)",Odisha,"02/2022
(02/2022)","12/2031
(12/2031)","514.91
(514.91)",24.9,5.9
412,"CUF POL Depot at Sadashibpur [Meramundali], Odisha
(MinistryofPetroleumNaturalGas)
(709800)
(-) (-)",Odisha,"04/2021
(04/2021)","03/2026
(06/2026)","393.54
(393.54)",232.3,83.5
413,"Life Extension of 48 well platforms of Mumbai High & Heera Fields
(Oil and Natural Gas Corporation Limited [ONGC])
(400119)
(-) (-)",Offshore,"12/2015
(12/2015)","04/2018
(10/2026)","3190.69
(3375.9)",3123.2,90
414,"PRP-VIII [Group-A]
(Ministry of Petroleum & Natural Gas)
(616950)
(-) (-)",Offshore,"09/2024
(09/2024)","02/2026
(12/2026)","1486.4
(1486.4)",618.99,59.6
415,"Pipeline Replacement Project- PRP-IX
(Ministry of Petroleum & Natural Gas)
(619314)
(-) (-)",Offshore,"08/2025
(08/2025)","05/2027
(05/2027)","6684
(6175)",864.28,21.2
416,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)
(-) (-)",Offshore,"06/2022
(06/2022)","10/2025
(12/2026)","4144.41
(6406.9)",6284.81,99.9
417,"MHN TCPP PGC BGC Project [MTPBP]
(Ministry of Petroleum & Natural Gas)
(709848)
(-) (-)",Offshore,"06/2022
(06/2022)","05/2026
(12/2026)","2329.45
(2354.23)",1929.54,95.5
418,"PRP-VIII Group B [NH & BS Asset]
(Ministry of Petroleum & Natural Gas)
(709849)
(-) (-)",Offshore,"06/2024
(06/2024)","02/2026
(12/2026)","2379.84
(3165.53)",2923.49,98.7
419,"Integrated Development of 4 Contract Areas under DSF-II
(Ministry of Petroleum & Natural Gas)
(709851)
(-) (-)",Offshore,"05/2023
(05/2023)","04/2027
(04/2027)","6183.79
(6183.79)",2023.95,43.9
420,"2G Ethanol Biorefinery at Bathinda
(MinistryofPetroleumNaturalGas)
(400171)
(-) (-)",Punjab,"05/2020
(05/2020)","02/2023
(12/2026)","1421.46
(1421.46)",1293.34,94
421,"City Gas Distribution Project at Pathankot District
(MinistryofPetroleumNaturalGas)
(709770)
(-) (-)",Punjab,"03/2022
(03/2022)","09/2033
(09/2033)","151
(151)",8.96,2
422,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)
(-) (-)",Tamil Nadu,"09/2021
(09/2021)","06/2025
(10/2028)","31580
(36354)",1590.07,10.2
423,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)
(-) (-)",Tamil Nadu,"01/2024
(01/2024)","09/2025
(12/2026)","205
(205)",114.87,74.8
424,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)
(-) (-)",Tamil Nadu,"12/2022
(12/2022)","03/2030
(03/2030)","3685
(3685)",297.76,25.5
425,"ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International
airport
(MinistryofPetroleumNaturalGas)
(617822)
(-) (-)",Telangana,"03/2025
(03/2025)","09/2027
(09/2027)","215
(215)",45.99,26.1
426,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)
(-) (-)",Tripura,"03/2022
(03/2022)","05/2024
(08/2026)","209.33
(131.51)",79.98,70.5
