Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
681,"Hospet - Tinaighat - Vasco Rail Doubling Project
(RVNL - II)
(705650)
(N22000297) (1470)","Multi-States (Goa,
Karnataka)","03/2010
(07/2012)","03/2027
(12/2027)","5060
(5060)",5332.52,86.2
682,"Hospet-Hubli-Vasco da Gama Line Electrification Project
(RVNL)
(706950)
(-) (-)","Multi-States (Goa,
Karnataka)","07/2015
(05/2018)","03/2023
(06/2026)","744.49
(1122.62)",1161.44,99.7
683,"Western Dedicated Freight Corridor
(DFCCIL)
(705237)
(N22000464) (961)","Multi-States
(Gujarat, Haryana,
Maharashtra,
Rajasthan, Uttar
Pradesh)","02/2008
(01/2012)","03/2022
(12/2025)","51101
(124005)",124623,96
684,"New line Dahod-Indore via Sardarpur, Jabuwa and Dhar
(Western Railway [WR] - II)
(705453)
(N22000139) (1547)","Multi-States
(Gujarat, Madhya
Pradesh)","06/2012
(06/2012)","02/2027
(02/2027)","456.07
(3516.77)",4166.4,55
685,"Chhota Udaipur - Dhar New Line Project [157 km]
(Western Railway [WR] - II)
(705454)
(N22000138) (2230)","Multi-States
(Gujarat, Madhya
Pradesh)","11/2008
(01/2014)","12/2025
(12/2025)","1794
(1794)",1826.68,80.5
686,"MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION
SYSTEM 500 RKM
(Western Railway)
(611452)
(N22000434) (5039)","Multi-States
(Gujarat,
Maharashtra)","09/2019
(03/2023)","12/2025
(12/2026)","311
(311)",263.42,93
687,"Taranga Hill-Abu Road via Ambaji
(North Western Railway [NWR])
(400022)
(N22000592) (4458)","Multi-States
(Gujarat,
Rajasthan)","07/2022
(07/2022)","07/2030
(07/2030)","2798
(2798)",2569.32,37
688,"LUNI- SAMDARI- BHILDI DOUBLING
(North Western Railway [NWR])
(616842)
(-) (7083)","Multi-States
(Gujarat,
Rajasthan)","02/2024
(02/2024)","07/2027
(-)","3085.59
(3085.59)",835.93,36
689,"Chandigarh-Baddi New Rail Line- 36 km
(Northen Railway [NR])
(705424)
(N22000467) (1611)","Multi-States
(Haryana,
Himachal Pradesh)","02/2018
(02/2018)","12/2026
(12/2026)","1540
(1540.13)",606.07,44
690,"Rewari - Kathuwas Doubling Project [27.72 Km]
(North Western Railway [NWR])
(611861)
(N22000606) (-)","Multi-States
(Haryana,
Rajasthan)","02/2023
(12/2022)","06/2027
(06/2027)","352
(352)",325.79,80
691,"Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding
Mukerian-Talwara [29 KM]
(Northen Railway [NR])
(705410)
(220100188) (1525)","Multi-States
(Himachal
Pradesh, Punjab)","03/1983
(05/1985)","12/2025
(12/2027)","2018
(2018)",2398.08,85.5
692,"Bhanupalli-Bilaspur-Beri New Railway Line Project
(RVNL - II)
(705428)
(N22000273) (385)","Multi-States
(Himachal
Pradesh, Punjab)","03/2009
(04/2015)","12/2026
(12/2027)","13447
(13447)",7688.76,64
693,"Doubling of Hatia [Ranchi]-Bondamunda Rail Line - 159 km
(South Eastern Railway - JH)
(705628)
(N22000396) (1802)","Multi-States
(Jharkhand,
Odisha)","03/2016
(02/2017)","06/2025
(06/2026)","3029
(3029.04)",2649.22,94
694,"Buramara-Chakulia new line [59.96 km]
(South Eastern Railway [SER] - I)
(616588)
(-) (7027)","Multi-States
(Jharkhand,
Odisha, West
Bengal)","08/2024
(12/2024)","12/2029
(-)","1459.13
(1459.13)",9.16,0
695,"Chandil - Anara - Damodar - 3rd line [121.26 km]
(CAO/C/SER)
(616227)
(-) (7573)","Multi-States
(Jharkhand, West
Bengal)","09/2024
(07/2025)","09/2029
(-)","1932.01
(1932.01)",3.97,0
696,"KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM
(RVNL - I)
(705668)
(N22000595) (1862)","Multi-States
(Jharkhand, West
Bengal)","09/2016
(01/2018)","03/2025
(06/2026)","3250
(3250)",3287.19,98
697,"Baiyyappanahalli - Hosur Doubling Project [48 km]
(Karnataka Rail Infrastructure Development Company Limited [K-RIDE])
(703586)
(N22000542) (-)","Multi-States
(Karnataka, Tamil
Nadu)","04/2019
(02/2019)","03/2024
(01/2026)","498.7
(748.7)",713.85,88.3
698,"Trivandrum- Kanyakumari
(Southern Railway [SR] - I)
(705635)
(N22000399) (2388)","Multi-States
(Kerala, Tamil
Nadu)","08/2017
(03/2016)","03/2025
(06/2028)","1432
(3785.45)",3195,57
699,"Ratlam-Mhow-Khandwa-Akola Gauge Conversion
(Western Railway [WR] - II)
(705457)
(N22000120) (1544)","Multi-States
(Madhya Pradesh,
Maharashtra)","04/2008
(03/2010)","03/2027
(09/2028)","1656.25
(6499.86)",4606.71,83
700,"Itarsi - Nagpur Third Railway Line [280 km]
(Central Railway [CR] - II)
(705507)
(N22000358) (1772)","Multi-States
(Madhya Pradesh,
Maharashtra)","09/2016
(09/2016)","03/2027
(12/2027)","2449.91
(2506.68)",2164.79,50
701,"RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT
(North Western Railway [NWR])
(617406)
(-) (9722)","Multi-States
(Madhya Pradesh,
Rajasthan)","10/2015
(05/2023)","03/2028
(-)","2417.24
(2417.24)",7.35,8
702,"Gwalior - Seopurkala with extension to Kota [Gauge Conversion]
(North Central Railway)
(705419)
(N22000148) (1767)","Multi-States
(Madhya Pradesh,
Rajasthan)","03/2011
(07/2018)","03/2025
(02/2026)","2913
(2913)",2245.43,92
