Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
503,"Fatuha-Islampur incl. MM for extn.of NL from Neora to Daniawan , Daniawan to
Biharsharif, Biharsharif to Barbigha , Barbigha to Shekhpura
(East Central Railway [ECR] - I)
(705373)",Bihar,"08/2002
(03/2002)","03/2023
(08/2025)","1473
(2882)",2522.41,94
504,"Jogbani-Biratnagar New Rail Line project
(Indian Railway Construction International Limited [IRCON])
(705450)",Bihar,"06/2010
(01/2011)","03/2022
(12/2026)","402
(486)",367.54,86
505,"Samastipur-Darbhanga Doubling Railway Project
(East Central Railway [ECR] - I)
(705526)",Bihar,"11/2015
(12/2015)","03/2025
(10/2025)","519
(519)",354.98,84
506,"Sagauli-Valmiknagar
(East Central Railway [ECR] - I)
(705527)",Bihar,"03/2018
(03/2017)","12/2025
(12/2025)","1216
(2222)",2062.27,91
507,"Muzaffarpur-Sugauli
(East Central Railway [ECR] - I)
(705528)",Bihar,"03/2018
(03/2017)","06/2024
(02/2026)","1586
(1586)",1465.64,99
508,"Rampur Dumra-Tal-Rajendrapul Additional Bridge and Railway Line Doubling
(Indian Railway Construction International Limited [IRCON])
(706759)",Bihar,"03/2016
(05/2017)","12/2024
(12/2025)","2373.64
(1700.24)",1414.12,96
509,"Barauni-Bachwara [16 km] - 3rd & 4th line incl. Barauni yard remodelling [32 km]
(East Central Railway [ECR] - I)
(706860)",Bihar,"10/2022
(08/2025)","08/2025
(10/2026)","645
(645)",7.61,55
510,"JHAJHA - BATIA
(East Central Railway [ECR] - I)
(900874)",Bihar,"03/2023
(03/2023)","03/2028
(01/2030)","588.18
(588.18)",0.49,0
511,"Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1]
(Indian Railway Construction International Limited [IRCON])
(400220)",Chhattisgarh,"03/2016
(01/2014)","09/2018
(03/2026)","3055
(3438)",2587.28,94
512,"Doubling of Kirandul-Jagdalpur Line [150 km]
(East Coast Railway [ECoR] - II)
(400291)",Chhattisgarh,"02/2013
(03/2013)","03/2020
(12/2025)","1589
(1798)",1542.79,92
513,"Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20
Kms - 2nd Material Modification to Raipur Titlagarh doubling.
(SECR)
(602792)",Chhattisgarh,"07/2011
(05/2021)","02/2025
(11/2025)","1171
(1171)",848,82
514,"4th line between Nipania Bhatapara 14.4 Km
(South East Central Railway [SECR] - II)
(612815)",Chhattisgarh,"12/2022
(05/2024)","03/2027
(-)","170.49
(170.49)",0,2
515,"Dharamjaigarh-Korba 63 km
(CERL)
(613003)",Chhattisgarh,"08/2023
(07/2022)","08/2026
(-)","1686.26
(1686.26)",288.83,18.5
516,"Dallirajhara - Rowghat New Rail Line Project, Phase-I
(Rail Vikas Nigam Limited)
(617374)",Chhattisgarh,"NA
(11/2009)","03/2025
(-)","1516.45
(1516.45)",873.79,92
517,"Dallirajhra- Rowghat New Railway Line - Phase I [95 km]
(RVNL - II)
(705433)",Chhattisgarh,"07/2009
(12/2009)","09/2025
(12/2025)","1628
(1628)",1440.85,82
518,"Gevra Road-Pendra Road New Railway Line [135 km]
(Indian Railway Construction International Limited [IRCON])
(705444)",Chhattisgarh,"04/2014
(04/2014)","03/2022
(12/2025)","4970
(4970)",4449.99,73
519,"Boridand - Ambikapur Doubling Line Project
(South East Central Railway [SECR] - II)
(706854)",Chhattisgarh,"06/2022
(04/2022)","06/2030
(06/2030)","1376
(1576.23)",218,18
520,"NIPANIA-BHATAPRA [14.4 KM] 4TH LINE [PB-72/NR/2022-23]
(SECR)
(709814)",Chhattisgarh,"12/2022
(05/2024)","12/2026
(12/2026)","170
(184)",0,2
521,"4TH LINE - BHATAPARA-HATHBAND [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709815)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(12/2027)","177.03
(177.03)",0,2
522,"4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23]
(SECR)
(709816)",Chhattisgarh,"09/2022
(05/2024)","02/2027
(02/2027)","177.34
(177.34)",1.64,4
523,"4TH LINE - DADHAPARA-BELHA [9.2 KM] [PB-72/NR/2022-23]
(SECR)
(709817)",Chhattisgarh,"09/2022
(05/2024)","11/2026
(11/2026)","169.06
(169.06)",15.58,60
524,"4TH LINE RAJNANDGAON-DONGARHGARH [31.2 KM] [PB-72/NR/2022-23]
(SECR)
(709818)",Chhattisgarh,"09/2022
(05/2024)","01/2027
(01/2027)","328.34
(328.34)",53.88,25
525,"3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI
(SECR)
(709819)",Chhattisgarh,"09/2022
(05/2025)","12/2026
(12/2026)","167.64
(167.64)",0.04,3
526,"Redevelopment of New Delhi Railway Station and construction of associated
infrastructure
(Rail Land Development Authority)
(613785)",Delhi,"01/2023
(06/2024)","12/2028
(-)","4744
(4744)",119.71,1
527,"Development of New Bijwasan Railway Terminal
(Northern Railways)
(617379)",Delhi,"02/2008
(03/2013)","03/2020
(-)","446.21
(446.21)",511.94,80
528,"North Region Video Surveillance Project
(RCIL)
(705298)",Delhi,"06/2020
(04/2023)","03/2024
(-)","274.39
(274.39)",0,0
529,"Anand Vihar-Tilak Bridge 3rd & 4th line
(CAO/C/NR)
(705583)",Delhi,"03/2013
(03/2013)","03/2023
(12/2027)","667
(667)",285.44,62
530,"Provision of Work-site Tampers [WST] Railway Project
(EDTK[MC]/RB)
(705694)",Delhi,"01/2016
(01/2016)","12/2023
(01/2026)","187.72
(187.72)",141.91,100
531,"WST Machine Procurement Project
(EDTK[MC]/RB)
(705708)",Delhi,"06/2018
(06/2018)","03/2024
(12/2027)","176
(176)",0,0
532,"PCT Machine Procurement Project
(EDTK[MC]/RB)
(705710)",Delhi,"04/2019
(04/2019)","04/2024
(06/2027)","336
(336)",74.32,85
