Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
343,"Multi Product Pipeline from Irugur to Devangonthi
(Department of Water Resources, River Development & GR)
(400301)","Multi-States
(Karnataka, Tamil
Nadu)","11/2012
(11/2012)","02/2017
(09/2026)","678
(1732)",893.48,74
344,"Rajasthan Refinery Project
(MinistryofPetroleumNaturalGas)
(701263)",Rajasthan,"10/2017
(10/2017)","10/2022
(03/2026)","43129
(79459)",63571.54,90
345,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan
(Hindustan Petroleum Corporation Limited [HPCL])
(709759)",Rajasthan,"12/2023
(12/2023)","12/2026
(12/2026)","461.05
(461.05)",166.12,72
346,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal at
Vallur [Chennai]
(Ministry of Petroleum & Natural Gas)
(400043)",Tamil Nadu,"01/2022
(01/2022)","05/2026
(05/2026)","829
(829)",339.98,69
347,"Grass root POL Terminal at Vallur, Chennai
(Indian Oil Corporation Limited [IOCL])
(400077)",Tamil Nadu,"01/2022
(01/2022)","12/2024
(03/2026)","827
(887.71)",649.51,90
348,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing
Dharmanagar Depot
(Indian Oil Corporation Limited [IOCL])
(400035)",Tripura,"06/2022
(06/2022)","09/2025
(06/2026)","656
(656)",526.86,92
349,"Grass-root Terminal at Mirzapur, Uttar Pradesh
(Ministry of Petroleum & Natural Gas)
(604852)",Uttar Pradesh,"09/2022
(09/2022)","11/2026
(11/2026)","980.45
(980.45)",250.55,62
,Total (18),,,,81884.05,95874.25,
,Oil & Gas,,,,,,
350,"KG-DWN-98/2 Cluster - II Development Project - NELP Block
(Oil and Natural Gas Corporation Limited [ONGC])
(400120)",Andhra Pradesh,"03/2016
(03/2016)","06/2020
(06/2026)","34012
(34012)",32374.37,96
351,"HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery
(Hindustan Petroleum Corporation Limited)
(709752)",Andhra Pradesh,"09/2021
(09/2021)","06/2024
(03/2026)","160
(220)",106.27,80
352,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts
(MinistryofPetroleumNaturalGas)
(709766)",Andhra Pradesh,"03/2022
(03/2022)","03/2030
(03/2030)","1420
(1420)",170.7,6
353,"Numaligarh Refinery Expansion Project
(Ministry of Petroleum & Natural Gas)
(604791)",Assam,"07/2020
(07/2020)","07/2024
(09/2026)","12366
(22494)",18147.42,80
354,"Development of Surface Facilities for production and evacuation of Crude Oil and
Natural Gas from Nadua and East Khagorija
(Ministry of Petroleum & Natural Gas)
(604863)",Assam,"01/2018
(01/2018)","02/2020
(06/2026)","682.9
(726.93)",493.53,94
355,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU,
Guwahati Refinery
(Ministry of Petroleum & Natural Gas)
(607701)",Assam,"05/2021
(05/2021)","10/2023
(05/2026)","412.3
(577)",458.56,89
356,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing
& transportation of natural Gas to be produced from Baghjan Field
(Ministry of Petroleum & Natural Gas)
(616858)",Assam,"12/2020
(12/2020)","03/2024
(03/2026)","430.76
(430.76)",334.6,89
357,"Coke Drum Structure Package
(Ministry of Petroleum & Natural Gas)
(617836)",Assam,"12/2022
(12/2022)","12/2025
(09/2026)","635.28
(635.28)",80.32,51
358,"Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi
(MinistryofPetroleumNaturalGas)
(709776)",Assam,"04/2022
(04/2022)","09/2026
(09/2026)","277
(323.09)",192.31,74
359,"Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA
(MinistryofPetroleumNaturalGas)
(709779)",Assam,"06/2022
(06/2022)","03/2026
(07/2027)","768
(740)",130.46,49
360,"Pipeline Network Project Rudrasagar
(Ministry of Petroleum & Natural Gas)
(709847)",Assam,"01/2023
(01/2023)","04/2026
(04/2026)","344.99
(344.99)",220.37,50
361,"Borholla GGS Life Extension Project [BLEP]
(Ministry of Petroleum & Natural Gas)
(709850)",Assam,"09/2023
(09/2023)","05/2026
(05/2026)","198.7
(198.7)",59.75,45
362,"DCU Revamp Project
(NRL)
(709864)",Assam,"08/2021
(08/2021)","07/2024
(06/2026)","370
(370)",274.81,68
363,"Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme
(NRL)
(709865)",Assam,"04/2023
(04/2023)","12/2024
(09/2026)","293.5
(293.5)",97.22,98
364,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar
(MinistryofPetroleumNaturalGas)
(617304)",Bihar,"10/2023
(10/2023)","03/2027
(03/2027)","340.15
(340.15)",124.9,39
365,"Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA
(Ministry of Petroleum & Natural Gas)
(701324)",Bihar,"01/2020
(01/2020)","04/2023
(08/2026)","14810
(16724)",12484.41,89
366,"Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni
Refinery
(MinistryofPetroleumNaturalGas)
(709777)",Bihar,"01/2022
(01/2022)","04/2025
(10/2026)","389.35
(340)",84.81,52
367,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and
Sheohar districts
(Bharat Petroleum Corporation Limited [BPCL])
(709792)",Bihar,"12/2022
(12/2022)","03/2030
(03/2030)","3638
(3638)",437.06,30
368,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East
Champaran and Deoria districts
(Bharat Petroleum Corporation Limited [BPCL])
(709793)",Bihar,"12/2022
(12/2022)","06/2030
(06/2030)","3919
(3919)",457.23,23
369,"City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur,
Bijapur & Dantewada GA
(GAIL Gas)
(617819)",Chhattisgarh,"06/2022
(06/2022)","06/2030
(06/2030)","557.04
(557.04)",8.33,2
