Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
681,"Ludhiana Mullanpur 21Km Doubling Railway project
(CAO/C/NR)
(607653)
(-) (-)",Punjab,"NA
(10/2022)","06/2024
(02/2027)","234.78
(234.78)",61.39,99
682,"Ludhiana-Kila Raipur 19 km with freight line at Gill station
(CAOC/NR NR mor)
(705783)
(-) (-)",Punjab,"03/2019
(12/2022)","03/2025
(02/2027)","237.64
(260.33)",108.49,70
683,"Nathdwara Mavli - Devgarh Madariya 82.542 km
(CAOC/NWR NWR mor)
(611855)
(-) (-)",Rajasthan,"01/2023
(08/2023)","06/2028
(-)","968.92
(1100.00)",816.16,75
684,"Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions
under WTA 527
(WPO/Patna)
(611929)
(-) (-)",Rajasthan,"09/2022
(06/2023)","12/2024
(-)","166.86
(166.86)",0,0
685,"Pushkar - Merta Katyasani 51.346 km
(CAOC/NWR NWR mor)
(616841)
(-) (-)",Rajasthan,"02/2024
(08/2024)","12/2026
(12/2028)","799.64
(799.64)",242.08,7
686,"Ajmer-Chanderiya section 178.28 km Umbrella work PB57/2019-20/NR
(CAOC/NWR NWR mor)
(616843)
(-) (-)",Rajasthan,"02/2024
(09/2024)","06/2027
(03/2028)","1634.79
(1634.79)",560.17,23
687,"SADULPUR - CHURU DOUBLING PROJECT
(North Western Railway [NWR])
(617403)
(-) (-)",Rajasthan,"01/2024
(01/2024)","06/2026
(-)","468.64
(468.64)",197.84,95
688,"North Western Railway - New line between Ramdevra and Pokhran via Bhairav Gufa
- Kailash Tekri 13.38 Km PB30/NR/2025-26
(CAOC/NWR NWR mor)
(617404)
(-) (-)",Rajasthan,"04/2025
(05/2026)","03/2028
(-)","189.21
(189.21)",57.31,3
689,"Gudha-Thathana Mithri - Construction of dedicated test track for testing and trial of
rolling stocks and infrastructure components umbrella work PB23/2018-19/NR
(CAOC/NWR NWR mor)
(705752)
(-) (-)",Rajasthan,"04/2019
(11/2019)","11/2026
(11/2026)","819.48
(540.00)",326.2,95
690,"Agra Fort-Bandikui Doubling Line Project
(CAO/C/NCR)
(705919)
(-) (-)",Rajasthan,"06/2022
(02/2021)","06/2027
(06/2027)","1390.00
(1390.00)",529.92,56
691,"Dedicatedtest track for RDSO Phase-2 34 km Umbrella work PB22/2019-20/NR
(CAOC/NWR NWR mor)
(706836)
(-) (-)",Rajasthan,"11/2021
(11/2021)","11/2026
(-)","466.42
(619.19)",586.33,98
692,"Sawaimadhopur - Bypass line 6.98 km Umbrella work PB57/2019-20/NR
(CAOC/NWR NWR mor)
(706866)
(-) (-)",Rajasthan,"12/2022
(04/2024)","03/2026
(05/2027)","304.00
(239.00)",188.07,72
693,"Phase II extension of MRTS from Velachery to St Thomas Mount
(Ministry of Railways)
(400280)
(-) (-)",Tamil Nadu,"11/2007
(11/2008)","07/2025
(09/2025)","734.00
(734.01)",486.53,99.9
694,"Redevelopment of Chennai Egmore Station
(Ministry of Railways)
(613002)
(-) (-)",Tamil Nadu,"05/2022
(10/2022)","03/2026
(-)","842.00
(842.00)",340,0
695,"Coach Production Factory Upgradation Project
(CPM/ICF)
(705244)
(-) (-)",Tamil Nadu,"12/2017
(07/2018)","12/2021
(-)","520.00
(520.00)",192.25,0
696,"Madurai-Tuticorin via Aruppukkottai 143.5 km
(CAOC/SR SR mor)
(705489)
(-) (-)",Tamil Nadu,"04/2011
(06/2016)","07/2021
(01/2031)","601.43
(2053.39)",351.21,14
697,"Railway Manufacturing Unit
(RVNL - II)
(617409)
(-) (-)",Telangana,"07/2016
(02/2023)","12/2026
(03/2026)","521.36
(521.36)",492.12,91
698,"Bahraich - Khalilabad via Bhinga, Shravasti, Balrampur, Utraula, Domriyaganj,
Mehdawal, Bansi 240.26 km
(CAOC/NER NER mor)
(400204)
(-) (-)",Uttar Pradesh,"10/2018
(01/2024)","10/2030
(10/2030)","4939.78
(4939.78)",1671.24,15
699,"Sahjanwa - Dohrighat 81.17 km
(CAOC/NER NER mor)
(400205)
(-) (-)",Uttar Pradesh,"08/2019
(04/2025)","03/2029
(03/2029)","1319.75
(1319.75)",728.08,1
700,"Varanasi- Pt. Deen Dayal Upadhyaya - Multitracking 15 km, including construction of a
new Rail- cum- Road Bridge across Ganga River
(CAO/C-II/NR NR mor)
(617213)
(-) (-)",Uttar Pradesh,"10/2024
(08/2025)","10/2029
(-)","2464.46
(2464.46)",109.93,5
701,"Anand Nagar - Ghughuli via Maharajganj 53.37 km
(CAOC/NER NER mor)
(617252)
(-) (-)",Uttar Pradesh,"08/2023
(01/2026)","03/2028
(-)","958.27
(1501.10)",888.5,12
702,"Doubling between Jaunpur Jn - Zaffarabad 6.28 km PB73/2023-24/NR
(CAOC/NR NR mor)
(617370)
(-) (-)",Uttar Pradesh,"03/2023
(04/2025)","01/2027
(-)","180.66
(237.38)",78.47,22
