Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1084,"Construction of 2-Lane with paved shoulder of Shillong Western Bypass starting from
NH-06 near Ladumsaw Existing km 60.900 of old NH-40 to NH106 old NH-44E, km
0000 to km 12800 Package-I under SARDP-NE PHASE A in the State of Meghalaya
on EPC Mode Greenfield alignment
(NHIDCL)
(618421)",Meghalaya,"03/2023
(09/2024)","09/2026
(-)","620.3
(620.3)",0,46
1085,"Up-gradation to 2-lane with paved shoulders of Ngopa - Pawlrang section of NH 102B
of Aizawl - Imphal Economic Corridor from Existing Chainage km 32.796 to km 72.030
[Design Chainage km 31.280 to km 68.170] in the State of Mizoram under Bharatmala
Pariyojna on EPC mode under NHO-NE Package-2 Keifang- Tuivai Pkg-2
(NHIDCL)
(618341)",Mizoram,"09/2021
(09/2023)","02/2025
(06/2026)","523.78
(523.78)",0,64
1086,"Rehabilitation and upgradation to 2 Lane with Paved shoulder of Economic corridor of
NH-6 from Design chaiange Km 0.000 to Km 13.510 Package-1 in the state of
Mizoram under Bharatmala Pariyojana on EPC mode
(NHIDCL)
(618342)",Mizoram,"03/2020
(07/2020)","06/2022
(06/2024)","206.9
(206.9)",0,0
1087,"Rehabilitation and Up gradation to 2-lane with paved shoulder of Keifang Section
Economic Corridor of NH-06 from Existing Chainage Km 30050 Keifang to Km 50360
Keifang, Design Chainage Km 27400 to Km 45040 PkgIII in the State of Mizoram
under Bharatmala Pariyojna on EPC Mode Seling-Dulte - III
(NHIDCL)
(618343)",Mizoram,"03/2020
(07/2020)","06/2022
(12/2024)","292.23
(292.23)",0,0
1088,"Construction of 2-laning with hard shoulder of Lunglei to Chhumkhum from Design
Chainage Km 0.000 to Km 37.420 of NH-302 [Lunglei-Tlabung] Package-A
(NHIDCL)
(618362)",Mizoram,"03/2021
(06/2021)","12/2022
(05/2025)","698.45
(698.45)",0,0
1089,"Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung
from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under
Bharatmala Pariyojana on EPC mode [Pkg-B]
(NHIDCL)
(618363)",Mizoram,"06/2021
(07/2021)","01/2023
(05/2025)","740.58
(740.58)",0,0
1090,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 208. 000 to Km 250.000 Package-5 on Aizawl
Tuipang Section of NH-54 in the State of Mizoram Package-5
(NHIDCL)
(618379)",Mizoram,"09/2019
(10/2019)","04/2023
(-)","752.89
(752.89)",125.62,95
1091,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang
Section of NH-54 in the State of Mizoram Package-3
(NHIDCL)
(618380)",Mizoram,"09/2019
(10/2019)","04/2023
(11/2024)","867.09
(867.09)",0,0
1092,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 250.00 Lunglei to km 298.00 on Aizawl-Tuipang section under
JICA ODA Loan assistance Phase-I Package-6
(NHIDCL)
(618381)",Mizoram,"09/2019
(12/2019)","06/2023
(03/2025)","768.76
(768.76)",168.78,98
1093,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 298.00 to km 339.00 on Aizawl-Tuipang section under JICA
ODA Loan assistance Phase-I Package-7
(NHIDCL)
(618382)",Mizoram,"09/2019
(10/2020)","04/2024
(03/2025)","605.76
(750.32)",0.01,100
1094,"Widening and up-gradation to 2-lane with paved shoulder configuration and geometric
improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under
JICA ODA Loan assistance Phase-I Package-8
(NHIDCL)
(618383)",Mizoram,"09/2019
(03/2020)","09/2023
(05/2025)","637.06
(637.06)",101.89,99
1095,"Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and
geometric improvement from Km. 166. 000 to Km 208.000 Package-4 on Aizawl
Tuipang Section of NH-54 in the State of Mizoram Package-4
(NHIDCL)
(618384)",Mizoram,"09/2019
(10/2019)","04/2023
(09/2024)","899.45
(899.45)",191.59,99
