Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
486,"Fairway Development in West Bengal Farakka - Kahelgaon
(Inland Waterways Authority of India [IWAI])
(611142)
(-)",Offshore,"01/2018
(08/2018)","07/2023
(04/2024)","177
(197)",383.41,100
,Total (2),,,,5546.18,4340,
,Shipping,,,,,,
487,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis
Under PPP Mode
(Deendayal Port Trust)
(609424)
(-)",Gujarat,"10/2022
(03/2024)","03/2027
(09/2027)","4243.64
(4243.64)",1428,48.6
488,"Replacement and revamping of pipeline projects in oil jetty area, Kandla
(Deendayal Port Trust [DPT])
(701570)
(-)",Gujarat,"09/2021
(09/2021)","09/2023
(03/2025)","171
(211.61)",149.5,91
489,"Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT
basis - Phase II
(New Mangalore Port Authority)
(617804)
(-)",Karnataka,"12/2023
(06/2024)","03/2027
(-)","153.23
(153.23)",58.93,58
490,"Rewas Port Project
(Reliance Industries Ltd)
(400382)
(-)",Maharashtra,"12/2019
(01/2020)","03/2023
(-)","6000
(6000)",5999.89,88
491,"Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai
(Mumbai Port Trust [MPT])
(701586)
(-)",Maharashtra,"11/2020
(04/2021)","11/2026
(11/2026)","900
(900)",65,0
492,"Deepening and Optimization of Inner Harbour facilities including development of
Western Dock on BOT basis to handle Cape size vessels
(Paradip Port Trust [PPT])
(701574)
(-)",Odisha,"05/2022
(01/2023)","12/2027
(10/2028)","3004.63
(3004.63)",2060.12,67
493,"Shalukkhali Liquid Cargo Handling Facility Development Project
(Haldia Dock Complex, Syama Prasad Mookerjee Port Authority)
(701577)
(-)",West Bengal,"01/2022
(08/2022)","08/2025
(-)","253.65
(253.65)",9.28,0.3
,Total (7),,,,14726.15,9770.72,
,"Tourism, Hospitality & Wellness",,,,,,
494,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)
(-)",Gujarat,"02/2019
(01/2022)","03/2024
(03/2026)","573
(1238.05)",611.24,74.94
,Total (1),,,,573,611.24,
,Department for Promotion of Industry & Internal Trade,,,,,,
,Logistics Infrastructure,,,,,,
495,"Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk
Infrastructure Development Phase 1
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(707410)
(-)",Haryana,"05/2018
(12/2021)","12/2023
(05/2028)","763
(763)",430,60
,Total (1),,,,763,430,
,Real Estate,,,,,,
496,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)
(-)",Andhra Pradesh,"12/2020
(02/2024)","02/2028
(-)","2139.44
(2139.44)",754.36,36.17
497,"Tumakuru Node - Phase 1 - Roads and Services Development
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(701657)
(-)",Karnataka,"12/2020
(02/2023)","09/2026
(-)","1701.81
(1701.81)",278.35,21.84
,Total (2),,,,3841.25,1032.71,
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
498,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)
(-)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",253.33,15.93
,Total (1),,,,1700,253.33,
,Steel,,,,,,
499,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)
(N12000137)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",65.34,49
500,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)
(N12000131)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(-)","471.83
(471.83)",221.36,64.5
501,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)
(N12000133)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(03/2026)","884.1
(884.1)",589.3,88.45
502,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)
(N12000124)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(04/2026)","2907
(5427)",3603.64,94
