Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Ministry of Steel,,,,,,
,Metals & Mining,,,,,,
507,"Capacity expansion of Deposit-14 and 14 NMZ at Kirandul
(National Mineral Development Corporation Limited [NMDC])
(615202)
(-) (6244)",Chhattisgarh,"08/2021
(07/2022)","12/2028
(03/2028)","1700
(1756.2)",263.01,18.3
,Total (1),,,,1700,263.01,
,Steel,,,,,,
508,"Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617243)
(N12000137) (-)",Chhattisgarh,"07/2024
(08/2024)","07/2026
(-)","198.62
(198.62)",108.84,80.47
509,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of
Secondary Emission at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617255)
(N12000131) (-)",Chhattisgarh,"10/2023
(12/2023)","06/2026
(09/2026)","471.83
(471.83)",257.18,69.07
510,"Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant
(Steel Authority of India Limited [SAIL])
(617256)
(N12000133) (-)",Chhattisgarh,"11/2023
(01/2024)","10/2025
(09/2026)","884.1
(884.1)",607.98,91.18
511,"NMDC Slurry Pipeline Project Phase-1
(National Mineral Development Corporation Limited [NMDC])
(706811)
(N12000124) (870)",Chhattisgarh,"11/2015
(09/2020)","06/2023
(05/2026)","2907
(5427)",3616.88,94.6
512,"SCREENING PLANT-III AT KIRANDUL
(National Mineral Development Corporation Limited [NMDC])
(709826)
(N12000127) (-)",Chhattisgarh,"01/2009
(10/2021)","01/2026
(07/2027)","2718.84
(2718.84)",1534.42,82.63
513,"New Sinter Plant at BSL, SAIL
(Steel Authority of India Limited [SAIL])
(400174)
(N12000095) (3020)",Jharkhand,"03/2015
(10/2015)","10/2017
(06/2027)","1034.01
(1752.3)",1006.59,64
514,"Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617249)
(N12000142) (-)",Jharkhand,"01/2025
(02/2025)","01/2027
(-)","211.94
(211.94)",58.8,49.9
515,"Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617250)
(N12000143) (-)",Jharkhand,"01/2025
(02/2025)","10/2026
(04/2027)","207.13
(207.13)",70.84,42.79
516,"Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617253)
(N12000129) (9899)",Jharkhand,"08/2023
(10/2023)","07/2025
(05/2026)","513.82
(513.82)",412.95,98.72
517,"Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter
Plant-1 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617254)
(N12000134) (-)",Jharkhand,"03/2024
(04/2024)","06/2026
(04/2027)","260.37
(260.37)",114.77,45.91
518,"Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant
(Steel Authority of India Limited [SAIL])
(617257)
(N12000135) (-)",Jharkhand,"11/2023
(12/2023)","11/2026
(-)","627.31
(627.31)",342.26,64.09
519,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining
Complex of NMDC Limited at Ballari Dt, Karnataka.
(National Mineral Development Corporation Limited [NMDC])
(400121)
(N12000136) (3282)",Karnataka,"11/2014
(06/2024)","08/2026
(-)","1043.63
(1043.63)",628.29,65
520,"Rebuilding of COB 4 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(612781)
(N12000132) (5635)",West Bengal,"09/2023
(09/2023)","12/2026
(09/2027)","916.78
(916.78)",226.68,34.76
521,"Installation of New Bar Mill at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617242)
(N12000138) (9902)",West Bengal,"07/2024
(08/2024)","06/2027
(-)","2115.44
(2115.44)",687.24,60.51
522,"Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617246)
(N12000139) (9900)",West Bengal,"09/2024
(10/2024)","06/2026
(10/2027)","758.09
(758.09)",265.54,43.36
523,"Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617248)
(N12000141) (-)",West Bengal,"11/2024
(12/2024)","07/2026
(11/2026)","227.96
(227.96)",85.71,71.18
524,"Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant
(Steel Authority of India Limited [SAIL])
(617251)
(N12000140) (-)",West Bengal,"07/2024
(12/2024)","05/2026
(-)","196.4
(196.4)",59.77,32.48
525,"Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant
(Steel Authority of India Limited [SAIL])
(617338)
(-) (9892)",West Bengal,"01/2025
(02/2025)","07/2028
(-)","2518.39
(2518.39)",389.09,23.6
,Total (18),,,,17811.66,10473.83,
,Ministry of Railways,,,,,,
,Railways,,,,,,
526,"Nadikudi - Srikalahasti New Line
(South Central Railway [SCR] - II)
(400298)
(N22000286) (1204)",Andhra Pradesh,"03/2012
(12/2016)","05/2027
(03/2028)","2312
(5932)",3119.31,55.02
