Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1003,"6L of Chiloda-Naroda section from Km. 540.595 to Km. 555.595 of NH-8Package-VII
(National Highways Authority of India [NHAI])
(619067)",Gujarat,"NA
(05/2017)","05/2019
(07/2021)","356.6
(463.03)",39.06,100
1004,"Widening to 6L of Existing 4L Jetpur - Gondal - Rajkot Section from Km. 117.600 to
Km. 185.00 on NH-27
(National Highways Authority of India [NHAI])
(619087)",Gujarat,"03/2022
(09/2023)","09/2025
(01/2027)","2070.44
(1390.29)",748.65,56
1005,"4L of Dwarka-Khambaliya-Devariya section from km 203.500 to km 176.500 and from
km 171.800 to km 125.000 of NH-151A
(National Highways Authority of India [NHAI])
(619137)",Gujarat,"01/2019
(02/2020)","08/2022
(06/2023)","1024.69
(1753.95)",542.11,100
1006,"Four Laning of Una to Kodinar from km. 180.478 to km. 221.610 Package-V
(National Highways Authority of India [NHAI])
(619145)",Gujarat,"NA
(02/2017)","08/2019
(-)","877.71
(1126.66)",114.11,100
1007,"Kagvadar - Una Package-IV
(National Highways Authority of India [NHAI])
(619146)",Gujarat,"NA
(03/2017)","09/2019
(-)","750.53
(955.78)",41.54,97
1008,"4L of Bal Works of Mahuva to Kagvadar from 100.450 Km. to 140.470 Km. of NH-8E
Pkg- III
(National Highways Authority of India [NHAI])
(619147)",Gujarat,"08/2020
(03/2021)","09/2022
(-)","603.08
(628.49)",230.04,99
1009,"4L of Bhavnagar - Talaja Package-I from Km. 6.945 to Km. 54.990 of Old NH-8E
(National Highways Authority of India [NHAI])
(619148)",Gujarat,"NA
(02/2017)","08/2019
(-)","1185.66
(1343.16)",53.18,100
1010,"Delhi-Amritsar-Katra Expressway Phase-I Pkg-III from Junction with Jind-Panipat road
NH-352A near Gangana village to Junction with Jind-Karnal road NH-709A near
Alewa village Km 60800 to Km 91400
(National Highways Authority of India [NHAI])
(618484)",Haryana,"12/2020
(12/2021)","12/2023
(05/2024)","1606.27
(1813.91)",631.62,79
1011,"Delhi-Amritsar-Katra Expressway Phase-I Pkg-IV from Junction with Jind-Karnal road
NH-709A near Alewa village to Junction with Ambala-Kaithal-Hissar road NH-152 near
Kharak Pandwa village Km 91400 to Km 120250
(National Highways Authority of India [NHAI])
(618485)",Haryana,"01/2021
(12/2021)","12/2023
(03/2024)","1306.95
(1578.66)",563.2,76
1012,"Gohana - Sonipat PKG-2
(National Highways Authority of India [NHAI])
(618580)",Haryana,"01/2019
(07/2020)","07/2022
(-)","1275.31
(1957.44)",457.95,97
1013,"4L Greenfield Jalbhera Shahbad section from km. 0.000 to km. 22.850 of NH-152G
(National Highways Authority of India [NHAI])
(618788)",Haryana,"03/2022
(06/2023)","05/2025
(-)","927.22
(1173.66)",338.94,87
1014,"4L Bhiwani-Hansi road section of NH-148B
(National Highways Authority of India [NHAI])
(618792)",Haryana,"11/2022
(12/2023)","12/2025
(-)","1330.23
(1144.21)",395.59,99
