Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
199,"Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha
Transco Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617182)",Gujarat,"03/2025
(03/2025)","03/2027
(-)","172
(172)",17.27,15
200,"Augmentation of Transformation Capacity at Bhuj-II PS [GIS]
(Power Grid Corporation of India Limited [POWERGRID])
(617391)",Gujarat,"02/2025
(02/2025)","11/2026
(03/2027)","488.29
(488.29)",0.12,0
201,"Jamnagar Transmission Limited
(Adani Transmission Limited)
(617405)",Gujarat,"NA
(10/2024)","10/2026
(-)","4000
(4000)",0,0
202,"Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS
(Power Grid Corporation of India Limited [POWERGRID])
(617801)",Gujarat,"03/2025
(03/2025)","12/2026
(03/2027)","581.74
(581.74)",0.2,0
203,"Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at
Hindalco Switchyard
(Power Grid Corporation of India Limited [POWERGRID])
(617272)",Haryana,"06/2024
(06/2024)","12/2026
(-)","370
(370)",18.55,6
204,"Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley
HEPs - LTA System
(Power Grid Corporation of India Limited [POWERGRID])
(608302)","Jammu and
Kashmir","02/2022
(02/2022)","04/2025
(11/2025)","318.12
(318.12)",317.12,100
205,"Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624
MW] Part B
(Power Grid Corporation of India Limited [POWERGRID])
(617179)","Jammu and
Kashmir","07/2024
(07/2024)","07/2026
(03/2027)","218.6
(218.6)",2.11,0
206,"Implementation of Transmission Systems in the State of Jharkhand consisting of
400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy
Project
(Power Grid Corporation of India Limited [POWERGRID])
(617326)",Jharkhand,"02/2012
(02/2012)","03/2026
(-)","1842.25
(1842.25)",1648.05,95
207,"Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal
II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(612140)",Karnataka,"12/2023
(12/2023)","12/2025
(06/2026)","2889.39
(2889.39)",1533.89,54
208,"System Strengthening at Koppal-II and GadagII for integration of RE generation
projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission
Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616672)",Karnataka,"01/2025
(01/2025)","06/2027
(-)","1354
(1354)",40.62,1
209,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th]
and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar
Augmentation Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617068)",Karnataka,"02/2025
(02/2025)","06/2027
(-)","288
(288)",6.91,1
210,"Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in
Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617184)",Karnataka,"03/2025
(03/2025)","09/2027
(-)","3453
(3453)",52.48,1
211,"Transmission System Strengthening at Davanagere for Integration of RE Generation
[SPV Name - POWERGRID Davanagere Power Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617803)",Karnataka,"09/2025
(09/2025)","09/2027
(-)","379
(379)",6.6,0
212,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2
5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR
TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615344)",Madhya Pradesh,"10/2024
(10/2024)","10/2026
(03/2027)","3674
(3674)",624.58,17
213,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615346)",Madhya Pradesh,"08/2024
(08/2024)","08/2026
(12/2026)","2708
(2708)",1029.04,41
214,"Transmission System for evacuation of power from Mahan Energen Limited
Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617279)",Madhya Pradesh,"06/2025
(06/2025)","12/2027
(-)","558
(558)",33.48,1
215,"Augmentation of Transformation Capacity and Implementation of Line Bays at
Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617802)",Madhya Pradesh,"10/2025
(10/2025)","03/2028
(-)","319
(319)",0.1,0
216,"Transmission System for Evacuation of power from Potential RE Zone in Khavda Area
of Gujarat under phase IV 7GW-Part E4
(Power Grid Corporation of India Limited [POWERGRID])
(611966)",Maharashtra,"11/2023
(11/2023)","07/2025
(03/2026)","224.41
(224.41)",33.66,18
217,"Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW]
[POWERGRID Kurnool-IV Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617185)","Multi-States
(Andhra Pradesh,
Karnataka)","03/2025
(03/2025)","03/2027
(-)","5550
(5550)",332.68,1
218,"Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and
Part-B
(Power Grid Corporation of India Limited [POWERGRID])
(900808)","Multi-States
(Andhra Pradesh,
Telangana)","11/2022
(03/2023)","11/2024
(01/2026)","3546.94
(3546.94)",3369.59,97
219,"Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D]
Systems [CSST&DS] in Arunachal Pradesh and Sikkim
(Power Grid Corporation of India Limited [POWERGRID])
(602223)","Multi-States
(Arunachal
Pradesh, Sikkim)","10/2014
(10/2014)","12/2018
(03/2027)","4754.42
(9129.32)",7705.14,82
220,"NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT
[NERPSIP]
(Power Grid Corporation of India Limited [POWERGRID])
(607709)","Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)","12/2014
(03/2016)","12/2018
(03/2026)","5111.33
(6700)",5317.79,96
221,"Eastern Region Expansion Scheme-43 [ERES-43]
(Power Grid Corporation of India Limited [POWERGRID])
(617271)","Multi-States
(Bihar, Odisha,
West Bengal)","09/2024
(09/2024)","03/2026
(06/2026)","342.69
(342.69)",0.71,0
