Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
407,"Pipeline Replacement Project- PRP-IX
(Oil and Natural Gas Corporation Limited [ONGC])
(619314)
(-) (-)",Offshore,"08/2025
(08/2025)","05/2027
(-)","6684.00
(6175.00)",979.47,23.5
408,"Daman Upside Development Project
(Oil and Natural Gas Corporation Limited [ONGC])
(709839)
(-) (-)",Offshore,"06/2022
(06/2022)","10/2025
(12/2026)","4144.41
(6406.90)",6302.5,92.9
409,"MHN TCPP PGC BGC Project [MTPBP]
(Oil and Natural Gas Corporation Limited [ONGC])
(709848)
(-) (-)",Offshore,"06/2022
(06/2022)","05/2026
(12/2026)","2329.45
(2354.23)",1930.25,95.6
410,"PRP-VIII Group B [NH & BS Asset]
(Oil and Natural Gas Corporation Limited [ONGC])
(709849)
(-) (-)",Offshore,"06/2024
(06/2024)","02/2026
(12/2026)","2546.90
(3348.60)",3003.9,98.7
411,"Integrated Development of 4 Contract Areas under DSF-II
(Oil and Natural Gas Corporation Limited [ONGC])
(709851)
(-) (-)",Offshore,"05/2023
(05/2023)","04/2027
(-)","6183.79
(6183.79)",2053,47.4
412,"2G Ethanol Biorefinery at Bathinda
(Hindustan Petroleum Corporation Limited)
(400171)
(-) (-)",Punjab,"05/2020
(05/2020)","02/2023
(12/2026)","1421.46
(1421.46)",1291.35,95.9
413,"Gurdaspur Jammu Pipeline
(Gas Authority of India Limited [GAIL])
(612853)
(-) (-)",Punjab,"07/2023
(07/2023)","07/2026
(-)","521.90
(521.90)",326.4,91.1
414,"City Gas Distribution Project at Pathankot District
(Indian Oil Corporation Limited [IOCL])
(709770)
(-) (-)",Punjab,"03/2022
(03/2022)","09/2033
(-)","151.00
(151.00)",9.02,2
415,"Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline
(Indian Oil Corporation Limited [IOCL])
(701330)
(-) (-)",Rajasthan,"07/2011
(07/2011)","06/2024
(-)","7392.00
(7392.00)",6360.86,90.2
416,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar
and Hanumangarh districts
(Bharat Petroleum Corporation Limited [BPCL])
(709794)
(-) (-)",Rajasthan,"12/2022
(12/2022)","06/2030
(-)","3207.00
(3207.00)",429.3,31.1
417,"CBR 9 MMTPA Project
(Chennai Petroleum Corporation Limited [CPCL])
(604795)
(-) (-)",Tamil Nadu,"09/2021
(09/2021)","06/2025
(-)","31580.00
(36354.00)",1615.38,10.2
418,"Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II
(Gas Authority of India Limited [GAIL])
(701228)
(-) (-)",Tamil Nadu,"06/2009
(06/2009)","12/2012
(09/2026)","2915.00
(5909.00)",4881.8,97.4
419,"Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline
between CPCL Manali Refinery and CPCL Desalination plant at Ennore
(Chennai Petroleum Corporation Limited [CPCL])
(709750)
(-) (-)",Tamil Nadu,"01/2024
(01/2024)","09/2025
(12/2026)","205.00
(205.00)",117.88,76.9
420,"City Gas Distribution Projects at the Nilgiris and Erode districts
(Bharat Petroleum Corporation Limited [BPCL])
(709796)
(-) (-)",Tamil Nadu,"12/2022
(12/2022)","03/2030
(-)","3685.00
(3685.00)",303.1,25.5
421,"ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International
airport
(Bharat Petroleum Corporation Limited [BPCL])
(617822)
(-) (-)",Telangana,"03/2025
(03/2025)","09/2027
(-)","215.00
(215.00)",46.87,29.1
422,"North East Gas Grid
(Indradhanush Gas Grid Limited)
(701346)
(-) (-)",Tripura,"04/2020
(04/2020)","03/2024
(03/2028)","9265.00
(9265.00)",7008,88.2
423,"Creation of Gas Dehydration Facilities, Tripura Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709837)
(-) (-)",Tripura,"03/2022
(03/2022)","05/2024
(10/2026)","209.33
(131.51)",81.31,71.3
424,"Kanpur LPG Bottling Plant
(Bharat Petroleum Corporation Limited [BPCL])
(619191)
(-) (-)",Uttar Pradesh,"09/2025
(09/2025)","09/2027
(-)","202.00
(202.00)",132.75,62.5
425,"Bulk Loading Hub- Kanpur
(Bharat Petroleum Corporation Limited [BPCL])
(619312)
(-) (-)",Uttar Pradesh,"09/2025
(09/2025)","09/2027
(-)","186.00
(186.00)",104.24,62.5
426,"Revamping / Augmentation of Facilities at Mathura Bitumen Plant
(Indian Oil Corporation Limited [IOCL])
(709781)
(-) (-)",Uttar Pradesh,"04/2022
(04/2022)","06/2027
(12/2026)","260.12
(260.12)",23.58,57.3
427,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich,
Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts
(Bharat Petroleum Corporation Limited [BPCL])
(709795)
(-) (-)",Uttar Pradesh,"12/2022
(12/2022)","06/2030
(-)","16654.00
(16654.00)",754.7,19.8
428,"Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project]
(Gas Authority of India Limited [GAIL])
(617302)
(-) (-)",West Bengal,"03/2017
(03/2017)","12/2020
(09/2026)","1740.00
(2583.00)",2380.8,95.7
