Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
275,"Pune Metro Phase-1 Extension line towards south from Swargate to Katraj
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617226)
(N28000160)",Maharashtra,"09/2024
(09/2024)","03/2029
(-)","2954.53
(2954.53)",27.93,4
276,"Thane Integral Ring Metro Rail Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(617327)
(-)",Maharashtra,"09/2024
(09/2024)","09/2029
(-)","12200.1
(12200.1)",9.61,6
277,"Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor
2B Ramwadi to Wagholi/Vitthalwadi
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618971)
(-)",Maharashtra,"07/2025
(07/2025)","07/2029
(-)","3626.24
(3626.24)",1.42,1
278,"Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A
Nal Stop - Warje - Manikbaug
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(618985)
(-)",Maharashtra,"12/2025
(12/2025)","12/2030
(-)","9857.85
(9857.85)",1.34,0
279,"New Suburba Station Development Project
(ministry of housing and urban affairs)
(701745)
(-)",Maharashtra,"04/2018
(03/2019)","07/2022
(-)","262.76
(262.76)",17.62,6
280,"Kalyan Station Precinct Imporvement Project
(ministry of housing and urban affairs)
(701991)
(-)",Maharashtra,"04/2018
(07/2020)","07/2023
(-)","600
(600)",272.42,70
281,"Mumbai Metro Line 3
(Mumbai Metro Rail Corporation Limited [MMRC])
(702637)
(N28000086)",Maharashtra,"07/2013
(06/2016)","03/2023
(08/2025)","23136
(37276)",32923.46,97
282,"Nagpur Metro Rail Phase II Development Project
(Maharashtra Metro Rail Corporation Limited [MMRCL])
(702658)
(N28000155)",Maharashtra,"12/2022
(12/2022)","12/2027
(-)","6708
(6708)",1595.79,34
283,"Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor]
(Delhi Metro Rail Corporation Limited [DMRC])
(617206)
(-)","Multi-States (Delhi,
Haryana)","01/2025
(01/2025)","01/2029
(-)","6230.99
(6230.99)",72.72,0
284,"Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor
(National Capital Region Transport Corporation [NCRTC])
(702633)
(N28000134)","Multi-States (Delhi,
Uttar Pradesh)","03/2019
(03/2019)","06/2025
(02/2026)","30274
(30274)",27720.41,96
285,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)
(-)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",31451.38,49
286,"LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR
(Uttar Pradesh metro rail corporation [UPMRC])
(619052)
(-)",Uttar Pradesh,"09/2025
(05/2026)","04/2031
(-)","5801.05
(5801.05)",0,0
287,"Kanpur Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702628)
(N28000144)",Uttar Pradesh,"05/2019
(11/2019)","05/2024
(03/2027)","11076.48
(11076.5)",9095.8,80
288,"Agra Metro Rail Project
(Uttar Pradesh metro rail corporation [UPMRC])
(702629)
(N28000145)",Uttar Pradesh,"05/2019
(12/2020)","05/2024
(06/2027)","8379.62
(8379.62)",6068.28,68
,Total (28),,,,335215.64,208407.32,
,Waste & Water,,,,,,
289,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760
nos. upgrading of feeder mains, pumping station etc. - Phase II
(Ministry of Housing & Urban Affairs)
(702674)
(-)",Andhra Pradesh,"02/2017
(07/2018)","03/2023
(03/2026)","172.22
(172.22)",88.86,82
290,"Muzaffarpur Storm Water Drainage Phase-I Project
(Ministry of Housing & Urban Affairs)
(702699)
(-)",Bihar,"11/2016
(02/2019)","10/2023
(03/2026)","158.78
(158.78)",93.35,84
291,"Storm water drainag Development Project
(ministry of housing and urban affairs)
(702355)
(-)","Dadra & Nagar
Haveli and Daman
& Diu","08/2020
(12/2021)","03/2024
(-)","210
(210)",0,20
292,"Upgradation of Sewerage system in Gandhinagar City
(ministry of housing and urban affairs)
(707267)
(-)",Gujarat,"07/2020
(03/2021)","06/2023
(-)","200
(200)",100,10
293,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702734)
(-)",Haryana,"03/2017
(11/2017)","09/2023
(03/2026)","278.01
(278.01)",218.89,88
294,"Sewerage Management Scheme Part-3 Implementation
(Ministry of Housing & Urban Affairs)
(702735)
(-)",Haryana,"03/2017
(10/2018)","03/2023
(03/2026)","213.19
(213.19)",168.14,91
295,"Dhanbad Water Supply Infrastructure Project
(Ministry of Housing & Urban Affairs)
(702741)
(-)",Jharkhand,"02/2017
(12/2018)","03/2023
(03/2026)","216.55
(216.55)",129.16,75
296,"SAAP-3 Water Supply Infrastructure SAAP-3 Project
(Ministry of Housing & Urban Affairs)
(702742)
(-)",Jharkhand,"02/2017
(12/2018)","10/2023
(03/2026)","159.31
(159.31)",87.5,66
