Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1575,"6L Greenfield Kanpur - Lucknow Expressway Pkg II from km. 28.500 to km. 73.744
(National Highways Authority of India [NHAI])
(618498)",Uttar Pradesh,"12/2021
(11/2022)","05/2025
(-)","2471.56
(2489)",1178.77,99
1576,"6L Elevated Kanpur - Lucknow Exeressway Pkg-1 from Km. 10980 to Km. 28500
(National Highways Authority of India [NHAI])
(618499)",Uttar Pradesh,"12/2021
(02/2023)","07/2025
(-)","1972.94
(1943.27)",765.65,94
1577,"Construction of 4L Connector from Delhi Meerut Expressway Km 50.000 of Pkg IV to
Km 8.520 of NH-235 Pkg-5
(National Highways Authority of India [NHAI])
(618500)",Uttar Pradesh,"09/2021
(03/2022)","03/2024
(12/2025)","1081.39
(1116.19)",402.75,76
1578,"Varanasi Ring Road Pkg-II connecting Sandaha Village km 11.70 / NH-29 with
Revasa Village km 818.80 / NH-2
(National Highways Authority of India [NHAI])
(618529)",Uttar Pradesh,"12/2017
(02/2019)","02/2022
(06/2025)","1991.71
(1832.66)",989.09,93
1579,"Construction of Ring Road around Kanpur from Ch.68.650 to Ch.93.209 Jarkala to
Pakari Package-IV in State of Uttar Pradesh.
(National Highways Authority of India [NHAI])
(618536)",Uttar Pradesh,"02/2023
(12/2024)","06/2027
(-)","1603.53
(1192.16)",105.18,17
1580,"Construction of Ring Road around Kanpur from Km.000 to Km. 23.325 Chachendi
Sachendi I to Maharajpur Package-I
(National Highways Authority of India [NHAI])
(618537)",Uttar Pradesh,"01/2023
(12/2023)","06/2026
(-)","1753.75
(1311.7)",330.5,50
1581,"Construction of Ring Road around Kanpur from Ch.23.325 to Ch.32.090 Chaudhariya
to Transganga Package-IIA
(National Highways Authority of India [NHAI])
(618540)",Uttar Pradesh,"08/2024
(11/2025)","10/2027
(-)","1089.41
(977.45)",0.03,12
1582,"6L of Agra Bypass Northern connecting Km. 174.500 of NH-2 new NH-19 to Km.
141.000 of Yamuna Expressways
(National Highways Authority of India [NHAI])
(618553)",Uttar Pradesh,"01/2022
(02/2023)","02/2025
(-)","957.62
(1034.42)",757.89,99
1583,"Construction of left out portion of Agra Inner Ring Road connecting village Deori to
NH-44 village Bad from Km. 0.000 to Km. 7.772
(National Highways Authority of India [NHAI])
(618554)",Uttar Pradesh,"07/2022
(03/2023)","09/2024
(-)","879.26
(787.58)",611.55,91
1584,"Strengthening of existing 4L Ayodhya Bypass Section from design Km. 121 600 to
Km. 144020 of NH 28 New NH 27Pkg-3
(NHAI)
(618565)",Uttar Pradesh,"03/2023
(09/2023)","03/2025
(08/2025)","526.45
(281.13)",259.66,81
1585,"4L Green Field Northern East side Gorakhpur Bypass 26.616 Kms starting from NH-
29E Chainage 83.308 and end at NH-28 Chainage 285.100
(National Highways Authority of India [NHAI])
(618566)",Uttar Pradesh,"02/2023
(01/2024)","01/2026
(-)","1973.98
(1244.44)",862.22,61
1586,"4/6L of Northern Ayodhya Bypass starting Km. 112.540 and ending Km. 139.928 north
of existing NH-27 part-1 and part-2 south of NH-27 from km 0.000 to km 5.000.
(NHAI)
(618567)",Uttar Pradesh,"08/2024
(07/2025)","01/2028
(-)","2289.34
(1834.25)",125.93,16
1587,"4L Rampur Bypass from Km. 181.000 to Km. 189.500
(National Highways Authority of India [NHAI])
(618689)",Uttar Pradesh,"10/2021
(10/2022)","04/2024
(01/2025)","364.47
(307.95)",271.68,99
1588,"DL/UP Border - EPE Crossing Pkg-02
(National Highways Authority of India [NHAI])
(618710)",Uttar Pradesh,"09/2020
(05/2021)","11/2023
(08/2024)","2002.79
(1889.78)",1732.22,100
1589,"6L access Controlled Greenfield Highway from Gogwan Jalalpur Shamli to Ranipur
Barsi Saharanpur of Shamli -Ambala section Package-I Design Ch. Form km 00.600
to km 45.500
(National Highways Authority of India [NHAI])
(618722)",Uttar Pradesh,"06/2022
(05/2023)","05/2025
(01/2026)","1843.59
(1247.55)",611.8,58
1590,"4L Spur of Meerut-Garh-Mukteshwar section connecting NH-119 and NH-58
bypassing Meerut Town of NH 709 A
(National Highways Authority of India [NHAI])
(618761)",Uttar Pradesh,"10/2021
(02/2023)","02/2025
(09/2025)","991.89
(977.73)",800.68,87
1591,"4L Spur of Panipat - Shamli connecting NH-709AD Panipat Shamli Muzaffarnagar
and NH-709A Karnal Meerut bypassing Shamli district UP
(National Highways Authority of India [NHAI])
(618770)",Uttar Pradesh,"10/2021
(10/2022)","10/2024
(03/2025)","516.16
(273.42)",232.93,74
1592,"4L of Sonauli - Gorakhpur
(National Highways Authority of India [NHAI])
(618798)",Uttar Pradesh,"12/2021
(03/2023)","03/2025
(02/2026)","2555.5
(2275.43)",1241.55,82
1593,"Construction of two lane with paved shoulders bypass to Mungrabadshapur town
starting from near Kodahu at Km 47/225 of NH-319D and ending near Nauwadandi at
Km 219/720 of NH-31 under NHO in the state of Uttar Pradesh on EPC mode
(National Highways Authority of India [NHAI])
(618843)",Uttar Pradesh,"02/2025
(09/2025)","03/2027
(-)","197.6
(165.28)",21.14,0
1594,"Construction of Underpass beneath airport runway on NH-31 old NH-56 for proposed
expansion of runway of Babatpur Airport Varanasi
(National Highways Authority of India [NHAI])
(618848)",Uttar Pradesh,"02/2025
(09/2025)","09/2027
(-)","649.44
(649.44)",0.09,5
1595,"2L PS of Raebareli - Jagdishpur with 4L Jagdishpur Bypass Spur
(National Highways Authority of India [NHAI])
(618854)",Uttar Pradesh,"02/2021
(01/2022)","01/2024
(06/2025)","706.41
(752.52)",515.53,97
1596,"Improvement and Up-Gradation of Existing Road to 2/4L PS from Km 40.000 to
88.750, start of Khutar bypass to start of Shahjahanpur bypass of NH 731Pkg-I
(National Highways Authority of India [NHAI])
(618855)",Uttar Pradesh,"03/2022
(02/2023)","02/2025
(09/2025)","838.68
(838.68)",560.31,99
1597,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 123.650 to
175.080, from Start of Shahabad Bypass to End of Hardoi bypass of NH 731 Pkg-2B
(National Highways Authority of India [NHAI])
(618856)",Uttar Pradesh,"09/2022
(11/2023)","11/2025
(04/2026)","1101.79
(1212.26)",312.82,54
1598,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 229.070 to
260.800, End of Hardoi District to Lucknow Ring road of NH 731 Pkg-4
(National Highways Authority of India [NHAI])
(618859)",Uttar Pradesh,"09/2021
(10/2022)","10/2024
(05/2025)","575.66
(553.61)",371.31,99
1599,"4L from Mathura Bypass Start at Existing Km. 154.20 of NH-44 to Gaju Village at Km
32.982 of NH-530B Pkg-IB
(National Highways Authority of India [NHAI])
(618864)",Uttar Pradesh,"01/2022
(03/2023)","03/2025
(10/2025)","1722.11
(1820.77)",1001.58,99
