Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
378,"Redevelopment of Linch Field
(Oil and Natural Gas Corporation Limited [ONGC])
(400169)
(N16000428)",Gujarat,"04/2021
(04/2021)","03/2025
(07/2026)","631.03
(860.04)",603.43,89.8
379,"Petrochemical and Lube Integration Project at Gujarat Refinery
(Ministry of Petroleum & Natural Gas)
(701329)
(N16000409)",Gujarat,"09/2020
(09/2020)","08/2024
(06/2026)","18936
(17825)",13474.58,87.8
380,"Installation of new Biturox Unit along with allied facilities at Gujarat Refinery
(MinistryofPetroleumNaturalGas)
(709778)
(N16000454)",Gujarat,"01/2022
(01/2022)","08/2025
(12/2026)","328.29
(344.36)",188.4,82.1
381,"Commercial Polymer Flooding Project in Bechraji field
(Oil and Natural Gas Corporation Limited [ONGC])
(709838)
(N16000444)",Gujarat,"01/2022
(01/2022)","11/2024
(05/2027)","621.4
(739.02)",191.64,35.7
382,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira
(Oil and Natural Gas Corporation Limited [ONGC])
(709840)
(N16000477)",Gujarat,"05/2022
(05/2022)","02/2025
(04/2026)","249.43
(249.43)",210.5,96.9
383,"Old Pipe Line Replacement [OPRP] Group-A
(Oil and Natural Gas Corporation Limited [ONGC])
(709841)
(N16000483)",Gujarat,"07/2021
(07/2021)","07/2025
(07/2026)","173.03
(169.84)",160.52,93.4
384,"Kalol Redevelopment Project, Ahmedabad Asset
(Oil and Natural Gas Corporation Limited [ONGC])
(709842)
(N16000481)",Gujarat,"08/2022
(08/2022)","03/2027
(03/2027)","1487.41
(1487.41)",940.5,63
385,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal
(Oil and Natural Gas Corporation Limited [ONGC])
(709845)
(N16000514)",Gujarat,"11/2022
(11/2022)","08/2026
(08/2026)","837.34
(837.34)",415.09,64.4
386,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II,
Faridabad
(Ministry of Petroleum & Natural Gas)
(604853)
(N16000375)",Haryana,"06/2019
(06/2019)","12/2022
(10/2026)","2281.94
(3200)",1879.93,64.9
387,"Poly Butadiene Rubber plant at Panipat
(Indian Oil Corporation Limited [IOCL])
(611917)
(N16000458)",Haryana,"03/2022
(03/2022)","03/2025
(06/2026)","1459
(2531.44)",1517.82,84.3
388,"Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section]
from Crude oil to Product
(IOCL)
(619196)
(-)",Haryana,"05/2025
(05/2025)","03/2027
(-)","359
(359)",9.17,30.6
389,"Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA
(Ministry of Petroleum & Natural Gas)
(701289)
(N16000412)",Haryana,"02/2021
(02/2021)","09/2024
(12/2026)","34627
(36225)",26553.12,92.8
390,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery
and Petrochemical Complex.
(MinistryofPetroleumNaturalGas)
(709783)
(-)",Haryana,"12/2020
(12/2020)","06/2023
(06/2026)","165.13
(247.69)",174.74,85.2
391,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua
Districts
(MinistryofPetroleumNaturalGas)
(709773)
(N16000527)","Jammu and
Kashmir","03/2022
(03/2022)","03/2032
(09/2034)","538
(538)",4.32,0.6
392,"Development of Jharia CBM Block [Phase-1]
(Oil and Natural Gas Corporation Limited [ONGC])
(610984)
(N16000445)",Jharkhand,"11/2019
(11/2019)","01/2024
(05/2026)","431
(431)",258.33,63.9
393,"Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL]
(MinistryofPetroleumNaturalGas)
(709785)
(N16000480)",Jharkhand,"02/2023
(02/2023)","02/2026
(03/2027)","202.07
(202.07)",64.35,50.8
394,"Power System Upgradation Project
(Mangalore Refinary and Petrochemicals Limited)
(612790)
(N16000509)",Karnataka,"10/2023
(10/2023)","11/2025
(05/2026)","385
(385)",260.92,80.2
395,"Demo Bio-ATF Project
(Ministry of Petroleum & Natural Gas)
(616879)
(N16000536)",Karnataka,"03/2024
(03/2024)","01/2027
(01/2027)","364
(364)",65.73,42.9
396,"Revamping/ Augmentation of facilities at existing port terminal at Mangalore
(Ministry of Petroleum & Natural Gas)
(709774)
(N16000437)",Karnataka,"01/2022
(01/2022)","12/2025
(06/2027)","463
(500.62)",299.46,83
397,"Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of
Palakkad TOP
(Ministry of Petroleum & Natural Gas)
(617838)
(-)",Kerala,"09/2024
(09/2024)","08/2028
(08/2028)","1130
(1130)",250.7,34.1
398,"Setting up Polypropylene Unit at Kochi Refinery
(MinistryofPetroleumNaturalGas)
(709799)
(N16000530)",Kerala,"12/2023
(12/2023)","10/2027
(10/2027)","4460
(4460)",802.13,28.5
399,"C2/C3 Vijaipur Pata Pipeline
(Ministry of Petroleum & Natural Gas)
(617830)
(-)",Madhya Pradesh,"05/2024
(05/2024)","01/2027
(01/2027)","1792
(1792)",468.1,61.4
