Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
1234,"4L of Tumkur-Shimoga Pkg-II from Km 65.195 Karadi to Km 121.900 Banawara of
NH-206
(National Highways Authority of India [NHAI])
(619219)
(-) (11908)",Karnataka,"02/2018
(10/2019)","10/2021
(12/2026)","1505.85
(1989.89)",656.52,99.97
1235,"Tumkur-Shimoga Pkg-III from Km 121.900 Banawara to Km 170.415 Bettadahalli of
Old NH-206
(National Highways Authority of India [NHAI])
(619220)
(-) (11909)",Karnataka,"02/2018
(03/2021)","03/2023
(12/2026)","1444.5
(1834.81)",890.55,97.3
1236,"Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to
Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO
Annual Plan 2016-17 in the state of Kerala
(MoRTH)
(618070)
(N24001369) (-)",Kerala,"02/2017
(08/2017)","08/2019
(04/2026)","294.28
(315.63)",0,98
1237,"6L of Chengala - Neeleshwaram from km. 56.200 to km. 93.468
(National Highways Authority of India [NHAI])
(618595)
(N24001664) (10424)",Kerala,"06/2020
(10/2021)","04/2024
(03/2027)","1746.45
(2538.06)",943.25,90.18
1238,"6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66
(National Highways Authority of India [NHAI])
(618596)
(N24001660) (10425)",Kerala,"08/2020
(11/2021)","05/2024
(12/2027)","2714.6
(3557.65)",1040.02,82.87
1239,"6L of Azhiyur-Vengalam from km. 189.200 to km. 230.400 of NH-66
(National Highways Authority of India [NHAI])
(618597)
(N24001661) (10426)",Kerala,"10/2020
(10/2021)","07/2024
(05/2027)","3205.77
(3898.46)",776.8,60.07
1240,"6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. 204.895
and allied works
(National Highways Authority of India [NHAI])
(618598)
(N24001652) (-)",Kerala,"03/2020
(12/2020)","06/2022
(05/2026)","210
(216.94)",77.9,100
1241,"6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66
(National Highways Authority of India [NHAI])
(618599)
(N24001658) (10427)",Kerala,"01/2021
(01/2022)","07/2024
(05/2026)","4924.11
(4919.46)",1815.81,99.75
1242,"6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850
(National Highways Authority of India [NHAI])
(618600)
(N24001659) (10428)",Kerala,"02/2021
(01/2022)","07/2024
(05/2026)","4023.94
(4023.94)",1497.69,98.84
1243,"6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618601)
(N24001655) (10429)",Kerala,"06/2021
(09/2022)","01/2025
(06/2026)","4225.59
(4225.59)",708.02,88.2
1244,"6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618602)
(N24001656) (10430)",Kerala,"06/2021
(09/2022)","02/2025
(06/2026)","4302.06
(4302.06)",772.89,84.18
1245,"6L of Kodugallur to Edapppally section from km 397.750 to km 423.780 of NH - 66 old
NH-17
(National Highways Authority of India [NHAI])
(618603)
(N24001653) (10431)",Kerala,"11/2021
(10/2022)","04/2025
(12/2026)","3465.82
(3606.2)",768.14,64.93
1246,"Aroor-Thuravoor Thekku
(National Highways Authority of India [NHAI])
(618604)
(N24001648) (10432)",Kerala,"08/2022
(02/2023)","01/2026
(12/2026)","2429.52
(2382.83)",1760.92,83.93
1247,"Thuravoor Thekku-Paravoor
(National Highways Authority of India [NHAI])
(618605)
(N24001651) (10433)",Kerala,"09/2021
(03/2022)","09/2024
(12/2026)","2878.97
(2638.67)",2120.87,78.28
1248,"Paravoor-Kottankulangara
(National Highways Authority of India [NHAI])
(618606)
(N24001649) (10434)",Kerala,"12/2021
(08/2022)","02/2025
(03/2027)","3273.61
(3200.24)",1226.55,71.2
1249,"Kottankulangara- Start of Kollam Bypass
(National Highways Authority of India [NHAI])
(618607)
(N24001657) (10435)",Kerala,"06/2021
(04/2022)","10/2024
(03/2027)","2842.14
(3680.49)",895.86,73.89
1250,"Widening/Development of Existing NH-85 from Km 0.000 to Km 124.636 section to
2L/LPS section in the state of Kerala on EPC Mode under Bharatmala Pariyojana
(National Highways Authority of India [NHAI])
(618708)
(N24002074) (10503)",Kerala,"09/2022
(06/2023)","06/2025
(05/2026)","1187.47
(1265.47)",631.69,52.71
1251,"Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.
(National Highways Authority of India [NHAI])
(619098)
(N24000784) (11776)",Kerala,"02/2018
(02/2021)","02/2023
(05/2026)","1424.77
(2139.18)",1048.92,98.75
1252,"6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66
(National Highways Authority of India [NHAI])
(619206)
(-) (11896)",Kerala,"06/2020
(10/2021)","01/2024
(03/2027)","3041.65
(3867.66)",1007.02,86.65
1253,"Start of Kollam Bypass - Kadambattukonam
(National Highways Authority of India [NHAI])
(619207)
(-) (11897)",Kerala,"06/2021
(10/2022)","03/2025
(06/2026)","2641.37
(3309.06)",891.4,81.8
1254,"Kadambattukonam-Kazhakuttom
(National Highways Authority of India [NHAI])
(619208)
(-) (11898)",Kerala,"12/2021
(07/2022)","01/2025
(12/2026)","3635.64
(3526.33)",573.31,44.34
