Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
,Shipping,,,,,,
490,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis
Under PPP Mode
(Deendayal Port Trust)
(609424)
(-) (7514)",Gujarat,"10/2022
(03/2024)","03/2027
(09/2027)","4243.64
(4243.64)",2385,60
491,"Replacement and revamping of pipeline projects in oil jetty area, Kandla
(Deendayal Port Trust [DPT])
(701570)
(-) (-)",Gujarat,"09/2021
(09/2021)","09/2023
(03/2025)","171
(211.61)",149.5,91
492,"Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT
basis - Phase II
(New Mangalore Port Authority)
(617804)
(-) (-)",Karnataka,"12/2023
(06/2024)","03/2027
(-)","153.23
(153.23)",65.47,60
493,"Rewas Port Project
(Reliance Industries Ltd)
(400382)
(-) (551)",Maharashtra,"12/2019
(01/2020)","03/2023
(-)","6000
(6000)",5999.89,88
494,"Deepening and Optimization of Inner Harbour facilities including development of
Western Dock on BOT basis to handle Cape size vessels
(Paradip Port Trust [PPT])
(701574)
(-) (2250)",Odisha,"05/2022
(01/2023)","12/2027
(10/2028)","3004.63
(3004.63)",2220.12,72
495,"Integrated development of Outer Container Terminal and berth No. 1 though 5 NSD at
KDS, SMPK on DBFOT basis through PPP mode
(Syama Prasad Mookerjee Port Kolkata)
(619229)
(-) (12116)",West Bengal,"03/2025
(02/2027)","08/2028
(-)","832.25
(832.25)",0,0
,Total (6),,,,14404.75,10819.98,
,"Tourism, Hospitality & Wellness",,,,,,
496,"National Maritime Heritage Complex [NMHC] Phase-I
(Indian Port Rail & Ropeway Corporation Ltd. [IPRCL])
(707215)
(-) (3109)",Gujarat,"02/2019
(01/2022)","03/2024
(03/2026)","573
(1238.05)",624.41,78.48
,Total (1),,,,573,624.41,
,Department for Promotion of Industry & Internal Trade,,,,,,
,Logistics Infrastructure,,,,,,
497,"Integrated Multi Modal Logistics Hub at Nangal Chaudhary in Haryana - Other Trunk
Infrastructure Development Phase 1
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(707410)
(-) (4123)",Haryana,"05/2018
(12/2021)","12/2023
(05/2028)","763
(763)",430,60
498,"Multi Modal Transport Hub [MMTH] Project at Boraki in Greater Noida - Infrastructure
Development - Phase 1
(National Industrial Corridor Development Corporation)
(707414)
(-) (4804)",Uttar Pradesh,"12/2020
(11/2026)","03/2030
(-)","1480
(1480)",0,0
,Total (2),,,,2243,430,
,Real Estate,,,,,,
499,"Orvakal Industrial Area
(NICDC)
(617727)
(-) (9936)",Andhra Pradesh,"08/2024
(10/2025)","10/2028
(-)","2786
(2786)",260.49,10.27
500,"Kopparthy Industrial Area
(NICDC)
(617729)
(-) (9937)",Andhra Pradesh,"08/2024
(10/2025)","10/2028
(-)","2136
(2136)",39.75,5.07
501,"Krishnapatnam Node - Phase 1 - Roads and Services Development
(National Industrial Corridor Development Corporation)
(701658)
(-) (4122)",Andhra Pradesh,"12/2020
(02/2024)","02/2027
(-)","2139.44
(2139.44)",857.05,40.6
502,"Tumakuru Node - Phase 1 - Roads and Services Development
(National Highways & Infrastructure Development Corporation Ltd. [NHIDCL])
(701657)
(-) (4121)",Karnataka,"12/2020
(02/2023)","09/2026
(09/2027)","1701.81
(1701.81)",300.46,23.89
503,"Development of Palakkad Node under extension of CBIC to Kochi
(National Industrial Corridor Development Corporation)
(701668)
(-) (9941)",Kerala,"08/2024
(10/2025)","04/2029
(-)","3805
(3805)",0,3.5
504,"Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan
(National Industrial Corridor Development Corporation)
(603210)
(-) (4249)",Rajasthan,"08/2024
(01/2026)","07/2028
(-)","921.66
(921.66)",0,1.21
505,"Development of Zaheerabad Node under Hyderabad Nagpur Industrial Corridor
(National Industrial Corridor Development Corporation)
(601812)
(-) (9939)",Telangana,"08/2024
(02/2026)","02/2029
(-)","2360
(2360)",0,2.16
506,"IMC at Prayagraj
(National Industrial Corridor Development Corporation)
(707419)
(-) (9938)",Uttar Pradesh,"08/2024
(12/2025)","06/2027
(-)","658
(658)",0,11.53
,Total (8),,,,16507.91,1457.75,
