Sl.No,"Project Name
(Agency)
(Project Code) (Legacy OCMS Code) (PMGID)",State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
41,"MADANNAGAR OCP 12 MTY - MDO
(SECL - CIL)
(619172)
(-) (-)",Chhattisgarh,"12/2024
(12/2024)","03/2033
(-)","1859.19
(1859.19)",0.45,0
42,"HURA C OCP
(Eastern Coal Fields Limited [ECL])
(400018)
(-) (-)",Jharkhand,"08/2022
(08/2022)","03/2029
(-)","859.41
(859.41)",455.95,63.3
43,"KONAR EXPANSION OCP
(CCL - CIL)
(400073)
(-) (-)",Jharkhand,"01/2022
(01/2022)","03/2032
(-)","674.65
(674.65)",175.59,50.78
44,"KARO EXPANSION OCP
(CCL - CIL)
(400074)
(-) (-)",Jharkhand,"01/2022
(01/2022)","03/2029
(-)","849.31
(849.31)",237.61,23.28
45,"SANGHMITRA OC
(CCL - CIL)
(400136)
(-) (-)",Jharkhand,"03/2024
(03/2024)","03/2032
(-)","2660.00
(2660.00)",17.03,16.77
46,"CHANDRAGUPT OCP
(CCL - CIL)
(400138)
(-) (-)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","973.50
(973.50)",772.12,25.11
47,"KOTRE BASANTPUR PACHMO OCP
(Ministry of Coal)
(400139)
(-) (-)",Jharkhand,"08/2020
(08/2020)","03/2032
(-)","625.40
(625.40)",456.48,45.78
48,"Pachwara South Coal Block
(NLC India Limited)
(400142)
(-) (-)",Jharkhand,"03/2016
(11/2019)","09/2028
(-)","2242.90
(2242.90)",1432.45,87
49,"RPR MAGADH EXP OCP
(Ministry of Coal)
(400150)
(-) (-)",Jharkhand,"08/2020
(08/2020)","03/2028
(-)","6964.33
(6964.33)",2299.77,39.42
50,"NORTH URIMARI EXPANSION OCP
(Ministry of Coal)
(400151)
(-) (-)",Jharkhand,"07/2021
(07/2021)","03/2029
(-)","634.30
(634.30)",598.34,68.9
51,"EPR ROHINI - KARKETTA OCP
(Ministry of Coal)
(400153)
(-) (-)",Jharkhand,"01/2021
(01/2021)","03/2028
(-)","995.57
(995.57)",85.34,24.02
52,"EPR PUNDI OCP
(Ministry of Coal)
(400154)
(-) (-)",Jharkhand,"11/2020
(11/2020)","03/2027
(-)","639.60
(639.60)",14.78,11.24
53,"EPR ASHOK OC
(Ministry of Coal)
(400155)
(-) (-)",Jharkhand,"05/2021
(05/2021)","03/2031
(-)","2821.07
(2821.07)",186.02,27.74
54,"EPR AMRAPALI OCP
(CCL - CIL)
(400156)
(-) (-)",Jharkhand,"02/2020
(02/2020)","03/2028
(-)","4983.57
(4983.57)",1838.82,43.69
55,"RAJRAPPA RCE OCP
(CCL - CIL)
(400160)
(-) (-)",Jharkhand,"12/2009
(12/2009)","03/2016
(03/2027)","510.85
(510.85)",488.71,75.61
56,"CHITRA EAST OC
(ECL - CIL)
(400172)
(-) (-)",Jharkhand,"08/2018
(08/2018)","03/2026
(03/2028)","513.99
(513.99)",276,53.03
57,"JHARKHAND-LAIYO OCP
(Ministry of Coal)
(400352)
(-) (-)",Jharkhand,"08/2020
(08/2020)","03/2031
(-)","654.87
(654.87)",1.97,32.45
58,"MOONIDIH XV SEAM UG
(BCCL - CIL)
(400425)
(-) (-)",Jharkhand,"08/2011
(08/2011)","03/2019
(09/2026)","1230.27
(1230.27)",800.25,84.02
59,"AMALAGAMATED NTST KUJAMA OCP 8.5MTY
(Bharat Coking Coal Limited (BCCL))
(611864)
(-) (-)",Jharkhand,"01/2023
(01/2023)","03/2030
(-)","4011.85
(4011.85)",414.97,31.16
60,"MURAIDIH UG PROJECT
(BCCL - CIL)
(613808)
(-) (-)",Jharkhand,"02/2011
(02/2011)","04/2014
(12/2026)","339.87
(339.87)",191.14,70.47
61,"TAPIN SOUTH EXPN
(CCL - CIL)
(615349)
(-) (-)",Jharkhand,"11/2020
(11/2020)","03/2028
(-)","230.41
(230.41)",22.02,23.67
62,"SIRKA OC
(CCL - CIL)
(615822)
(-) (-)",Jharkhand,"05/2020
(05/2020)","03/2028
(-)","183.18
(183.18)",89.92,56.47
63,"TETARIAKHAR OC
(CCL - CIL)
(615843)
(-) (-)",Jharkhand,"11/2019
(11/2019)","03/2025
(03/2027)","232.64
(232.64)",50.82,30.06
