Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
245,"Transmission system for evacuation of power from REZ in Rajasthan 20 GW under
Phase-III part B1
(Power Grid Corporation of India Limited [POWERGRID])
(611950)",Rajasthan,"09/2023
(09/2023)","04/2025
(02/2026)","2190.54
(2190.54)",2139.44,99
246,"Transmission system for evacuation of power from REZ in Rajasthan 20GW under
Phase-III Part E1
(Power Grid Corporation of India Limited [POWERGRID])
(611951)",Rajasthan,"12/2021
(08/2023)","02/2025
(02/2026)","688.74
(688.74)",685.98,99
247,"Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1]
[Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd]
(Power Grid Corporation of India Limited [POWERGRID])
(612134)",Rajasthan,"12/2023
(12/2023)","12/2025
(06/2026)","2998.34
(2998.34)",2248.75,64
248,"Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5
GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi
Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615332)",Rajasthan,"08/2024
(08/2024)","08/2026
(12/2026)","3279
(3279)",1393.24,37
249,"Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III
Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615335)",Rajasthan,"08/2024
(08/2024)","08/2026
(12/2026)","1382
(1382)",332.92,21
250,"Additional Transmission System for evacuation of Power from Bhadla-III PS as part of
Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III
Power Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(615337)",Rajasthan,"08/2024
(08/2024)","02/2026
(03/2026)","369
(369)",136.6,45
251,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN
REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV
Name POWERGRID BARMER I TRANSMISSION LIMITED]
(Power Grid Corporation of India Limited [POWERGRID])
(615338)",Rajasthan,"11/2024
(11/2024)","11/2026
(06/2027)","2735
(2735)",803.26,24
252,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS
[POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(617181)",Rajasthan,"03/2025
(03/2025)","12/2026
(03/2027)","404
(404)",21.04,3
253,"Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4
[2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616671)",Tamil Nadu,"01/2025
(01/2025)","12/2026
(12/2026)","548
(548)",111.13,14
254,"Transmission System for Strengthening to facilitate evacuation of power from
Bhadla/Bikaner Complex
(Power Grid Corporation of India Limited [POWERGRID])
(617269)",Uttar Pradesh,"12/2024
(12/2024)","06/2026
(08/2026)","212.81
(212.81)",2.13,1
