Sl.No,Project Name (Agency) (Project Code),State,"Date of Approval
(Start Date)
MM/YYYY","Orignal/Target DoC
(Revised DoC)
MM/YYYY","Orignal Cost
Revised Cost
in Rs. Crore","Cumulative
Expenditure
in Rs. Crore","Physical Progress
(%)"
242,"Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4
[2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited]
(Power Grid Corporation of India Limited [POWERGRID])
(616671)",Tamil Nadu,"01/2025
(01/2025)","12/2026
(12/2026)","548
(548)",14.68,6
243,"Transmission System for Strengthening to facilitate evacuation of power from
Bhadla/Bikaner Complex
(Power Grid Corporation of India Limited [POWERGRID])
(617269)",Uttar Pradesh,"12/2024
(12/2024)","06/2026
(-)","212.81
(212.81)",0.2,0
,Total (61),,,,142976.51,52183.05,
,Ministry of Housing & Urban Affairs,,,,,,
,Construction,,,,,,
244,"C/o 184 MS Flats for Hon'ble MPs at BKS Marg, New Delhi
(Central Public Works Department [CPWD])
(617282)",Delhi,"01/2022
(05/2022)","05/2025
(08/2025)","646.53
(646.52)",533.12,99
,Total (1),,,,646.53,533.12,
,Inland Waterways,,,,,,
245,"Chennai Metro Rail Phase-II Development Project
(Chennai Metro Rail Limited [CMRL])
(702668)",Tamil Nadu,"10/2024
(11/2020)","08/2029
(-)","63246
(63246)",26410.15,45
,Total (1),,,,63246,26410.15,
,Real Estate,,,,,,
246,"Integrated Command control Center [ICCC] - Construction and Development of
Integrated Command Control Center with Security, Surveillance, ITMS, Connecting
Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System
(ministry of housing and urban affairs)
(707229)","Andaman &
Nicobar","07/2021
(11/2021)","05/2023
(-)","209.88
(209.88)",0,70
247,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies
in Delhi
(National Buildings Construction Corporation [NBCC])
(400188)",Delhi,"07/2016
(05/2018)","12/2025
(12/2025)","32850
(32850)",0,0
248,"Rehablitation in Junavadaj Area Smart City Project
(ministry of housing and urban affairs)
(701719)",Gujarat,"NA
(06/2016)","07/2022
(-)","539
(539)",39.63,50
249,"Green Building Development Project
(ministry of housing and urban affairs)
(701766)",Uttarakhand,"NA
(08/2019)","11/2023
(-)","150.97
(150.97)",18.95,31
,Total (4),,,,33749.85,58.58,
,Urban Public Transport,,,,,,
250,"Patna Metro Rail Project
(Patna Metro Rail Corporation Ltd. [PMRCL])
(702627)",Bihar,"02/2019
(02/2019)","02/2024
(06/2027)","13365.77
(13365.8)",4039.77,40.07
251,"Delhi Metro Rail Phase-IV [2 Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(617207)",Delhi,"03/2024
(03/2024)","03/2029
(-)","8399.81
(8399.81)",5.58,0
252,"DMRTS Phase - IV [3 Priority Corridors]
(Delhi Metro Rail Corporation Limited [DMRC])
(702632)",Delhi,"NA
(07/2019)","03/2025
(03/2026)","24948.65
(24948.7)",15785.39,69
253,"Surat Metro Rail Project
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702630)",Gujarat,"03/2019
(04/2019)","03/2024
(06/2026)","12020.32
(12020.3)",7595.47,70
254,"Ahmedabad Metro Rail Project, Phase-II
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702631)",Gujarat,"03/2019
(03/2019)","03/2024
(12/2025)","5384.17
(5384.17)",4180.43,88
255,"Ahmedabad Metro Rail Project [Phase-I]
(Gujarat Metro Rail Corporation Limited [GMRCL])
(702639)",Gujarat,"11/2014
(02/2015)","03/2018
(10/2025)","10773
(12924.5)",12174.41,99
256,"Construction of Bangalore Metro Rail Project Phase 2.
(Bengaluru Metro Rail)
(702635)",Karnataka,"02/2014
(02/2016)","03/2021
(09/2026)","26405.14
(30695.1)",29477.97,94
257,"Construction Bangalore Metro Rail Project Phase-2A & 2B
(Bengaluru Metro Rail)
(702665)",Karnataka,"06/2021
(01/2019)","06/2026
(06/2026)","14788.1
(14788.1)",8424.54,53
